[0.00-29.98] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[30.02-31.60] 各位投资先进午安
[1475.22-1478.22] 我們今年的交易量可能已經是去年的快要兩倍了
[1478.22-1482.22] 所以其實這四個ARM都是持續非常穩定的在發展
[1482.22-1487.22] 那當然大家可能還是會看到我們的營收有時候會有一些波動
[1487.22-1488.22] 那因為工程進度任意
[1488.22-1490.22] 我們就是要看工程進度嘛
[1490.22-1492.22] 所以它當然會有一些比較大幅度的一些波動
[1492.22-1495.22] 但是在綠電跟水處理的這個部分
[1495.22-1498.22] 因為他們可能就是每個月是持續穩定的在推進
[1498.22-1502.22] 所以其實在營收的平均分佈下
[1502.22-1505.22] 可能在水跟綠電的部分就是每個月會持續有
[1505.22-1507.22] 那工程可能就會出現
[1507.22-1509.22] 單月份會比較集中
[1509.22-1513.22] 我想這個從去年或是前年或觀察同業的這個都可以看得出來
[1513.22-1517.22] 那這可能也是我們的比較就是行業的特性
[1517.22-1522.22] 但整體上來講我們對於今年2025年其實是成績是蠻看好
[1522.22-1524.22] 然後本業的這個部分都會持續的增加
[1524.22-1526.22] 以上是我的說明 謝謝
[1526.22-1529.22] 好 謝謝舒敏的回答
[1529.22-1532.22] 那下一個投資人的提問是
[1532.22-1538.22] 請問雲報未來3到5年的長期成長動能主要是哪些呢
[1538.22-1542.22] 好 那這個提議還是由我來回答
[1542.22-1546.22] 那這個3到5年成長動能我想我們剛剛其實有一頁有大概提到
[1546.22-1551.22] 我們到底未來長期我們主要會有一個就driver的是什麼部分
[1551.22-1554.22] 那第一個當然我們其實蠻看好海外市場
[1554.22-1558.22] 因為必須要說其實海外市場的單一案件的規模
[1558.22-1561.22] 其實就是可能台灣我們要cooking3 5年的一個規模
[1561.22-1563.22] 那所以當然海外也需要時間cooking
[1563.22-1565.22] 但因為畢竟海外的市場比較大
[1565.22-1569.22] 不論是土地空間或者是他們在太陽能的發展上
[1569.22-1572.22] 或者是發展上就是比我們來的慢一點
[1572.22-1575.22] 所以現在可能是東南亞的太陽能的成長期
[1575.22-1579.22] 因為大家應該會覺得台灣的太陽能成長期其實已經到了一個
[1579.22-1582.22] 不要說瓶頸 就是瓶頸嘛
[1582.22-1584.22] 那之前前幾年發展得非常好
[1584.22-1586.22] 那這幾年就稍微比較壞
[1586.22-1589.22] 但是呢前幾年就是現代的東南亞
[1589.22-1592.22] 所以我們相信在未來的幾年內3到5年內
[1592.22-1595.22] 我覺得都是東南亞一個很好的發展機會
[1595.22-1598.22] 那其實我們在各國其實都一樣都採同樣的策略
[1598.22-1600.22] 會找一個local partner來合作
[1600.22-1605.22] 然後來控制風險然後也可以來更了解就是當地的一個市場生態
[1605.22-1608.22] 然後也跟著台商一起合作然後來降低我們的風險
[1608.22-1612.22] 所以我想海外市場會是一個蠻重要的一環
[1612.22-1615.22] 那第二個當然就是我們所謂的多元營收跟獲利
[1615.22-1619.22] 那其實大家也可以發現其實我們去年其實我們也套了
[1619.22-1624.22] 我們所謂的我們的業外其實也賺了一個蠻高的一個獲利
[1624.22-1626.22] 那這個部分其實也代表的是什麼
[1626.22-1630.22] 我們其實在看的不是我們算對我們來講那個是放在野外
[1630.22-1633.22] 但其實對我們來講那個是統一的一個策略布局
[1633.22-1635.22] 因為其實你可以發現它是上海有的公司
[1635.22-1638.22] 我們也放在野外其實是因為我的爬數比較低
[1638.22-1641.22] 然後我對它沒有控制力所以我只能放在野外
[1641.22-1644.22] 但其實這就是我們在這個產業在發展的過程中
[1644.22-1652.22] 我們在這個產業發展的過程中我們其實是在做怎麼樣子的一個合理的策略投資
[1652.22-1654.22] 所以當然這個我們會持續
[1654.22-1657.22] 所以我會發現我們不只是有營收我們還有獲利
[1657.22-1660.22] 不是只有營收沒有獲利或是沒有營收但有獲利
[1660.22-1662.22] 所以我們其實接下來我們就多元營收
[1662.22-1665.22] 你看像我們剛剛說我們持續在開發新的業務
[1665.22-1668.22] 資產管理然後我們剛剛說的廢棄物處理
[1668.22-1670.22] 然後或者是我們的塑膠的一些回收
[1670.22-1675.22] 這相關的議題跟營收都會為我們未來帶來蠻多的貢獻
[1675.22-1678.22] 那再來就是對所以策略投資也是很重要的一環
[1678.22-1683.22] 因為我們其實像之前我們的水啊儲能其實都過透過併購
[1683.22-1686.22] 那能併購的就會是我們的合併個體它的營收就是我的營收
[1686.22-1689.22] 但如果來不及沒有辦法到併購規模的
[1689.22-1691.22] 就會我說的可能就是我的野外投資
[1691.22-1693.22] 那有關係一點就是股權投資倉藏投
[1693.22-1694.22] 但其實就算是股權投資也有可能是我的業外投資
[1695.22-1696.22] 也會放在業外
[1696.22-1699.22] 所以呢對我們來講其實我們看的是整體的一個獲益啦
[1699.22-1701.22] 我們不會只看就是本業內的營收
[1701.22-1704.22] 因為對我們來講這是整體一起佈局
[1704.22-1706.22] 而不會分說欸它就是業外
[1706.22-1710.22] 所以大家會看到我們其實投資都還是投資在相關的就是產業鏈上
[1710.22-1714.22] 那當然也是我們看起來我們會覺得就是非常值得往前進
[1714.22-1716.22] 那所以也希望大家以後就是除了關注我們本業
[1716.22-1719.22] 也可以多關注我們一些有策略投資的一些項目
[1719.22-1723.22] 我想也都會是一些蠻好的一些題材跟案子
[1723.22-1725.22] 以上說明謝謝大家
[1725.22-1726.22] 謝謝
[1726.22-1728.22] 好謝謝書明的回答
[1728.22-1732.22] 第三個投資人提問是
[1732.22-1740.22] 可否請公司經營層分享一下雲豹佈局資產管理當初的初衷為何
[1744.22-1749.22] 那這一題我們請譚宇軒副總回答
[1751.22-1753.22] 感謝先生的提問喔
[1753.22-1754.22] 嗯
[1755.22-1757.22] 佈局資產管理的初衷
[1757.22-1764.22] 我跟大家分享一下其實在生能源它其實就是最一開始可能是要先取得
[1764.22-1769.22] 不論是太陽能路上風離岸風生子能氫能霧水處理它精神都非常像
[1769.22-1773.22] 你要先取得土地分成政府的地跟私有的地
[1773.22-1775.22] 然後取得所有的許可
[1775.22-1783.22] 然後發包施工好的品質完工維運20年30年然後做資產管理
[1783.22-1784.22] 這是整個life cycle
[1784.22-1795.22] 所以可以看得出來公司在不同國家跟不同產業其實我們always盡量挑在一個最好的position來做事啦
[1795.22-1802.22] 所以從一開始台灣早年之前的從案件開發到施工維運等等我們都做得非常多
[1802.22-1806.22] 那為什麼現在這個時候想要來推這個資產管理
[1806.22-1809.22] 那也就是因為過去幾年台灣發展得也非常的好
[1809.22-1813.22] 不論太陽能的資產或是風力的資產都有陸續蠻多並行的
[1813.22-1820.22] 那隨著這些並往的案件有蠻多其實也是外商投資的
[1820.22-1824.22] 所以陸續外商還是有蠻多終究會離開台灣
[1824.22-1831.22] 所以也是一個很好的機會我們把這些好的asset把它給收購下來
[1831.22-1832.22] 然後做一個管理
[1832.22-1837.22] 所以第一個我們可能會找受險或是長期的投資人來一起持有這些asset
[1837.22-1840.22] 那我們就像一個farm manager或是資產管理公司一樣
[1840.22-1842.22] 那它可以帶來其他衍生的基因來做這些事
[1843.22-1845.22] 然後我們可以有一個很好的機會
[1845.22-1848.22] 譬如說這個綠電的買賣
[1848.22-1857.22] 維運的收入以及不好的案場買進來再所謂的improve維修
[1857.22-1859.22] 然後create更多的價值
[1859.22-1862.22] 所以在這個timing其實是一個蠻好的時間
[1862.22-1868.22] 有這麼多外商陸續可能離開台灣我們可以去增加我們這個管理的asset
[1868.22-1872.22] 然後同時看到我們的綠電跟維運等等的持續是更好的發展
[1873.22-1882.22] 那另外其實我們應該是國內做再生能源的所有公司裡面跟這些外國地友最多的啦
[1882.22-1889.22] 所以從公司2018、19年我們賣了兩個asset portfolio給BRACK
[1889.22-1892.22] BRACK是全世界最大的基金公司
[1892.22-1899.22] 然後到後面的2019年Google的亞洲第一度旅店也是跟國外大公司簽約
[1899.22-1901.22] 到2021年這個上尾SRE Formosa 4
[1901.22-1902.22] 然後到後面的2019年Google的亞洲第一度旅店也是跟國外大公司簽約
[1902.22-1903.22] 然後到後面的2019年Google的亞洲第一度旅店也是跟國外大公司簽約
[1903.22-1904.22] 然後到後面的2019年Google的亞洲第一度旅店也是跟國外大公司簽約
[1904.22-1905.22] 然後到後面的2019年Google的亞洲第一度旅店也是跟國外大公司簽約
[1905.22-1906.22] 然後以後的這個合資然後以及後面的得標
[1906.22-1909.22] 到2022年美光的綠電的合約
[1909.22-1916.22] 到2024年泰國SSP泰國的上市公司跟我們一起做了這個陸上風力的project
[1916.22-1920.22] 到去年也有GSHG的這個太陽能的案件
[1920.22-1928.22] 所以我們應該是國內這個蠻專注也是有這個能力可以跟國際的大廠來合作的
[1928.22-1932.22] 所以其實以前只做台灣現在做這些asset management
[1932.22-1935.22] 然後我們有跟國外這些公司deal的能力
[1935.22-1937.22] 也是蠻重要公司下一步
[1937.22-1940.22] 過去這幾年我們希望走出台灣
[1940.22-1943.22] 到日本到菲律賓到越南到東南亞
[1943.22-1946.22] 其實我們走出台灣之後
[1946.22-1949.22] 有蠻多也會是跟國際很大的公司合作
[1949.22-1951.22] 所以這也是為什麼在這個時間
[1951.22-1954.22] 我們是蠻大的重心放在這一點
[1954.22-1957.22] 那剛才也有提到其實我們團隊有新加坡的同仁
[1957.22-1959.22] 也有很多本來就是做這些deal的人
[1959.22-1962.22] 這些專業的人才跟能力
[1962.22-1964.22] 就是我們公司特別著重的
[1964.22-1966.22] 謝謝
[1966.22-1969.22] 謝謝 謝謝Kai的回答
[1969.22-1972.22] 我們進行下一個投資人提問
[1972.22-1974.22] 投資人請教的是說
[1974.22-1977.22] 雲豹獲利持續成長讓大眾印象深刻
[1977.22-1980.22] 那想請問我們公司認為
[1980.22-1983.22] 目前雲豹能源在成長的過程當中
[1983.22-1987.22] 可能會面臨的挑戰及風險有哪些
[1987.22-1989.22] 那當然我們公司要採取深刻的想法
[1989.22-1991.22] 怎麼樣開頭來應應它呢
[1991.22-1996.22] 好 那這一題我請張建偉發言人張立來回覆
[1996.22-1999.22] 謝謝提問
[1999.22-2002.22] 就是說有關於風險跟挑戰
[2002.22-2004.22] 其實在雲豹能源的過往當中
[2004.22-2006.22] 其實如果大家了解我們過往
[2006.22-2008.22] 從2016年一路到現在 金時金刻
[2008.22-2010.22] 我們其實走的那個方式比較像是
[2010.22-2012.22] 我們早期其實單一focus在太陽能
[2012.22-2014.22] 在不明成長期的時候我們很了解
[2014.22-2016.22] 我們跟著政策前進
[2016.22-2019.22] 然後去做一個再生能源太陽光電的佈局
[2019.22-2021.22] 我覺得是很ok的
[2021.22-2023.22] 但是其實在所有的市場裡面
[2023.22-2025.22] 一個政策剛起飛的3到5年
[2025.22-2026.22] 是一個很好的成長期
[2026.22-2029.22] 慢慢就會面臨到很多過度擁擠
[2029.22-2031.22] 或者群雄割據的一個狀況
[2031.22-2032.22] 所以對我們自己來講
[2032.22-2034.22] 我們其實在3到5年的時候
[2034.22-2037.22] 我們其實經營團隊就開始去做一些
[2037.22-2038.22] 綜合性的佈局
[2038.22-2041.22] 所以我們從光到風到儲
[2041.22-2043.22] 然後這些是屬於政策面的
[2043.22-2046.22] 但是我們其實在成長的過程當中
[2046.22-2048.22] 我們一直相信政策不是永續的
[2048.22-2050.22] 只有永續才是永續的
[2050.22-2051.22] 那這句話比較抽象
[2051.22-2053.22] 所以我們講希望做的事
[2053.22-2055.22] 跟政策並沒有直接的關聯性
[2055.22-2057.22] 所以我們開始佈局了水
[2057.22-2058.22] 我們佈局了生殖能
[2058.22-2059.22] 佈局了地熱
[2059.22-2060.22] 佈局了小水利
[2060.22-2064.22] 佈局了甚至大家看到的包含電動車
[2064.22-2067.22] 然後廚餘的部分
[2067.22-2069.22] 然後百分百塑料回收
[2069.22-2072.22] 那這些其實是因為我們希望
[2072.22-2074.22] 在未來的政策路上
[2074.22-2076.22] 我們不是只能為政策加持
[2076.22-2078.22] 其實要為永續加持
[2078.22-2080.22] 現在所有人在買綠電已經不是為了政策
[2080.22-2083.22] 而是實踐永續的這個概念
[2083.22-2085.22] 那其實在我們台灣的政治白皮書
[2085.22-2088.22] 2035年跟2050年其實也是板上釘釘
[2088.22-2089.22] 大概都已經講好了
[2089.22-2092.22] 可能70%到100%的綠電的使用
[2092.22-2095.22] 那我們也是希望銜接到這個軌道
[2095.22-2098.22] 所以雖然我們覺得會有很多的風險跟挑戰
[2098.22-2101.22] 但是其實我們就是盡量把政策風險壓制到最低
[2101.22-2102.22] 不只是台灣
[2102.22-2105.22] 我們也把視野看到了國際間
[2105.22-2106.22] 泰國 菲律賓 或是印尼 聯合國
[2106.22-2109.22] 其實這些都是我們佈局的點
[2109.22-2110.22] 所以在這個環節之下
[2110.22-2112.22] 我並不覺得是挑戰跟風險
[2112.22-2114.22] 而是我們有充足的能力跟實力
[2114.22-2118.22] 去因應未來所有可能會變動的狀況
[2118.22-2119.22] 以上
[2121.22-2122.22] 謝謝江尼的回答
[2122.22-2124.22] 我們請您下一個投資人提問
[2125.22-2129.22] 前面提到所謂成長動能之一的海外市場
[2129.22-2132.22] 請問一下我們是如何來選擇地區
[2132.22-2134.22] 在海外發展的優勢上
[2134.22-2137.22] 在海外發展的優勢為何
[2137.22-2141.22] 海外發展的目前的進度大概是什麼樣呢
[2142.22-2145.22] 好 那這題我們請凱來回答
[2149.22-2151.22] 好 感謝先進的提問
[2152.22-2154.22] 我覺得我們這邊的點其實
[2155.22-2158.22] 應該是在因為台灣這邊
[2158.22-2161.22] 或者國外我們從開發施工維運等等都有經驗
[2161.22-2163.22] 所以我們同時是
[2163.22-2165.22] 關注各個國家的政策
[2165.22-2168.22] 所以我們同時在看台灣的政策
[2168.22-2169.22] 在看日本的政策
[2169.22-2171.22] 在看菲律賓 越南等等國家的政策
[2171.22-2174.22] 在每個國家都會有一個
[2174.22-2177.22] 不同時段推出不同的政策
[2177.22-2179.22] 有最適合做的事情
[2179.22-2181.22] 所以舉例來說像幾年前
[2181.22-2184.22] 台灣就非常適合開發可能太陽能跟風力
[2184.22-2186.22] 那個時候我們就會比較著重在這一段
[2186.22-2188.22] 那在現在
[2188.22-2192.22] Maybe是病亡的資產比較好去做取得的時候
[2192.22-2195.22] 我們可能會稍微轉換個角度來做
[2195.22-2197.22] 那在同時這個當下
[2197.22-2200.22] 日本現在是儲能非常好的market
[2200.22-2204.22] 我們可能就會著重殺去日本做日本的儲能
[2204.22-2207.22] 但我就不會跑去日本現在去做現在的太陽能
[2207.22-2208.22] 那像菲律賓
[2208.22-2211.22] 之前幾年菲律賓的太陽能是比較slow
[2211.22-2214.22] 那這兩年GEOP的標案出來
[2214.22-2217.22] 菲律賓的太陽能這兩年就變得比較好
[2217.22-2220.22] 或是明顯是比較好的機會
[2220.22-2221.22] 那我們就會把重心
[2221.22-2224.22] 佈局在菲律賓做太陽能
[2224.22-2227.22] 所以剛剛問的這個點其實
[2227.22-2229.22] 站在我們的position
[2229.22-2231.22] 應該是立足台灣
[2231.22-2233.22] 然後放眼附近的國家
[2233.22-2237.22] Always follow每個國家現在在推的政策是什麼
[2237.22-2240.22] Maybe有補助或是Maybe有標案
[2240.22-2242.22] Maybe是供需的問題
[2242.22-2246.22] 所以像這個兩年前左右
[2246.22-2248.22] 台灣的儲能就是很好的timing
[2248.22-2249.22] 那我們就在那個時候
[2249.22-2251.22] 重心放在儲能的這個時候
[2251.22-2253.22] 我們就在看我們現在的市場
[2253.22-2255.22] 所以我們最主要的選擇其實就像剛剛說的
[2255.22-2257.22] 這些國家都是我們輻射
[2257.22-2259.22] 一直在觀察
[2259.22-2263.22] 但是我們always就看什麼時候是一個好的timing去切入
[2263.22-2265.22] 對
[2265.22-2267.22] 有漏嗎
[2267.22-2269.22] 好 謝謝
[2269.22-2271.22] 謝謝Kai的回答
[2271.22-2274.22] 那下一個投資人提問是
[2274.22-2278.22] 對於今年綠電平台受電度數
[2278.22-2280.22] 已經超 感覺上已經是超過原來的預估
[2281.22-2283.22] 也比原來的更樂觀一點
[2283.22-2287.22] 那是否可以再多分享一下綠電平台的展望
[2287.22-2291.22] 目前已經簽了差不多161度的綠電
[2291.22-2295.22] 那接下來每年度轉供綠電
[2295.22-2298.22] 是否都會有明顯的成長呢
[2298.22-2304.22] 好 那這一題我們請我們就是天能綠電的總經理來跟大家介紹
[2304.22-2306.22] 各位先生大家好
[2306.22-2307.22] 感謝提問
[2307.22-2310.22] 那剛剛有提到說我們在預估上比較樂觀
[2310.22-2312.22] 其實這也是實際的情形
[2312.22-2317.22] 我們實際的交易量其實是比當初預期還要超出很多
[2317.22-2318.22] 我舉個例子
[2318.22-2323.22] 2024年我們當初本來預期的交易度數大概是1.3億度
[2323.22-2326.22] 但是到去年年底我們回頭來統計
[2326.22-2329.22] 我們實際的交易量是達到了1.8億度
[2329.22-2332.22] 所以這也是實際上我們努力的成果
[2332.22-2334.22] 那再來剛剛Kai趙總經理有提到
[2334.22-2338.22] 其實我們在累積的交易度數的簽約上面
[2338.22-2339.22] 我們在去年法說會的時候
[2339.22-2342.22] 原本是也是一群一個151度的數字
[2342.22-2346.22] 但是到今年年底的時候其實已經有超過這個數字了
[2346.22-2347.22] 161度
[2347.22-2350.22] 甚至我未來還有覺得有會有更好的成長
[2350.22-2353.22] 那展望今年2025年
[2353.22-2355.22] 我們在現在這個節點
[2355.22-2360.22] 我大概預估今年天然綠電會有3.31度的交易數字
[2360.22-2364.22] 那這相當於數字相當於是去年的一倍的成長
[2364.22-2368.22] 但我們也覺得持續的努力下應該會有更好的成績
[2368.22-2371.22] 主要來自因為是在這兩年
[2371.22-2374.22] 尤其是25 26 27年這幾年
[2374.22-2377.22] 國際大廠對於他們在台灣供應鏈的業者
[2377.22-2381.22] 要求採購再生能源的那個動力會比之前更強
[2381.22-2383.22] 所以在這個動力的驅動下
[2383.22-2386.22] 我們其實可以預見會有更多的成長
[2386.22-2389.22] 那天然綠電現在蠻多的交易用戶
[2389.22-2393.22] 主要也來自這些半導體業或者是科技業
[2393.22-2396.22] 或者是這些金融業要做永續的企業
[2396.22-2397.22] 所以在這個成長動能下
[2397.22-2401.22] 我們預估一定會比之前的更好
[2401.22-2402.22] 以上說明
[2402.22-2405.22] 好 謝謝唐總的回答
[2405.22-2407.22] 下一個問題也是最後一個這個之前的投資人提問
[2407.22-2409.22] 也是跟綠電相關
[2409.22-2412.22] 那請教160億度的綠電
[2412.22-2415.22] 聽起來是一筆很大的交易合約量
[2415.22-2420.22] 那天然綠電的綠電簽約期間
[2420.22-2424.22] 大概都是落在大約幾年呢
[2427.22-2429.22] 那唐總是怎麼回答的
[2429.22-2431.22] 好 感謝欣欣的提問
[2431.22-2434.22] 這160億度它不是一年的交易量
[2434.22-2439.22] 它是我們現在合約簽起來全程的一個總交易量
[2439.22-2442.22] 那這個總交易量它其實有的年限是
[2442.22-2445.22] 5年 10年 15年跟20年都有
[2445.22-2447.22] 甚至是更長的年限
[2447.22-2451.22] 但我們主要的約超過一半以上
[2451.22-2453.22] 都是15到20年的長約
[2453.22-2455.22] 那最主要來自是因為這些客戶
[2455.22-2457.22] 他其實做永續的交易量
[2457.22-2459.22] 永續是一個長期的
[2459.22-2462.22] 那再來他們也就是肯定天然綠電
[2462.22-2464.22] 在綠電交易上面的時機
[2464.22-2469.22] 我們現在也在供給端這邊整合了非常多的電廠來做供電
[2469.22-2472.22] 所以其實未來我們已經打入他們的供電
[2472.22-2477.22] 成為他們就是長期穩定供電的一個綠電夥伴
[2479.22-2480.22] 好 謝謝唐總的回點
[2480.22-2485.22] 剛剛以上是我們之前所準備好的這個投資人的提問
[2485.22-2487.22] 那我們接下來回答
[2487.22-2490.22] 剛剛這個我們所收集到現場投資人的提問
[2490.22-2492.22] 因為大家的問題非常踴躍
[2492.22-2495.22] 我盡量可能把類似的問題放在一起
[2495.22-2497.22] 然後來請教管理團隊
[2497.22-2501.22] 那第一個問題是想請問F2目前的交易進展
[2501.22-2504.22] 以及預計完成時間
[2504.22-2508.22] 那第二個類似的問題是有關F4
[2508.22-2511.22] 海勝風場的工程規劃進展
[2511.22-2514.22] 銀行融資CBPA洽談的現況為何
[2514.22-2517.22] 我想我們先請管理團隊先回答這個問題
[2517.22-2519.22] 因為這兩個問題好不好
[2519.22-2522.22] 好 那這一題我們請凱來回答
[2524.22-2527.22] 那個F2的話可能就是要看我們的重訓
[2527.22-2531.22] 來做這個了解狀況
[2531.22-2533.22] 可能不能單獨這樣回答
[2533.22-2538.22] 然後F4的話其實那個我們也不能幫上尾回答
[2538.22-2540.22] 那個要讓上尾自己回答
[2540.22-2542.22] 不好意思
[2542.22-2544.22] 怎麼樣是因為F4大家看其實看我們的彩報
[2544.22-2546.22] 應該都知道我們都已經全數出場了啦
[2547.22-2549.22] 那出場之後其實第一個我們出場後
[2549.22-2553.22] 也沒有太多的理由可以去關注他們的一個細節啦
[2553.22-2557.22] 那所以這個部分就是可能真的要問那個SRE那邊
[2557.22-2558.22] 可能會比較清楚
[2558.22-2560.22] 那F2因為現在就還在進行中
[2560.22-2562.22] 那我們就還是要以重訓為主
[2562.22-2564.22] 那最近應該是沒有什麼特別新的進展
[2564.22-2568.22] 那就是請大家再等一陣子看新的消息這樣
[2568.22-2570.22] 好 謝謝
[2570.22-2573.22] 接下來應和兩個投資人提問是
[2573.22-2576.22] 未來對於COD案場的投資策略
[2576.22-2582.22] 是否會持續與保險公司和保險機構合作
[2582.22-2585.22] 合作方式為何
[2585.22-2587.22] 下一個問題是
[2587.22-2589.22] 雲報資產管理公司
[2589.22-2595.22] 鎖定的資產類型與地區及發展策略大概為何
[2595.22-2599.22] 感謝提問喔
[2599.22-2601.22] 就跟剛剛我提的是蠻像的啦
[2601.22-2604.22] 因為以台灣來說其實蠻多外資
[2604.22-2605.22] 陸續可能有離開台灣
[2605.22-2606.22] 或是他們也是在台灣的
[2606.22-2609.22] 但是因為蓋完了要獲利了結都有可能
[2609.22-2612.22] 所以無論是太陽能
[2612.22-2615.22] 或其他的infrastructure的asset
[2615.22-2617.22] 只要是風險是偏低
[2617.22-2619.22] 報酬率是穩健的
[2619.22-2623.22] 都在我們這個輻射或是觀察的範圍裡面
[2623.22-2625.22] 一個是我們自己的
[2625.22-2628.22] 我們自己的financial也會有意願投資
[2628.22-2631.22] 那另一個就像剛剛說的這個雲報資產管理
[2631.22-2635.22] 我們也會拉著NOMATER是授權
[2635.22-2638.22] 讓其他長期的投資人一起來參與投資
[2638.22-2643.22] 進行這個NOMATER專業的DD以及管理這一段
[2643.22-2646.22] 可能是其他投資人maybe沒那麼熟悉
[2646.22-2648.22] 但是是我們的專業的部分
[2648.22-2651.22] 然後我們在這邊做一個更好的發揮
[2651.22-2652.22] 那除了台灣以外
[2652.22-2656.22] 其實剛剛幾個其他國家也同時在我們看的範圍
[2656.22-2658.22] 所以我們的做法其實都是一致的
[2658.22-2660.22] 舉例來說
[2660.22-2664.22] 從前面的開發到施工到尾運到後面的管理到持有
[2664.22-2665.22] 我們在台灣看
[2665.22-2667.22] 我們在日本也會看
[2667.22-2669.22] 我們在菲律賓或其他國家也都會看
[2669.22-2674.22] 那我們重點是在那個國家當下做什麼possession
[2674.22-2678.22] 是我們認為利潤最好風險最低的
[2678.22-2680.22] 我們就是在那個moment做那件事啦
[2680.22-2684.22] 舉例來說如果在日本現在是蓋儲能是風險最低
[2684.22-2685.22] 利潤最好
[2685.22-2688.22] 那我在日本就會是以蓋儲能為主
[2688.22-2690.22] 不會跑去收人家蓋好的案子
[2690.22-2692.22] 因為我能自己蓋利潤不是更好嗎
[2692.22-2693.22] 那但是在
[2693.22-2695.22] 舉例來說台灣現在可能
[2695.22-2697.22] 太陽能的案件比較少的時候
[2697.22-2699.22] 非常難開發非常難蓋
[2699.22-2702.22] 那在這邊做的利潤很差
[2702.22-2703.22] 風險很大
[2703.22-2705.22] 那我們就不會硬要做這件事
[2705.22-2706.22] 我們會反過來
[2706.22-2708.22] 也沒必要去買這個COD的assay
[2708.22-2710.22] 那早好外商要離開
[2710.22-2712.22] 所以大概邏輯會是這個樣子
[2712.22-2713.22] 謝謝
[2713.22-2716.22] 好 謝謝Kai的回答
[2716.22-2718.22] 我們來進行下一個問題
[2718.22-2720.22] 是有關太陽能的
[2720.22-2721.22] 投資人請教的是
[2721.22-2723.22] 國內太陽能的規定
[2723.22-2725.22] 規劃大概是如何
[2725.22-2727.22] 以下是World by World
[2727.22-2728.22] 這個投資人請教的
[2728.22-2731.22] 在國內環境不友善情況之下
[2731.22-2735.22] 未來台灣太陽能的布局為何
[2737.22-2740.22] 好那這題我們才兩個人來回答
[2740.22-2741.22] 那我先講一下就是
[2741.22-2743.22] 我們對於太陽能的一個規劃
[2743.22-2745.22] 那等一下我們就會找我們的
[2745.22-2747.22] 最會解決問題的解決大師
[2747.22-2749.22] 來講一下面對這種不友善的環境
[2749.22-2750.22] 我們要怎麼進行
[2750.22-2752.22] 那以太陽能的規劃
[2752.22-2754.22] 我還是說因為現在真的相對
[2754.22-2756.22] 我想就是法人先進也都非常清楚
[2756.22-2758.22] 因為都有在關注能源產業
[2758.22-2760.22] 其實現在太陽能真的相對來講是
[2760.22-2762.22] 發展的比較不容易
[2762.22-2763.22] 也就像剛剛Johnny有提到的
[2763.22-2765.22] 其實法規出來的3到5年
[2765.22-2766.22] 是所謂的甜蜜期嘛
[2766.22-2768.22] 那其實台灣現在就是已經過了
[2768.22-2769.22] 這個3到5年
[2769.22-2771.22] 那菲律賓就是剛好法規公佈的
[2771.22-2772.22] 3到5年間
[2772.22-2774.22] 所以那我覺得就是一個狀況是不太一樣
[2774.22-2777.22] 但是我們在看其實以台灣目前的
[2777.22-2780.22] 這個自己的這個能源自主的規劃
[2780.22-2782.22] 或者是要達到說
[2782.22-2785.22] 所謂的淨零碳排的一個規劃中
[2785.22-2787.22] 其實對於這個太陽能
[2787.22-2789.22] 還是有一個很大的期許
[2789.22-2791.22] 那所以其實在這個階段下
[2791.22-2794.22] 我們並沒有放棄這個太陽能
[2794.22-2796.22] 那當然最近是比較slow
[2796.22-2798.22] 從去年到今年其實是真的有比較
[2798.22-2800.22] 就是放慢我們的腳步
[2800.22-2802.22] 但對我們來講我們就是看時機
[2802.22-2803.22] 之前發展狀況很好的時候
[2803.22-2805.22] 我們的速度步調就是會很快
[2805.22-2808.22] 那現在呢當然狀況比較辛苦的時候
[2808.22-2810.22] 我們就是持續在耕耘
[2810.22-2812.22] 所以其實我們今年就想慢慢耕耘下來
[2812.22-2814.22] 我們今年也是會有120M要開工
[2814.22-2816.22] 那當然未來的政策會不會改變
[2816.22-2818.22] 其實我們也會期待未來政策
[2818.22-2820.22] 如果有一些轉變的話
[2820.22-2822.22] 可能會有農電的加入
[2822.22-2823.22] 那農電加入之後
[2823.22-2825.22] 或許其實對太陽能又是新的一波的契機
[2825.22-2827.22] 就像現在大家在做漁電
[2827.22-2828.22] 也就是兩年前
[2828.22-2829.22] 地面型不能做了
[2829.22-2830.22] 屋頂型做完了
[2830.22-2831.22] 然後轉型做漁電
[2831.22-2834.22] 所以你會發現這兩三年在做的案子都是漁電
[2834.22-2835.22] 那我們自己是看
[2835.22-2838.22] 我們覺得接下來農電是一個下一個的機會
[2838.22-2840.22] 或者是maybe有一些像國產署的地
[2840.22-2842.22] 在做更進一步的漁電
[2842.22-2845.22] 那這個都還是會未來持續的發展
[2845.22-2846.22] 所以我們自己看
[2846.22-2848.22] 我自己本人
[2848.22-2849.22] 個人而言
[2849.22-2851.22] 個人覺得其實它不會沒有
[2851.22-2853.22] 它只是會比較辛苦
[2853.22-2854.22] 那當然可能也是要看
[2854.22-2856.22] 政策上有沒有做一些調整
[2856.22-2858.22] 那當然我們會是站在第一時間
[2858.22-2859.22] 政策有調整的時候
[2859.22-2861.22] 我們就跟上政策的一些發展
[2861.22-2863.22] 那當然現在我們也是會做一些 survey 研究
[2863.22-2865.22] 要看看可能的風向
[2865.22-2866.22] 或未來有可能發展
