[0.00-1.40] 各位來賓大家好
[1516.52-1520.82] 第一个是关于电商事业的部分
[1520.82-1522.44] 基本上来讲的话
[1522.44-1525.02] 我们集团在电商事业部分
[1525.02-1530.02] 所看重的不只是现在的这种所谓的电商
[1530.02-1534.30] 而是在整个数位经济里面的变化情况
[1534.30-1536.52] 集团将来如何能够运用
[1536.52-1538.56] 那在我们的观察里面
[1538.56-1540.66] 电商是数位经济里面
[1540.66-1543.90] 现在相对表现比较成熟的一个营运模式
[1543.94-1545.54] 但是即使是电商
[1545.54-1546.64] 我们也可以看出来
[1546.64-1548.62] 它透过数位的演化
[1548.62-1552.00] 还有特别是人工智慧不断的进展
[1552.00-1554.48] 它在整个商业模式来讲
[1554.48-1556.96] 可谓变化的速度非常快
[1556.96-1558.62] 所以对集团来讲的话
[1558.62-1562.82] 我们今年投入在电商的部分来讲
[1562.82-1565.00] 第一个是让我们的集团
[1565.00-1567.54] 有机会可以更进一步
[1567.54-1569.72] 贴身的去了解一下
[1569.72-1573.26] 有关于这种数位经济的门道
[1573.26-1573.92] 还有电商的进展
[1573.94-1575.68] 还有它商业的逻辑
[1575.68-1579.84] 这个部分来讲的话
[1579.84-1584.46] 当然另外一方面也可以让我们更了解一下
[1584.46-1588.56] 电商跟实体通路在货倉骑流的部分来讲
[1588.56-1590.38] 它可以扮演什么样的一个角色
[1590.38-1592.06] 所以这个部分来讲的话
[1592.06-1595.14] 它可能会花我们相当长的一段时间来做观察
[1595.14-1598.40] 相对来讲我们所投入的这些产业
[1598.40-1599.68] 公司来讲
[1599.68-1603.86] 基本上它本身有相当好的人才的基础
[1603.94-1605.60] 还有它的商业底蕴
[1605.60-1611.08] 只是在过去它的很多环境因素来讲
[1611.08-1612.40] 有一些不确定的因素
[1612.40-1615.24] 所以阻碍了这些营运的发展
[1615.24-1616.86] 所以外界很期望说
[1616.86-1622.10] 我们进去以后会有什么样的加持
[1622.10-1624.12] 或者很多作为
[1624.12-1625.62] 这个部分凭良心讲
[1625.62-1627.78] 我们现在也还在学习阶段
[1627.78-1630.64] 但是我相信在集团提供
[1630.64-1632.38] 他们一个很安定
[1632.38-1633.78] 以及很稳定的营运的方式来讲
[1633.94-1635.24] 在一个大环境下
[1635.24-1636.94] 他们的这些聪明才智
[1636.94-1640.40] 还有本身的底蕴
[1640.40-1642.28] 就能够慢慢的释放出来
[1642.28-1644.10] 在这过程里面来讲的话
[1644.10-1646.78] 我相信从集团现有的基础
[1646.78-1650.10] 还有加上这个新的通路的延伸
[1650.10-1654.28] 自然就会有很多新的商机来冒出来
[1654.28-1656.78] 另外一个有关鼓励的政策来讲的话
[1656.78-1660.18] 基本上我们还是采取非常稳健
[1660.18-1662.78] 而且可以预期的一个鼓励政策
[1662.78-1663.90] 一方面来讲的话是
[1663.94-1668.04] 当然配合我们集团未来可能的发展
[1668.04-1670.96] 它需要储备一些资金
[1670.96-1672.24] 另外一方面
[1672.24-1673.36] 我们也可以看到
[1673.36-1675.12] 这个整个经济的情势
[1675.12-1677.28] 不确定的因素会越来越多
[1677.28-1682.24] 所以替整个集团厚植一些实力来讲
[1682.24-1683.86] 它还是很重要的
[1683.86-1685.16] 另外一点来讲的话
[1685.16-1687.38] 特别是在台湾的市场
[1687.38-1689.02] 我们也发现
[1689.02-1693.70] 可能在经过一个很时代的
[1693.94-1695.10] 交替下来讲的话
[1695.10-1697.08] 我们也发现在台湾市场
[1697.08-1701.50] 其实我们可以投资的机会还相当的多
[1701.50-1704.38] 这个部分也许不是在制造方面
[1704.38-1706.50] 但是在服务的方面来讲的话
[1706.50-1709.36] 我觉得台湾还有很多很多的领域
[1709.36-1713.88] 我们集团可以持续的去加重投资
[1713.88-1715.70] 所以种种因素考虑下来的话
[1715.70-1718.84] 一方面我们考虑到投资人的期待
[1718.84-1720.64] 提供一个很稳定
[1720.64-1723.90] 可以预期的一个未来的一个现金
[1723.94-1724.88] 留的一个政策
[1724.88-1727.76] 一方面也厚植集团的整体的财务的能力
[1727.76-1729.68] 等到机会来临的时候
[1729.68-1731.26] 我们就可以快速的行动
[1731.26-1732.76] 以上做个简单说明
[1732.76-1733.10] 谢谢
[1733.10-1739.96] 董事长跟管理团队好
[1739.96-1742.10] 那这边是原副投顾一路发问
[1742.10-1744.62] 那这边有两个问题想要请教董事长
[1744.62-1746.78] 就是我们看到在家乐福的部分
[1746.78-1749.04] 已经历经了一年的一个时间整合
[1749.04-1750.76] 那今年三月份的时候
[1750.76-1751.94] 家福这边也宣布
[1751.94-1753.90] 就是从九月份开始
[1753.94-1755.46] 要整个会员的累积
[1755.46-1757.26] 要改为open point的一个累积
[1757.26-1760.14] 那希望可以扩大整个会员的一个生态圈
[1760.14-1762.50] 那这几年我们也看到超商积极的
[1762.50-1765.28] 在扩大整个点数的生态圈跟流动性
[1765.28-1769.44] 那点数经济也被视为是一个品牌的制胜关键
[1769.44-1771.00] 那请问董事长这边
[1771.00-1772.90] 我们投资人该怎么样去期待
[1772.90-1774.24] 就是点数经济这边
[1774.24-1776.26] 对于集团所带来的一个效益
[1776.26-1777.86] 那第二个问题的话
[1777.86-1779.84] 是针对统一中控的部分
[1779.84-1781.58] 因为过去董事长都有提到
[1781.58-1783.92] 就是8到12%的一个承受性
[1783.94-1785.18] 是一个合理的成长
[1785.18-1786.62] 那想请教董事长
[1786.62-1788.06] 就是目前的这个想法
[1788.06-1790.98] 是不是一样可以适用在今年中控的一个表现
[1790.98-1793.46] 那另外过去我们也不断去强调
[1793.46-1794.76] 整个产品力的提升
[1794.76-1796.76] 可以带来整个活力的一个改善
[1796.76-1798.98] 那当然在2024年下半年
[1798.98-1800.56] 我们在方便面这个产品线
[1800.56-1802.12] 已经看到效益的产生
[1802.12-1805.00] 那今后我们是不是可以持续的去期待
[1805.00-1806.68] 透过产品力的一个提升
[1806.68-1809.24] 带动整个中控这边获利的成长性
[1809.24-1810.98] 可以优于营收的成长性
[1810.98-1811.42] 谢谢
[1811.42-1812.10] 好
[1812.10-1813.92] 这个关于点数的
[1813.94-1815.30] 这个经济来讲的话
[1815.30-1817.16] 的确这个对集团来讲
[1817.16-1818.72] 是未来一个非常
[1818.72-1820.08] 我们觉得非常期待
[1820.08-1822.06] 也可以非常振奋的
[1822.06-1825.16] 就是如何去建立它整个生态圈
[1825.16-1829.16] 那当然点数大家现在
[1829.16-1832.14] 其实每家公司各原来都有它自己的点数
[1832.14-1834.22] 但是透过集团这种整合
[1834.22-1837.52] 那我们一方面可以保持消费者更多的选择
[1837.52-1839.26] 它可以留下原来的点数
[1839.26-1842.36] 在某一个特定的管道或通路上使用
[1842.36-1843.60] 但是它也可以用
[1843.94-1844.78] 它的点数
[1844.78-1846.86] 去像汇率兑换一样
[1846.86-1848.22] 它使用在集团
[1848.22-1853.22] 甚至我们现在也陆陆续续加入很多外围的企业
[1853.22-1859.30] 因为点数经济是没有所谓的门户的
[1859.30-1862.22] 它只是一个代币的一个概念
[1862.22-1865.38] 所以它使用上越方便
[1865.38-1867.28] 越顺畅的话
[1867.28-1868.82] 那消费者也愿意
[1868.82-1870.28] 更愿意去使用
[1870.28-1872.16] 而且更重要是这个点数
[1872.16-1873.80] 就像实体的
[1873.80-1875.46] 货币一样
[1875.46-1880.00] 它不受限于某些场合或者机会使用
[1880.00-1881.96] 而是能够随时随地的使用
[1881.96-1885.14] 那这是我们一个很期待的一个目标
[1885.14-1886.98] 那中控的部分来讲的话
[1886.98-1889.50] 我们还是保持一定的一个原则
[1889.50-1891.60] 就是一个稳定的一个增长
[1891.60-1895.40] 就是希望能够保持一个8%到12%
[1895.40-1897.00] 那目前看起来的话
[1897.00-1901.00] 这饮料的部分通常都会超过我们这个所期待
[1901.00-1903.78] 但是我们内部还是有非常严控的一个目标
[1903.80-1907.92] 我们的掌控也不希望它跑得太快
[1907.92-1910.52] 还是希望控制在一个很稳定的这种
[1910.52-1911.90] 那食品的部分来讲的话
[1911.90-1913.76] 它相对会比较挑战
[1913.76-1919.32] 因为食品它很注重的是一个在调味的能力上面
[1919.32-1920.24] 也就是说
[1920.24-1927.20] 产品如果没有办法去做到一个很突出的一个口味上面来讲的话
[1927.20-1931.56] 事实上就很容易陷入到价格的竞争
[1931.56-1933.38] 那对消费者来讲的话
[1933.38-1933.80] 其实
[1933.80-1938.36] 消费者愿意来购买所谓的包装产品
[1938.36-1942.92] 目的其实也是看重厂商的调味的能力
[1942.92-1944.80] 他不是来买食材的
[1944.80-1945.92] 他如果买食材的话
[1945.92-1949.58] 他自己到市场上就可以买到食材自己去做
[1949.58-1953.00] 所以我们的挑战是我们希望能够做出来
[1953.00-1956.56] 消费者在家里面自己做不出来的商品
[1956.56-1959.60] 那这样的话他才有理由来向我们购买
[1959.60-1961.58] 如果消费者可以自己在家里做
[1961.58-1963.26] 而且做的还比我们好的话
[1963.26-1963.78] 根本没有理由去购买
[1963.80-1965.36] 所以我们有理由要来做这件事
[1965.36-1968.80] 所以这个部分来讲的话是永无止境
[1968.80-1970.82] 不断的在一直在挑战挑战
[1970.82-1971.98] 那也没有天花板
[1971.98-1974.30] 反正就是不断的突破突破
[1974.30-1974.68] 这样子
[1974.68-1975.08] 谢谢
[1976.40-1978.68] 那现场请问还有需要提问的来宾吗
[1982.70-1984.38] 董事长总经理财务长你们好
[1984.38-1985.74] 我是国泰世华的孟秀
[1985.74-1988.58] 这有三个问题想跟管理层请教
[1988.58-1991.84] 首先还是很谢谢大家就是固定跟我们见面
[1991.84-1993.68] 第一个问题是有关东南亚啊
[1993.68-1996.80] 我们食品的事业在东南亚布局一段时间了
[1996.80-1999.20] 那只是好奇在整个集团的角度来看
[1999.20-2002.86] 对于东南亚未来食品事业的成长速度有没有一个预期
[2002.86-2006.10] 那另外提到东南亚也会想到就是菲律宾7-11
[2006.10-2008.08] 在当地经营的不错
[2008.08-2014.02] 然后这几年有看到台湾把零售事业整合在一起建立大型的复合式商场
[2014.02-2017.50] 有没有希望类似运用类似的模式
[2017.50-2020.20] 把台湾自己的品牌也推到海外去
[2020.20-2022.02] 这个是有关东南亚的问题
[2022.02-2023.68] 那第二个问题是有关零售
[2023.68-2027.54] 就是这几年国内零售业的环境成本上升蛮多的
[2027.54-2031.76] 那投资人其实也都蛮在意统一超商的盈利率是不是有一些压力
[2031.76-2034.54] 所以想要知道说正在集团的角度来看
[2034.54-2037.24] 对于整个台湾零售业的发展有什么想法
[2037.24-2041.10] 还有在环境成本方面有什么样的因应的模式
[2041.10-2043.44] 第三个是有关资讯的问题
[2043.44-2050.04] 最近这一段时间有蛮多跟统一资讯相关的AI合作的新闻出现
[2050.04-2052.50] 那只是好奇可不可以跟大家分享一下
[2052.50-2053.66] 就是我们在
[2053.68-2057.86] AI的导入在集团内部有达到什么样的成效
[2057.86-2061.18] 还有未来对于外部收入是不是有什么样的预期
[2061.18-2061.68] 谢谢
[2061.68-2064.42] 关于东南亚的发展来讲的话
[2064.42-2067.44] 这点部分我相信各位也很清楚
[2067.44-2071.18] 这个我们在东南亚的发展来讲的话
[2071.18-2074.74] 好像总是有点八字不合的这种感觉
[2074.74-2076.74] 虽然投入很多力量
[2076.74-2082.50] 但是收到的成绩这个不是不成比例原则
[2082.50-2083.02] 所以
[2083.68-2086.62] 从去年开始我们也换了一个想法
[2086.62-2094.62] 就是我们开始非常积极的去建立本土的团队
[2094.62-2100.92] 这个部分来讲我始终觉得就是作为一个消费品来讲的话
[2100.92-2108.92] 我们所谓的外派的同仁基本上是有点没办法很接地气的
[2108.92-2113.66] 所以我们的人员扮演的角色不是去那里寄宿的
[2113.68-2115.62] 而是去那里做管理
[2115.62-2120.62] 至于经营的部分来讲的话应该还是要有外面的团队
[2120.62-2122.62] 当然外面团队来讲的话也要机运
[2122.62-2124.62] 但是这没有办法的事情
[2124.62-2128.62] 这个一定要先求量才能从求职
[2128.62-2130.68] 所以现在我们东南亚的这个营运来讲的话
[2130.68-2136.62] 大概每个礼拜我们都规定都总经理只做一件事情
[2136.62-2140.62] 不是在管业务而是在招募薪水
[2140.62-2143.68] 那每个礼拜都要定期成本
[2143.68-2147.68] 包括总部这个礼拜这个约谈了多少人
[2147.68-2149.68] 这个月雇佣了多少人
[2149.68-2151.68] 这个阵亡率可能是99%
[2151.68-2153.68] 但是只要有一个对了
[2153.68-2155.68] 这整个组织营运就会改善
[2155.68-2157.68] 所以这个部分来讲的话
[2157.68-2160.68] 我个人还是蛮乐观的
[2160.68-2162.68] 就是假设我们改变一些方法的话
[2162.68-2165.68] 应该会有一些这个相当的一个突破
[2165.68-2168.68] 那零售业的这个发展来讲的话
[2168.68-2173.68] 你刚刚所提到的这些问题是问题
[2173.68-2174.68] 也不是问题
[2174.68-2176.68] 因为一般来讲的话
[2176.68-2183.68] 如果我们把这个问题是属于一种所谓系统性的问题
[2183.68-2184.68] 系统性问题呢
[2184.68-2186.68] 比方说什么电费调涨啦
[2186.68-2187.68] 人员缺乏啦
[2187.68-2189.68] 这个就不是问题
[2189.68-2191.68] 因为这是大家都碰到的问题
[2191.68-2194.68] 大家碰到的问题基本上就不是问题
[2194.68-2197.68] 那考验的是我们在这个环境里面的应变能力
[2197.68-2198.68] 那所以这个部分来讲的话
[2198.68-2201.68] 我想我们的零售业来讲的话
[2201.68-2202.68] 基本上来讲
[2202.68-2204.68] 它还是有相当的一个空间
[2204.68-2207.68] 在流程上在创新上面来讲
[2207.68-2209.68] 它还是可以不断的突破
[2209.68-2211.68] 那顺便提一点您刚刚讲说那个
[2211.68-2215.68] 这个菲律宾的7-11部分
[2215.68-2217.68] 菲律宾7-11部分来讲的话
[2217.68-2220.68] 因为现在整个产业的情况来讲
[2220.68-2221.68] 它有点变化
[2221.68-2223.68] 就是经过疫情以后
[2223.68-2228.68] 这个我们在菲律宾的时段的一个地位
[2228.68-2230.68] 那所以在这种情况下呢
[2230.68-2235.68] 我们现在假设单纯以便利商店系统来讲的话
[2235.68-2239.68] 我们的市占率超过了快85%
[2239.68-2242.68] 所以我们现在也把范围扩大
[2242.68-2248.68] 把一些小型的超级市场也一起并入来计算
[2248.68-2251.68] 让我们的这个分量不要那么凸显
[2251.68-2255.68] 那这样平均下来以后也还有60几%
[2255.68-2257.68] 所以在这种情况下来讲的话
[2257.68-2258.68] 我们生命运动在菲律宾的现在的发展来讲的话是
[2258.68-2259.68] 在菲律宾的现在的发展来讲的话是
[2259.68-2263.68] 它的政策是快速的要展店
[2263.68-2266.68] 那因为有了数量以后
[2266.68-2269.68] 那很多空间
[2269.68-2272.68] 像台湾的这些很多创新的零售模式
[2272.68-2275.68] 到最后就是到适当的机会
[2275.68-2277.68] 它只是一个隧道取成的
[2277.68-2280.68] 也就是说你可以在这么多的选择里面
[2280.68-2283.68] 随便去穿插几家门市
[2283.68-2285.68] 去改设一些店中店
[2285.68-2287.68] 或者在它门市的旁边去设一些
[2287.68-2289.68] 或者在它门市的旁边去设一些我们其他品牌的商品
[2289.68-2291.68] 或者在它门市的旁边去设一些我们其他品牌的商品
[2291.68-2292.68] 这个对我们来讲相对来讲都非常非常不难的事情
[2292.68-2295.68] 这个对我们来讲相对来讲都非常非常不难的事情
[2295.68-2297.68] 那为了做这些准备来讲的话
[2297.68-2298.68] 那为了做这些准备来讲的话
[2298.68-2299.68] 我们也可以看到我们零售团队的一个很核心的团队
[2299.68-2303.68] 我们也可以看到我们零售团队的一个很核心的团队
[2303.68-2305.68] 就是我们的集合
[2305.68-2307.68] 就是我们的这些存货管理的这些团队
[2307.68-2309.68] 那今年也会开始到那里去正式开始营业
[2309.68-2311.68] 那今年也会开始到那里去正式开始营业
[2311.68-2315.68] 那这个都是替我们未来零售业开始发展的一个布局
[2315.68-2318.68] 因为整个零售的后勤管理
[2318.68-2320.68] 它是需要一个非常好的这个系统
[2320.68-2322.68] 那我们过去都是用台湾来支援
[2322.68-2327.68] 那今年我们已经有正式的要到菲律宾去开始设立这个机构
[2327.68-2332.68] 那这个目的就是希望替我们将来在菲律宾的零售的多元化
[2332.68-2334.68] 开始做一个必要的一个准备
[2334.68-2337.68] 那另外你提到一个资讯部分来讲的话
[2337.68-2341.68] 现在也可以讲说实务性来讲
[2341.68-2343.68] 流行性来讲
[2343.68-2347.68] 现在不谈一些AI好像有点跟不上时代
[2347.68-2352.68] 但是AI到底能够在商用上面扮演多大的这个角色
[2352.68-2356.68] 我们也在不断的在摸索之中
[2356.68-2360.68] 但是我们有一点比较占便宜的地方
[2360.68-2362.68] 就是我们自己本身集团
[2362.68-2365.68] 它有很丰富的业态
[2365.68-2369.68] 所以我们统一资讯在这方面来讲的话
[2369.68-2371.68] 它可以从我们自己内部的
[2371.68-2373.68] 业态开始先来做实验
[2373.68-2375.68] 来看看这个部分
[2375.68-2378.68] 因为今天假设我们要去找别人去做这事情的话
[2378.68-2381.68] 有很多很敏感的事情不太方便
[2381.68-2383.68] 但是在我们集团里面来讲的话
[2383.68-2386.68] 我们自己本身业态都已经足够
[2386.68-2389.68] 所以可以让我们统一资讯在一个很好的
[2389.68-2393.68] 很有力的条件下去充分的去发挥这方面的这个运用
[2393.68-2395.68] 那一旦可以建立模式的时候
[2395.68-2399.68] 那我们就可以开始去外面做商业运转的这些推广
[2399.68-2401.68] 以上简单说明谢谢
[2401.68-2404.68] 好的我们现在请线上来宾提问
[2404.68-2406.68] 线上来宾如果您想提问
[2406.68-2408.68] 请按米1star1
[2408.68-2411.68] 取消提问请按米2star2
[2411.68-2415.68] 请线上主持人接入第一位提问者提问
[2415.68-2417.68] 是的谢谢
[2417.68-2419.68] 第一位提问的是CICC方
[2419.68-2422.68] 市长以及各位管理层下午好啊
[2422.68-2424.68] 那首先感谢你们精彩的分享啊
[2424.68-2427.68] 那我这边有两条问题啊
[2427.68-2429.68] 第一条是想问一下
[2429.68-2433.68] 在2024年我们在大陆的这个主要竞争对手
[2433.68-2436.68] 对面和饮料都提价了
[2436.68-2441.68] 那想问一下是不是意味着行业的格局是在改善
[2441.68-2446.68] 因为面可能也是整个格局还是可能双寡头
[2446.68-2449.68] 或者说一操多强这样的一个格局
[2449.68-2455.68] 那我们看到其他行业可能双寡头到了一定的阶段
[2455.68-2457.68] 可能竞争都会趋缓一些啊
[2457.68-2460.68] 比如说像可口可乐和百事可乐
[2460.68-2466.68] 那我不知道管理层觉得我们到了什么样的一个阶段竞争会有所趋缓
[2466.68-2468.68] 这是第一条问题
[2468.68-2470.68] 那第二条问题是想问一下
[2470.68-2473.68] 那从产品这个角度我们去看的话
[2473.68-2479.68] 我们市场策略和推新品方面过去都相对比较稳健
[2479.68-2482.68] 那过去也证明是非常成功的
[2482.68-2485.68] 比如说我们推的这个铁黄的方面面
[2485.68-2486.68] 那当然另外一方面啊
[2486.68-2491.68] 我们在部分快速成长的新兴赛道
[2491.68-2494.68] 比如说像无糖茶和电解质饮料
[2494.68-2496.68] 那我们也是有非常不错的这个产品啊
[2496.68-2498.68] 但在推广速度上面啊
[2498.68-2502.68] 我们考虑到市场竞争的这个因素在
[2502.68-2506.68] 可能在有意控制这个推广速度
[2506.68-2509.68] 那但可能其他有些友商啊
[2509.68-2511.68] 推广过程中比较激进
[2511.68-2514.68] 那我想问的就是我们在新品推广中
[2514.68-2515.68] 嗯
[2515.68-2519.68] 在快速成长为一个爆品和稳健成长
[2519.68-2521.68] 该如何取得一个比较好的平衡呢
[2521.68-2522.68] 就是不知道
[2522.68-2525.68] 我们可以做得到该快的时候快
[2525.68-2526.68] 该慢的时候慢
[2526.68-2527.68] 以上两条问题啊
[2527.68-2529.68] 非常感谢
[2531.68-2533.68] 您的问题非常有趣
[2533.68-2536.68] 我先来谈谈业界的所谓竞争
[2536.68-2540.68] 我们一直很鼓励我们自己不要有竞争
[2541.68-2544.68] 因为我们过去在中国30年
[2544.68-2547.68] 我们就是因为天天想要竞争
[2547.68-2549.68] 所以搞得自己也很狼狈
[2549.68-2552.68] 这两年就是想通了不要竞争
[2552.68-2554.68] 不要竞争是什么意思呢
[2554.68-2556.68] 就是我们在这个市场来讲
[2556.68-2559.68] 真的是非常非常的渺小
[2559.68-2561.68] 所以换句话说呢
[2561.68-2564.68] 假设我们不主动的去撞人家
[2564.68-2566.68] 人家要来撞我们
[2566.68-2568.68] 评量一讲也不是那么容易
[2568.68-2572.68] 所以我们常常在内部里面会听到开会讲说
[2572.68-2574.68] 哎呀我们为什么要做这件事情啊
[2574.68-2576.68] 因为人家怎么样怎么样讲
[2576.68-2580.68] 很巧合的是我们的情报也显示在同一个时间
[2580.68-2582.68] 我们的同业内部会议也刚好说
[2582.68-2584.68] 哎是因为统一这样这样这样
[2584.68-2586.68] 所以我们才这样
[2586.68-2587.68] 所以到底谁在竞争谁
[2587.68-2589.68] 这是一个非常有趣的问题
[2589.68-2591.68] 所以我要强调的是
[2591.68-2595.68] 我们这两年一直在避免这种所谓的竞争
[2595.68-2600.68] 因为这个市场大到实在不需要去跟人家竞争
[2600.68-2602.68] 那我们自己有自己的节奏
[2602.68-2604.68] 自己有自己的步调
[2604.68-2607.68] 我们涨价是因为我们准备好了
[2607.68-2608.68] 我们可以涨价
[2608.68-2610.68] 我们不涨价
[2610.68-2612.68] 也因为我们有别的特殊的考量
[2612.68-2614.68] 所以我们不涨价
[2614.68-2617.68] A产品涨价不代表我们B产品要涨价
[2617.68-2619.68] 所以我们的同业做什么事情
[2619.68-2621.68] 我们也不代表我们要跟进
[2621.68-2623.68] 那我们做什么事情
[2623.68-2624.68] 我们同业做什么事情
[2624.68-2626.68] 那是刚好纯属巧合
[2626.68-2628.68] 这也不是我们关心的
[2628.68-2630.68] 所以这个东西谈起来有点哲学
[2630.68-2632.68] 那我不晓得你听得懂或听不懂
[2632.68-2633.68] 那我们现在也听不懂了
[2634.68-2636.68] 那我们的确是在这样的运作
[2636.68-2638.68] 所以还是回到一句话
[2638.68-2643.68] 就是说这样的运作结果让我们的营运变得相对稳定
[2643.68-2645.68] 我个人比较死脑筋
[2645.68-2647.68] 我从来不相信有什么
[2647.68-2649.68] 做在现象上不会有爆品
[2649.68-2652.68] 就像烟火一样它一定很蕴烂
[2652.68-2655.68] 但是时间都不会长久
[2655.68-2658.68] 所以我们还是比较觉得
[2658.68-2664.68] 一个产品要能够有它的成功
[2664.68-2666.68] 它还有时间
[2666.68-2670.68] 还有相当的努力需要不断的耕耘
[2670.68-2673.68] 那这个业务才会长久
[2673.68-2674.68] 就像我刚刚讲的
[2674.68-2678.68] 我们在那个市场来讲还非常非常的渺小
[2678.68-2679.68] 所以这种情况来讲的话
[2679.68-2681.68] 我们所谓的新产品
[2681.68-2684.68] 我们很多30年的老产品
[2684.68-2685.68] 对这个市场来讲
[2685.68-2688.68] 其实在绝大部分地方来讲都还是新产品
[2688.68-2691.68] 因为这些人从来没见过
[2691.68-2692.68] 也不需要再见了
[2692.68-2694.68] 因为有很多产品在现场
[2694.68-2696.68] 也不需要再见了
[2696.68-2698.68] 所以我们现在的这个市场
[2698.68-2699.68] 我们是在选择
[2699.68-2701.68] 那对于新的消费者来讲
[2701.68-2702.68] 我们也是不断努力
[2702.68-2703.68] 所以这些年来
[2703.68-2707.68] 我们一直在做自己本身产品力的不断的改善
[2707.68-2710.68] 让消费者在选择上面
[2710.68-2713.68] 有一个更好的一个比较基础跟选择
[2713.68-2714.68] 所以基本上
[2714.68-2717.68] 我们在整个市场的营运来讲的话
[2717.68-2720.68] 就是我们走我们自己的路
[2720.68-2722.68] 过去大家可能会很好奇说
[2722.68-2723.68] 这行得通吗
[2723.68-2728.68] 我们是在互相的在拉拔竞赛
[2728.68-2730.68] 怎么可能会没有竞争
[2730.68-2732.68] 但是事实上证明这两年下来
[2732.68-2734.68] 我们是可以做到这一点的
[2734.68-2736.68] 因为我们发现
[2736.68-2740.68] 市场上喜欢找人打架的厂商还蛮多的
[2740.68-2743.68] 所以你如果不去主动的要去挑衅人家
[2743.68-2745.68] 人家凭良心讲
[2745.68-2749.68] 说要在人家的雷达上面找到我们
[2749.68-2752.68] 凭良心讲不是那么容易了
[2752.68-2755.68] 所以这个部分还是我们反求租集
[2755.68-2757.68] 我们把自己的事情做好
[2757.68-2759.68] 这个市场很大
[2759.68-2761.68] 潜力也很多
[2761.68-2763.68] 人口数也很多
[2763.68-2764.68] 嘴巴也很多
[2764.68-2767.68] 所以选定了路线
[2767.68-2768.68] 选定了方向
[2768.68-2769.68] 选定了市场
[2769.68-2771.68] 还是有很多的空间跟机会
[2771.68-2774.68] 可以做好自己应该要做的事情
[2774.68-2776.68] 以上简单的回复
[2776.68-2777.68] 谢谢
[2777.68-2778.68] 好的
[2778.68-2780.68] 请线上主持人接入下一位提问者
[2782.68-2784.68] 下一位提问的是UBS
[2784.68-2785.68] Veronica Song
[2785.68-2786.68] 请提问
[2786.68-2788.68] 你好
[2788.68-2790.68] 感谢管理层的分享
[2790.68-2792.68] 我是UBS的委员Veronica Song
[2792.68-2795.68] 我的问题是关于统一中共的
[2795.68-2797.68] 我想请问一下管理层
[2797.68-2798.68] 就是在利润率的方面
[2798.68-2800.68] 2025年我们怎么去看待
[2800.68-2802.68] 就是食品饮料两个板块
[2802.68-2805.68] 各自有哪些利润率改善的机会和挑战
[2805.68-2807.68] 然后有没有一些具体的措施
[2807.68-2809.68] 可以跟大家分享
[2809.68-2811.68] 如果从中长期的角度去看的话
[2811.68-2813.68] 管理层会怎么期待
[2813.68-2815.68] 我们未来利润率改善的空间
[2815.68-2816.68] 以上谢谢
[2816.68-2819.68] 这个问题非常有趣
[2819.68-2824.68] 现在市场上有一句很流行的词
[2824.68-2826.68] 叫做废动作
[2826.68-2828.68] 废就是报废的动作
[2828.68-2830.68] 这直接的解释就是
[2830.68-2833.68] 你1月1号开始做的事情
[2833.68-2834.68] 到12月31号
[2834.68-2838.68] 你会发现你很多事情都是做白工
[2838.68-2840.68] 那为什么会这样子呢
[2840.68-2844.68] 那一方面就是外面有很多的挑衅
[2844.68-2846.68] 刺激引诱
[2846.68-2849.68] 劝导引导等等等
[2849.68-2852.68] 所以你就下意识要去做这些事情
[2852.68-2854.68] 所以您刚刚所提到问题说
[2854.68-2857.68] 怎么在我们的营运性命来讲的话
[2857.68-2858.68] 其实我可以讲
[2858.68-2860.68] 不只是我们公司
[2860.68-2861.68] 包含所有业界
[2861.68-2864.68] 很多部分它的费用
[2864.68-2867.68] 都是在做废动作
[2867.68-2869.68] 就是越忙越穷这种概念
[2869.68-2870.68] 很忙
[2870.68-2871.68] 可是你会发现
[2871.68-2873.68] 不知道在忙到哪里去
[2873.68-2875.68] 但你不忙好像又有罪恶感
[2875.68-2878.68] 觉得好像交代不过去
[2878.68-2881.68] 这是很大的一个修养的问题
[2881.68-2883.68] 这是我们要训练的
[2883.68-2885.68] 所以对我们的营运来讲的话
[2885.68-2887.68] 我们就是尽量的用机制
[2887.68-2888.68] 用政策
[2888.68-2893.68] 让我们人员能够做事情越简单越好
[2893.68-2896.68] 因为简单就不容易出错
[2896.68-2897.68] 不出错
[2897.68-2899.68] 你就可以让事情
[2899.68-2901.68] 变得更合理化
[2901.68-2903.68] 更合理化
[2903.68-2905.68] 当你的营运规模
[2905.68-2907.68] 很健康稳定的成长的时候
[2907.68-2909.68] 它的利润自然会跑出来
[2909.68-2912.68] 所以其实大家都很关心说
[2912.68-2913.68] 我们在这个行业里面
[2913.68-2916.68] 原物料的涨价问题
[2916.68-2917.68] 大概我所碰到
[2917.68-2919.68] 每一个人都是在关心原物料
[2919.68-2923.68] 几乎很少人会跟我谈到说
[2923.68-2925.68] 营运的费用纪律的问题
[2925.68-2927.68] 其实我们真正最大的费用
[2927.68-2929.68] 是在于营运的
[2929.68-2932.68] 因为原物料你再怎么涨
[2932.68-2934.68] 都是可以预期的
[2934.68-2935.68] 都是可以预防的
[2935.68-2937.68] 都是可以管理的
[2937.68-2939.68] 但是人的行为
