[0.00-14.10] 各位投資先進午安
[1372.46-1374.46] 他就沒有被打死這樣子
[1374.46-1376.46] 然後剛剛我們在裡面聊天的時候
[1376.46-1378.46] 我們那個兆豐的這個伊錦台跟我們講說
[1378.46-1381.46] 哎喲那時候的慶祭怕不得活死
[1381.46-1383.46] 好
[1383.46-1385.46] 這個就是我們在
[1385.46-1388.46] 我們在長期推動這個ESG的決心
[1388.46-1390.46] 那我們希望在這個過程當中
[1390.46-1392.46] 藉著很多的公司勢力
[1392.46-1394.46] 或者是我們參與很多的活動
[1394.46-1397.46] 能夠讓我們很快的去轉型
[1397.46-1399.46] 來往下
[1399.46-1400.46] 好
[1400.46-1401.46] 不是最大
[1401.46-1403.46] 可是期許自己是最溫暖的MSO
[1403.46-1405.46] 在這裡祝福大家謝謝
[1405.46-1409.46] 非常的謝謝董事長這麼精闢的說明
[1409.46-1413.46] 那我覺得公司一定是我們台灣之光
[1413.46-1414.46] 然後也讓我們更了解公司的目標
[1415.46-1417.46] 我們也希望我們能夠讓公司
[1417.46-1419.46] 營運的狀況還有一些未來規劃
[1419.46-1421.46] 接下來是QA的時間
[1421.46-1423.46] 是不是有投資先進
[1423.46-1425.46] 如果有
[1425.46-1427.46] 有一些問題可以舉手發問
[1427.46-1432.46] 或者是直接遞一些發言條交給我們
[1432.46-1433.46] 也是可以的
[1433.46-1436.46] 那我們想請投資先進是不是
[1436.46-1439.46] 有一些問題可以舉手發問
[1439.46-1442.46] 難得公司特地從台北上來
[1442.46-1443.46] 也是很久沒有來召開實體的法手
[1443.46-1446.46] 會了
[1446.46-1451.46] 那不知道有沒有投資先進可以訊問的地方
[1451.46-1453.46] 那投資先進可能
[1453.46-1456.46] 好太好了有一個帥哥要來問問
[1456.46-1458.46] 董事長請問一下
[1458.46-1460.46] 你剛提到那個海外發展
[1460.46-1464.46] 因為我們公司比較久沒有跟法人見面了
[1464.46-1466.46] 那不知道說海外發展這一塊大概會
[1466.46-1467.46] 你提到很多案子
[1467.46-1471.46] 不管是智慧城市還是軌道一些設備
[1471.46-1473.46] 我不知道說因為這個發酵
[1473.46-1474.46] 可能沒這麼快
[1474.46-1478.46] 不知道未來你這個營收規劃大概會長到什麼樣的樣子
[1478.46-1479.46] 這是第一個
[1479.46-1480.46] 對那說我們做這一塊
[1480.46-1484.46] 當然原本那個電視那個收入是在掉的嘛
[1484.46-1487.46] 那這部分到底以後會長到什麼樣子
[1487.46-1489.46] 這個問題就是說請問看Nine TV
[1489.46-1490.46] 我不知道對Nine TV
[1490.46-1492.46] 因為我都沒有看這個Nine TV
[1492.46-1494.46] 我不知道說這個一年的營收規模
[1494.46-1496.46] 還有我們未來它給我們的定位
[1496.46-1499.46] 還是說以後股份我們會不會再增加之類的
[1499.46-1501.46] 不知道對Nine TV可以再做一點說明
[1501.46-1502.46] 謝謝
[1502.46-1503.46] 好 謝謝
[1503.46-1506.46] 那個海外確實我們佈局很多
[1506.46-1508.46] 那各位看到這些案子呢
[1508.46-1511.46] 短期內要賺很多很多的獲利
[1511.46-1513.46] 我不敢這樣講
[1513.46-1515.46] 不過它未來的獲利是可期的
[1515.46-1519.46] 尤其這個很多是政府在推動很多政策
[1519.46-1520.46] 全世界裡面
[1520.46-1522.46] 你看到政府在設的政策
[1522.46-1524.46] 大概都經過那個智庫的研究
[1524.46-1525.46] 那些政策呢
[1525.46-1529.46] 大概都是全世界裡面非常重要發展的產業
[1529.46-1531.46] 我們的智庫怎麼研究贏不了它
[1531.46-1532.46] 所以呢
[1532.46-1534.46] 政府有很多在呼籲的政策
[1534.46-1535.46] 我們是非常非常重視的
[1535.46-1536.46] 那這個海外呢
[1536.46-1539.46] 是由這個大公司跟我們小公司
[1539.46-1541.46] 比較中小企業一起去海外發展
[1541.46-1543.46] 那我覺得這個對我們來說就
[1543.46-1545.46] 站在一個巨人的肩膀
[1545.46-1546.46] 我們可以看得更高更遠
[1546.46-1548.46] 那我們採取這個保守的策略
[1548.46-1551.46] 去國內內外要兼修
[1551.46-1552.46] 國內我們先做好
[1552.46-1554.46] 國內我們做的馬籌厚對不對
[1554.46-1556.46] 做的這樣一個智慧園區
[1556.46-1557.46] 那我們在國外的時候呢
[1557.46-1561.46] 我們就可以把同樣的模式在那裡複製
[1561.46-1565.46] 整個的這個每個到海外去的發展模式不太一樣
[1565.46-1567.46] 比如說剛剛各位看到巴拉圭
[1567.46-1569.46] 巴拉圭可能它的發展模式又不一樣
[1569.46-1571.46] 因為它的電很小的嘛
[1571.46-1573.46] 它的電一度是綠電
[1573.46-1574.46] 一度六天
[1574.46-1576.46] 那可能它發展的那些企業
[1576.46-1579.46] 跟你在曼谷發展的企業就很多的不一樣
[1579.46-1581.46] 那我們會幫每個國家裡面
[1581.46-1584.46] 台數科可以參與整個project裡面的一個
[1584.46-1585.46] 不管任何一個角色
[1585.46-1587.46] 我們都非常樂意去練兵
[1587.46-1590.46] 那我們做不是去那邊實驗
[1590.46-1592.46] 我們是台灣做好才去海外做
[1592.46-1593.46] 那這一塊的營收呢
[1593.46-1596.46] 確實不會像目前各位看到的說
[1596.46-1598.46] 有長足的發展
[1598.46-1600.46] 不過它確實也是在我們公司的發展裡面呢
[1600.46-1602.46] 一個非常重要的策略
[1602.46-1604.46] 現在差不多多少不多啦
[1604.46-1605.46] 一年大概幾千萬吧
[1605.46-1606.46] 佔的額度很小
[1606.46-1608.46] 可是它很重要
[1608.46-1609.46] 因為台灣的所有的品牌
[1609.46-1611.46] 現在一直在往海外
[1611.46-1612.46] 聽過熊本嗎
[1612.46-1614.46] 一定聽過對不對
[1614.46-1617.46] 所以熊本那就是我們一個非常重要的一個目標
[1617.46-1619.46] 我們也希望能夠往
[1619.46-1621.46] 這個美國日本等等這些
[1621.46-1622.46] 只要企業走出去
[1622.46-1624.46] 我說大家請了
[1624.46-1626.46] 你如果不請了還留在這裡怎麼辦啊
[1626.46-1629.46] 現在連張忠謀都說全球化已死
[1629.46-1630.46] 你還留在這裡
[1630.46-1631.46] 沒死啊
[1631.46-1632.46] 不然也半死了
[1632.46-1633.46] 所以這個全球化沒了
[1633.46-1634.46] 你要不要走出去
[1634.46-1636.46] 還是你堅持留在這裡
[1636.46-1638.46] 當然大家策略不一樣
[1638.46-1639.46] 不過我們認為走出去
[1639.46-1641.46] 絕對是一個非常非常重要的策略
[1641.46-1642.46] 尤其這一波
[1642.46-1644.46] 這個川普的這個關稅之後
[1644.46-1647.46] 那我們發現了海外是台灣一個非常好的市場
[1647.46-1648.46] 尤其現在台
[1649.46-1650.46] 台灣白不錯啦
[1650.46-1653.46] 我們現在出去大家覺得我們東西也是品質不錯
[1653.46-1655.46] 然後又蠻物美價廉的
[1655.46-1656.46] 蠻有競爭力
[1656.46-1658.46] 所以我們在這個曼谷蓋這個智慧園區
[1658.46-1660.46] 我們也覺得對台數科來說呢
[1660.46-1662.46] 是一個非常重要的這個點
[1662.46-1665.46] 那當然我們還有其他國家的這個佈局
[1665.46-1668.46] 我們也願意樂於去服務跟嘗試
[1668.46-1669.46] 好這是第一點
[1669.46-1670.46] 那第二點呢
[1670.46-1672.46] 有關這個電視在掉
[1672.46-1673.46] 大家也看到了
[1673.46-1676.46] 剛剛我們有標出這一個全
[1676.46-1677.46] 按一下那一頁可以
[1677.46-1679.46] 我們標出台數科的衰退率
[1679.46-1681.46] 大概一年大概不到2%
[1681.46-1683.46] 平均我們是0.9
[1683.46-1684.46] 它有在衰退沒有錯
[1684.46-1685.46] 因為電視呢
[1685.46-1687.46] 在台灣的衰退比較慢一點
[1687.46-1690.46] 可能跟台灣的這個老人化
[1690.46-1694.46] 或者台灣的這個收視習慣有點關係
[1694.46-1696.46] 有個0.9
[1696.46-1699.46] 那個全國衰退是這樣子
[1699.46-1701.46] 不過也是百MSO不太一樣的
[1701.46-1704.46] 那我們比較屬於這個台中跟台南
[1704.46-1705.46] 所以有兩個都對不對
[1705.46-1707.46] 這都裡面也有比較偏鄉
[1707.46-1708.46] 所以我們大部分是在這個
[1708.46-1709.46] 嗯
[1709.46-1710.46] 南島啊
[1710.46-1711.46] 芬林 嘉義 台南
[1711.46-1712.46] 像這樣子的地方呢
[1712.46-1715.46] 我們的衰退率可能是少一點點的
[1715.46-1717.46] 那我們的寬頻成長率呢
[1717.46-1719.46] 目前的互補
[1719.46-1721.46] 就是一個退一個上來
[1721.46-1723.46] 大概補起來還差
[1723.46-1725.46] 還差差不多三分之一的這個
[1725.46-1727.46] 三分之一的營收
[1727.46-1728.46] 還差差不多三分之一
[1728.46-1731.46] 因為鄉村地區相對它對這個寬頻的
[1731.46-1733.46] RPU貢獻度會比較低一點
[1733.46-1737.46] 那這也是我們很好的將來發展的potential
[1737.46-1738.46] 因為我們現在
[1738.46-1740.46] 還有一段這個
[1740.46-1741.46] 滲透率到了
[1741.46-1742.46] 滲透率到了七成
[1742.46-1744.46] 到了八成之後呢
[1744.46-1746.46] 再來就是我們提供更多的應用
[1746.46-1747.46] 在這通路上面
[1747.46-1751.46] 讓它可以成長它的每戶貢獻度
[1751.46-1752.46] 一個非常重要的點
[1752.46-1754.46] 所以我們對這一塊寬頻的成長
[1754.46-1756.46] 還蠻有信心的
[1756.46-1758.46] 那電視調我們就用寬頻來補
[1758.46-1759.46] 那其他呢
[1759.46-1760.46] 不足的地方
[1760.46-1762.46] 我們用很多其他轉型
[1762.46-1764.46] 做智慧園區
[1764.46-1765.46] 智慧交通
[1765.46-1766.46] 這是我們鎖定的幾個FIR
[1766.46-1767.46] 就是我們的光纖網路
[1767.46-1769.46] 光纖網路可以做到這幾個點
[1769.46-1771.46] 對我們來說是我們的核心競爭力
[1771.46-1773.46] 我們可以去跟其他電信競爭的地方
[1773.46-1776.46] 就是我們可以做到交通
[1776.46-1778.46] 我們剛提到的我們的智慧城鄉
[1778.46-1781.46] 然後智慧家庭絕對是我們的強項
[1781.46-1783.46] 那這個就是我們將來在佈局裡面
[1783.46-1787.46] 可以贏過其他的平台的地方
[1787.46-1790.46] 那Line TV為什麼我們跟它合作很重要
[1790.46-1791.46] 它是趨勢
[1791.46-1793.46] 那它有一天會成熟
[1793.46-1796.46] 那現在正在轉換當中
[1796.46-1798.46] 現在看OTT的戶數
[1798.46-1800.46] 一年的成長率大概有
[1800.46-1801.46] 有11%
[1801.46-1802.46] 是不是
[1802.46-1804.46] 對不起那個數字我要再查
[1804.46-1805.46] 就OTT的成長率
[1805.46-1807.46] 七幾%在成長
[1807.46-1808.46] 在成長
[1808.46-1809.46] 然後電視呢
[1809.46-1811.46] 是有這種小幅在衰退
[1811.46-1813.46] 可是在這個轉型的過程當中
[1813.46-1814.46] 一定很辛苦
[1814.46-1815.46] 我們台數科呢
[1815.46-1817.46] 還是一步一腳印
[1817.46-1819.46] 堅持專注在我們的本業
[1819.46-1821.46] 建立我們的核心競爭力
[1821.46-1824.46] 所以我們會堅持在這個OTT上面著力
[1824.46-1826.46] 那Line TV大概是
[1826.46-1828.46] 台灣本土本土的
[1828.46-1829.46] Netflix就不要講
[1829.46-1830.46] Disc也不要講
[1830.46-1831.46] 那個都全世界
[1831.46-1832.46] 那非常非常大
[1832.46-1834.46] 那個我們真的打不過
[1834.46-1837.46] 不過Line TV它是專注在台灣
[1837.46-1838.46] 一個本土的公司
[1838.46-1840.46] 雖然它覺得它是什麼本來
[1840.46-1841.46] 可是呢
[1841.46-1843.46] 它所有的戶數在台灣是最多的
[1843.46-1846.46] 那這樣的一個很重要的影音娛樂平台
[1846.46-1849.46] 我們跟它有非常非常多的串聯跟合作
[1849.46-1850.46] 可是它是需要時間的
[1850.46-1852.46] 因為我們的同仁
[1852.46-1854.46] 要一下子轉到數位化的地方去
[1854.46-1856.46] 是需要換掉這個
[1856.46-1858.46] 很多腦袋跟做事的習慣
[1858.46-1859.46] 所以Line TV呢
[1859.46-1861.46] 各位如果沒有看的話
[1861.46-1863.46] 我今天也可以行銷一下
[1863.46-1866.46] 因為它收的費用並不高
[1866.46-1867.46] 可是它可以幫抖
[1867.46-1869.46] 幫抖在我們的寬頻裡面
[1869.46-1870.46] 綁在寬頻裡面
[1870.46-1872.46] 一起跟客戶行銷
[1872.46-1873.46] 你如果用寬頻
[1873.46-1875.46] 我們就可以贈送你看一下Line TV
[1875.46-1876.46] 各位看一下Line TV
[1876.46-1878.46] 就可以用我們的寬頻這樣子
[1878.46-1879.46] 所以呢
[1879.46-1881.46] 我們自己的
[1881.46-1883.46] 自己的戶數自己救
[1883.46-1884.46] 你不可以說
[1884.46-1886.46] 那今天Netflix就不是我的了
[1886.46-1888.46] 那如果調到這個Line TV
[1888.46-1889.46] 你在手機上
[1889.46-1890.46] 這個都可以下載可以看
[1890.46-1891.46] 目前大概500萬戶
[1891.46-1893.46] 是台灣下載最多的
[1893.46-1894.46] 那當然有一些是免費看
[1894.46-1896.46] 有一些是收視看
[1896.46-1898.46] 有一些是廣告來
[1898.46-1899.46] 那這些呢
[1899.46-1900.46] 營運的模式呢
[1900.46-1901.46] 還是需要時間
[1901.46-1902.46] 不過各位可以看到
[1902.46-1904.46] 它快速在成長當中
[1904.46-1905.46] 一年是幾%
[1905.46-1907.46] 然後我們調個一兩%
[1907.46-1908.46] 那我們的戶數呢
[1908.46-1909.46] 左邊調
[1909.46-1910.46] 我希望在右邊
[1910.46-1912.46] 一顆心都等來這樣的感覺
[1912.46-1914.46] 就是說不能讓它整個跑出去
[1914.46-1916.46] 總是把一些戶數撈回來
[1916.46-1918.46] 所以我們這個
[1918.46-1920.46] 這個滲透率還是非常非常重要的
[1920.46-1921.46] 因為我們握住這個通路
[1921.46-1923.46] 我們就有很多東西可以在上面行銷
[1923.46-1924.46] 包括我們的兆豐證啊
[1924.46-1925.46] 都可以來買保險
[1925.46-1926.46] 欸不
[1926.46-1927.46] 你們的金控啦
[1927.46-1928.46] 都可以來啊
[1928.46-1930.46] 我想這個通路就對我們來說很重要
[1930.46-1932.46] 所以這是我們的競爭策略裡面
[1932.46-1934.46] 台樹科一個小而美的公司
[1934.46-1936.46] 發展最重要的策略
