[0.00-2.12] 各位投资先进大家午安
[2092.92-2096.92] 好像去年第三季的话整个汇率的冲击就很大
[2096.92-2100.92] 所以去年第三季这几个主要板块的毛利率
[2100.92-2103.92] 都是有受到一些汇率的影响
[2105.92-2109.92] 那原物料影响会在今年有一些影响吧
[2110.92-2115.92] 原物料反而是没有一些
[2115.92-2122.92] 因为其他领域的原物料的需求都没有很大
[2122.92-2127.92] 比如说钢架也都处在一个比较低的位置
[2127.92-2132.92] 那一些化工相关的这些需求都比较低的位置的话
[2132.92-2137.92] 所以对于我们的一些钢材跟塑胶原料的话
[2137.92-2139.92] 价格相对的比较稳定的
[2139.92-2142.92] 所以在今年这一个部分的话
[2142.92-2147.92] 应该是不太会有什么涨价或者是缺料的一些风险
[2147.92-2151.92] 好的 我最后一个问题是刚刚我们好像不止一词强调
[2151.92-2152.92] 我们在
[2152.92-2157.92] 这个Switch或Wi-Fi 7这里的一些进展
[2157.92-2158.92] 可能会带来的
[2158.92-2159.92] 看起来比较乐观
[2159.92-2161.92] 我可以稍微理解一下去年
[2161.92-2164.92] 在我们Server跟Networking的营收比重里面
[2164.92-2167.92] 我看Switch的比重大概是多少
[2167.92-2170.92] 那好像去年应该是一个衰退的状态
[2170.92-2176.92] 那我不知道说今年这一块是有一个比较明显的成长吗
[2178.92-2181.92] 这一块今年一定会比去年好
[2181.92-2185.92] 那会有明确的成长
[2185.92-2189.92] 但幅度的话这部分我可能比较不方便透露
[2189.92-2193.92] 但内部给我团队给我的成长力道
[2193.92-2195.92] 我是觉得蛮乐观的
[2195.92-2198.92] OK
[2198.92-2201.92] 如果在去年的比重里面
[2201.92-2205.92] 它大概讲的幅度是多少
[2205.92-2207.92] 您稍等一下
[2207.92-2210.92] 我把去年年度的资料
[2210.92-2212.92] 把这些资料交出来
[2215.92-2219.92] Switch跟Louter的部分的话
[2219.92-2222.92] 大概去年度
[2222.92-2227.92] 去年度是占了整体营收的7.6%
[2227.92-2231.92] 那它去年一整年YOY的话
[2231.92-2234.92] 大概是衰退了3%
[2234.92-2239.92] 因为大概就是说其实Wi-Fi 6的需求
[2239.92-2240.92] 也不是那么强
[2240.92-2242.92] 其实Wi-Fi到Wi-Fi 6的话
[2242.92-2248.92] 整个换机的那个并不是很热
[2248.92-2255.92] 所以大概今年大概我们对Wi-Fi 7的一个渗透率
[2255.92-2258.92] 以及800G Switch的渗透率的话
[2258.92-2263.92] 是认为是比较可以期待的
[2263.92-2266.92] 所以这个也是刚刚Simon一直在谈到的
[2266.92-2268.92] 下半年这一块的部分的话是
[2268.92-2273.92] 大概就会转成比较强的需求
[2273.92-2276.92] 好谢谢我的问题先在这里
[2276.92-2283.92] 早上晚上了
[2283.92-2286.92] 现在你可以解除你的麦克风
[2286.92-2288.92] 好谢谢
[2288.92-2289.92] 我想问一下
[2289.92-2293.92] 因为刚刚没有特别提到这个工业的部分
[2293.92-2297.92] 目前因为这个机器人人行机器人
[2297.92-2299.92] 这个里面好像有上来
[2299.92-2302.92] 我记得公司其实也有一些就是ROBA
[2302.92-2305.92] 这个还有一些IPC的exposure
[2305.92-2308.92] 那目前公司有看到这部分的需求吗
[2308.92-2310.92] 这有没有刺激到整个工业
[2310.92-2314.92] 这个整个segment的recover在2025
[2314.92-2318.92] 好这个部分我回答你一下
[2318.92-2322.92] 也非常刚好我们的团队目前正在对岸
[2322.92-2325.92] 在拜访这一类的客户
[2325.92-2326.92] 的确这一块的事实上呢
[2327.92-2329.92] 市场来的很快
[2329.92-2332.92] 但这一块的市场来的很快
[2332.92-2334.92] 但还没收敛
[2334.92-2336.92] 我只能说市场刚起来
[2336.92-2339.92] 还没收敛的情况下
[2339.92-2346.92] 目前的订单或者是需求都是比较散的部分
[2346.92-2349.92] 所以就是要成为一个气候
[2349.92-2351.92] 或者是整合规格这部分
[2351.92-2355.92] 可能我相信在这一两年就会去收敛下来
[2355.92-2357.92] 但市场的确是不明起来了
[2357.92-2363.92] 所以公司目前看到这方面需求主要是来自于中国对吗
[2363.92-2366.92] 对中国为主
[2366.92-2367.92] 好谢谢
[2367.92-2368.92] 然后我想再问一下
[2368.92-2370.92] 刚刚听起来有水冷的新厂
[2370.92-2372.92] 那这部分扩在中国
[2372.92-2377.92] 那可以知道目前产品一样是pump
[2377.92-2379.92] 大概是怎么样的产品吗
[2379.92-2381.92] 水冷的部分
[2381.92-2387.92] 目前我们水冷的规划是从水冷板一直到CDU的部分
[2387.92-2393.92] 因为我们也找了很多业界的好手一起进来加入的部分
[2393.92-2398.92] 那所以这个惠州厂除了水冷板在CDU
[2398.92-2401.92] 那当然CDU里面的主轴的胖盒
[2401.92-2405.92] 这部分我们都会来进行开发
[2405.92-2409.92] 那这部分我们的研发团队会设立在五股
[2409.92-2412.92] 那五股这边我们也有个新厂
[2412.92-2415.92] 那这部分应该是在7月底8月的部分
[2415.92-2417.92] 这个实验会开始了
[2417.92-2419.92] 实验室新厂的部分会在五股
[2419.92-2423.92] 那我们去量产的点就是在惠州
[2425.92-2430.92] 所以可以理解这个部分主要是否中国市场吗
[2430.92-2431.92] 中国客人
[2431.92-2433.92] 还是不能这样想
[2433.92-2435.92] 一开始应该是说
[2435.92-2441.92] 一开始我们先着重在于大陆厂区这部分来建置
[2441.92-2444.92] 那当然未来客户的需求
[2444.92-2446.92] 假如是以美国的需求
[2446.92-2449.92] 或者是中国以外的需求
[2449.92-2455.92] 我们这边也有在海外正在搜寻一些厂区当中
[2455.92-2457.92] 那只是说目前的人才贝斯
[2457.92-2462.92] 我们还是以中国附近这边先来建置
[2462.92-2466.92] 为什么不能在菲律宾生产
[2466.92-2470.92] 供应链
[2470.92-2471.92] 了解了解
[2471.92-2473.92] 好谢谢
[2473.92-2476.92] 所以如果是未来如果封美国客人的话
[2476.92-2478.92] 可能就是会在海外
[2478.92-2481.92] 也就是中国以外再找一个新的厂
[2481.92-2484.92] 目前有在计划上
[2484.92-2486.92] 好的谢谢
[2486.92-2505.92] Hank不好意思你可以
[2505.92-2508.92] 刚刚有看到你在举手想发言
[2508.92-2511.92] 但可以这边再请你举一次手吗
[2520.92-2523.92] Hank你可以解除静音了
[2523.92-2524.92] 谢谢各位
[2524.92-2528.92] 那很快的成交一个问题是
[2528.92-2532.92] 看现在二月的一个营收MOM是蛮强劲的
[2532.92-2535.92] 那我想请教他后续的持续性是
[2535.92-2536.92] 是预期sustainable
[2536.92-2541.92] 或它其实有一大部分来自一月的一个项目的地延出货
[2541.92-2543.92] 才会推传到这样子的一个水平
[2543.92-2547.92] 好这边我还是回答您一下
[2547.92-2550.92] 目前三月看起来也是一样
[2550.92-2556.92] 也是MOM以及YY应该都是正向的成长
[2556.92-2559.92] 所以应该不是一月份的地延
[2559.92-2562.92] 因为我们来看整个一月份的出货
[2562.92-2563.92] 我们这边
[2563.92-2564.92] 我相信
[2564.92-2566.92] 就算今年的一月是过年
[2566.92-2569.92] 我们相对于去年
[2569.92-2571.92] YY仍然是成长的
[2571.92-2573.92] 那所以
[2573.92-2576.92] 相信应该不是一个地延的效果
[2576.92-2578.92] 蛮乐观的
[2578.92-2581.92] OK了解
[2581.92-2585.92] 那我最佳请教一下就是我们在目前的一个整体上
[2585.92-2589.92] 对AI Server以及General Server的一个风扇需求
[2589.92-2591.92] 勾勒的蛮明确也很乐观
[2591.92-2594.92] 那只是在客户端我想请问一下
[2594.92-2596.92] 我们目前有没有看到
[2596.92-2601.92] 就是各大客户在AI Server的spending
[2601.92-2603.92] 和General Server的spending上
[2603.92-2604.92] 有没有互相竞争
[2604.92-2608.92] 导致订单在转移的状况
[2608.92-2610.92] 就是说General 少花一点
[2610.92-2613.92] 那更多聚焦在AI上的项目上
[2615.92-2618.92] 这部分应该这么说
[2618.92-2621.92] 因为我们在一般的伺服器
[2621.92-2623.92] 并没有看到它有太多的
[2624.92-2626.92] 衰退
[2626.92-2630.92] 而是说AI伺服器成长起来了
[2630.92-2635.92] 那所以说你说是不是有了AI
[2635.92-2639.92] 然后就减少在一般伺服器的投入的话
[2639.92-2642.92] 目前数字上看下来
[2642.92-2644.92] 应该没有这样的趋势
[2644.92-2648.92] 应该是AI成长成长起来了
[2648.92-2649.92] 了解
[2649.92-2650.92] 谢谢您
[2654.92-2675.04] nast怪是
[2675.04-2676.62] driven
[2676.92-2681.66] 所以说
[2683.62-2684.62] 因为
[2684.92-2687.28] 想follow up一下刚刚的问题
[2687.28-2690.94] 那我们现在看general server在今年会有
[2690.94-2694.44] 恢复到比较大的一个成长性吗
[2694.44-2695.02] 谢谢
[2695.02-2700.26] 成长性的部分
[2700.26-2702.84] 我想应该是为此啦
[2702.84-2704.80] 可是我相信我们在
[2704.80-2707.66] 我们在一般的伺服器这边
[2707.66-2709.22] 我们目前
[2709.22-2711.88] 有几个比较
[2711.88-2714.66] 应该是说有一个比较正面的消息是
[2714.66-2717.48] 我们不再只有交风扇的部分
[2717.48-2721.76] 我们连被动的模组这边也加入
[2721.76-2723.72] 正在经营当中
[2723.72-2725.34] 那也开始在出货
[2725.34-2728.54] 所以就算是目前是
[2728.54-2730.52] 比较为止的一个状况
[2730.52-2733.26] 我相信对我们的营收是一个
[2733.26-2734.78] 另外一块的增加
[2744.66-2750.62] 帮助他盘系这个
[2750.62-2751.54] 他我们的这个
[2751.54-2752.24] 这个
[2752.24-2753.66] 您的刚才讲问的
[2753.66-2755.46] 我们有再见到 flank
[2755.46-2757.24] 健镍出温是浙江字
[2757.24-2758.10] 火景
[2758.10-2758.60] 你看我们
[2758.60-2759.58] 现在外社 trees
[2759.58-2760.62] 你是我们在
[2760.62-2761.26] 去
[2761.26-2762.20] 分卖科技
[2762.20-2763.64] 我不想参与
[2763.64-2764.60] 您的11 Easy
[2764.60-2765.52] kötü
[2765.52-2767.12] 那个
[2767.12-2767.98] 空间
[2767.98-2768.52] 这个
[2768.52-2769.94] 陆约
[2769.94-2771.32] 我是国的
[2771.32-2772.34] 全面的
[2772.34-2772.46] 他
[2772.46-2773.24] 我
[2773.24-2773.70] 我
[2773.70-2774.52] 很umed
[2774.52-2777.76] 各个产品别成长的ranking
[2777.76-2781.06] 因为Server的话相对去年机器也比较高
[2781.06-2783.16] 那我们在Auto好像也比较正面
[2783.16-2785.68] 之前可能给过一些guidance
[2785.68-2788.62] 不知道那个成长的幅度还是不是用
[2788.62-2790.42] 那可不可以跟我们说一下
[2790.42-2792.46] 各个产品给我们今年
[2792.46-2794.92] 看一下他们成长的力度的排名
[2799.42-2802.22] 这个领域的成长的力度
[2802.22-2805.58] 目前我看目前
[2805.58-2807.86] 我先以目前来说
[2807.86-2810.32] 目前还有团队给我的数字
[2810.32-2813.70] 团队给我的数字是每一个领域都会
[2813.70-2815.50] 蛮强的力道
[2815.50-2817.14] 他们蛮有信心的
[2817.14-2820.00] 但目前我假如依照目前的状况来看
[2820.00-2823.58] 目前还没达到这样力道的
[2823.58-2825.74] 可能是在notebook的部分
[2825.74-2827.86] 就是notebook的力道
[2827.86-2832.18] 目前我看到还没有到达我们所预期的部分
[2832.18-2832.20] 所以我看目前我看
[2832.22-2835.94] 那其他的都真的还蛮正向的
[2835.94-2835.98] 那其他的都真的还蛮正向的
[2835.98-2838.30] 了解
[2838.30-2841.00] 所以像industrial home appliance
[2841.00-2843.42] 这些去年基期比较低
[2843.42-2845.94] 所以成长也都会觉得比较正向一点
[2845.94-2846.54] 是
[2846.54-2850.94] 会是可能像双位数成长这种幅度吗
[2850.94-2854.08] 如果像这些本来比较弱一点的segment
[2854.08-2856.34] 现在反弹的幅度来看
[2856.34-2858.52] 可能是比较bottom out需求
[2858.52-2859.62] 还是比较平稳
[2859.62-2860.58] 可能个位数
[2860.58-2861.62] 还是像
[2861.62-2862.20] 可能是比较bottom out需求
[2862.20-2862.22] 还是像
[2862.22-2864.98] 双位数这种比较强劲一点的成长
[2864.98-2868.70] 我假如依我目前来看
[2868.70-2874.10] 应该在以往比较平静的市场
[2874.10-2881.62] 像distributor或者是其他的这些占有比较低的
[2881.62-2884.66] 这部分应该是还是比较平稳的成长
[2884.66-2888.42] 但假如像需求的爆发
[2888.42-2892.18] 像刚刚说的伺服器或者是telecom
[2892.18-2892.94] 相关的
[2892.94-2897.94] 我相信这个部分的力道会来的比较快
[2897.94-2901.62] 因为这并非消费性市场
[2901.62-2904.18] 那其他的你说
[2904.18-2909.34] 呃交用产品这属于一个比较呃消费型市场的部分
[2909.34-2910.82] 它没有一个新的东西
[2910.82-2914.14] 你说要有一个非常大的幅度的成长
[2914.14-2918.50] 这个可能期待性没那么高
[2918.50-2919.54] 我理解
[2919.54-2922.06] 那我们刚刚有提到比较多可能wifi
[2922.06-2924.02] 7跟800G这一块
[2924.02-2926.58] 可不可以跟我们分享一下说
[2926.58-2930.78] 我们在这边看到的比较是呃量上的成长
[2930.78-2933.02] 还是说可能从400G到800G
[2933.02-2936.22] 这个ASP跟SPAC大概有什么样的不同
[2936.22-2938.46] 可以让我们期待比较好的成长
[2938.46-2940.62] 在今年可以被看到
[2940.62-2943.26] OK呃800G或400G
[2943.26-2945.42] 我相信这是一个世代的交换
[2945.42-2948.74] 那我相信有多少的AI伺服器
[2948.74-2950.90] 我相信相对应的switch应该也会跑到这边去
[2950.90-2951.82] 我相信相对应的switch应该也会跑到这边去
[2952.06-2956.58] 那刚刚我们财务长有特别说的
[2956.58-2960.34] 为什么对于wifi7会比较期待是因为
[2960.34-2965.02] wifi5到wifi6其实这个市场是一个非常平静
[2965.02-2967.74] 没有波动的一个市场啊
[2967.74-2970.90] 那毕竟也经过了这样一个世代
[2970.90-2972.42] 这个换机潮
[2972.42-2977.98] 我相信应该是绝对呃是可期的
[2979.94-2980.54] 理解
[2980.54-2981.82] 那可以跟我们分享一下
[2982.06-2984.94] 规格上我没有看到一个比较大的升级吗
[2984.94-2988.14] 看了从wifi5到6或是400G到800G
[2988.14-2992.54] 分别有没有看到风扇上有一些升级
[2992.54-2998.74] 在400G800G这种switch的这种呃规格上就跟伺服器一样
[2998.74-3004.50] 它的规格越来越的呃越来越需求的规格越来越高了
[3004.50-3007.54] 那当然它的风扇
[3007.54-3009.10] 所要求的会越来越高
[3009.10-3010.22] 那所以这部分是的确在的那在外面的风扇上的规格上也会有更大的升级啊
[3010.22-3011.50] 那所以这部分是的确在的那在外面的风扇上也会有更大的升级啊
[3012.06-3012.10] 那所以这部分是的确在的那在外面的风扇上也会有更大的升级啊
[3012.10-3012.14] 那所以这部分是的确在的那在外面的风扇上也会有更大的升级啊
[3012.14-3018.46] wifi7wifi5或者是之前的wifi6这种是属于router的部分
[3018.46-3023.46] 这一个呃规格上它并没有一个比较突破性的成长
[3023.46-3025.14] 但这是一个换机潮
[3025.14-3030.10] 那这个原本也是我们建准的一块事业体
[3030.10-3034.86] 所以这部分没有特别的变动
[3034.86-3037.10] 800G也只有对待上啊
[3037.10-3038.82] 对800G也是对转算
[3038.82-3041.90] 就是刚刚所报告的像server一样
[3042.06-3046.02] 400G还没有客户用对转算
[3046.02-3050.70] 那800G也是开始用客户该用到对转风扇
[3050.70-3061.02] 那目前应该也是有一些急需求正在拉动当中啊
[3061.02-3065.62] 了解
[3065.62-3069.74] 可不可以跟我们分享一下在可能400G800G
[3069.74-3072.02] 我们在大概的market share
[3072.02-3072.04] 在大概的market share
[3072.04-3073.44] 怎么看比较好呀
[3073.44-3076.32] 然后是不是有一些因为规格升级时
[3076.32-3079.28] 我们可以有更更大的share
[3079.28-3082.76] 或是一些expansion在这个市场的方面
[3086.04-3086.80] 这个
[3090.08-3095.72] 主要的几家主要的数据区的代工厂我们都有啊
[3095.72-3100.96] 可能跟我们在server的位置差不多嘛
[3100.96-3102.00] 说这个市站
[3102.00-3106.84] 的话可以大概用server的我们的市站去看switch的市站吗
[3106.84-3108.20] 我还是这么说
[3108.20-3109.64] 因为规格越高了
[3109.64-3111.48] 就像我们刚刚在说伺服器
[3111.48-3114.44] 我们就不单一去说就是规格越高了
[3114.44-3119.52] 我相信你都会看得到见准的位置啊
[3119.52-3125.40] 那我就不单一去去说明说到底我的市占多少
[3125.40-3128.00] 或者是哪一家客户我占多少
[3128.00-3131.96] 那我相信规格刚刚也像我们
[3132.00-3132.92] 财务长说的嘛
[3132.92-3134.68] 他也走到了对转善
[3134.68-3138.40] 那原本在对转善这一块领域的领先
[3139.76-3142.64] 头部风扇厂就这几家
[3142.64-3144.88] 那所以我相信我们绝对的竞争力
[3146.48-3147.24] 了解好
[3147.24-3147.84] 谢谢
[3152.40-3154.52] 我们再接受最后一个提问
[3155.44-3158.08] Angela你现在可以进行发言
[3160.52-3161.84] 嗯好谢谢
[3162.00-3164.68] 我其实是想要请教一下
[3164.68-3167.96] 我们现在那个在风扇这一块
[3167.96-3170.92] 有没有看到什么新的加入者
[3170.92-3172.24] 尤其在AI
[3172.24-3175.04] 看起来就说我们其实像我们啊
[3175.04-3176.92] 像祈鸿啊
[3176.92-3178.20] 像Delta啦
[3178.20-3180.48] 这些大概都还是台面上比较
[3180.48-3183.04] 比较top的风扇厂商
[3183.04-3186.80] 那现在这样子未来的一个发展方向上
[3186.80-3189.52] 有没有看到什么新的竞争对手
[3189.52-3190.52] 或者有些后续会pick up上来的呢
[3190.52-3191.52] 有没有看到什么新的竞争对手或者有些后续会pick up上来的呢
[3191.52-3197.16] 我想这一块事业体这么大
[3197.16-3200.04] 后进一直想加入的人一定很多
[3200.04-3206.60] 但是这一块事业体所代表的也是一个reliable跟可靠度
[3206.60-3209.64] 我想说表达的是可靠度跟
[3210.92-3213.60] 跟嗯敢不敢用嘛
[3213.60-3216.92] 那所以就算后进者很多
[3216.92-3219.72] 每一世代在更迭的情况下
[3219.72-3221.24] 在效能越来越好
[3221.24-3222.60] 越来越高的情况下
[3222.60-3226.12] 就算后进者进来跟随的到的
[3226.12-3233.16] 我相信都不会是比较前头大家在设计的规格了
[3233.16-3237.08] 那敢不敢用以及大家愿不愿意用
[3237.08-3245.04] 这个真的会取决于说你这样的投入是否划算
[3245.04-3249.36] 那所以就包含您说的好像看到的还是原本几家
[3249.36-3250.36] 嗯
[3251.24-3254.24] 那是一个名业在前茅的工程厂
[3254.24-3255.24] 那理解
[3255.24-3259.24] 那请教一下刚刚我只讲了那些家
[3259.24-3263.24] 不晓得说这个是在server跟switch都是差不多这些业者
[3263.24-3268.24] 在在里面做一些供给供货吧
[3268.24-3273.24] 还是有一些什么名字可以在可以帮我们提示一下
[3273.24-3275.24] 就像我说的一样是对转善
[3275.24-3278.24] 那其实提供出来的角落是这样
[3278.24-3280.24] 想当然了差不多
[3281.24-3282.24] 差不多
[3282.24-3285.24] 那个cooler master也会在里面吗
[3285.24-3293.24] cooler master我相信他比较强的强项是在金属加工件
[3293.24-3297.24] ok
[3297.24-3300.24] 所以他会比较是片module是不是
[3300.24-3309.24] 他在目前业界比较有名的应该是在水冷的部分
[3309.24-3310.24] 也就是过水冷的部分
[3310.24-3313.24] 就是过去您所看到
[3313.24-3317.24] 因为之前他就是从消费型市场起身的嘛
[3317.24-3318.24] 对
[3318.24-3327.24] 那以前在一些电竞业本来就有的那个close look的水冷
[3327.24-3331.24] 或整组的这部分他本来就在这个业界
[3331.24-3334.24] 那所以他比较强项的应该是在这一块
[3334.24-3335.24] 了解
[3335.24-3337.24] 那我可以说明一下这几家
[3337.24-3339.24] 假如我刚刚提了那三家
[3339.24-3345.24] 大概就是对差不多3成这样子的一个供应比重在
[3345.24-3349.24] Ai server或switch市场这样去assume吗
[3349.24-3355.24] 这个assume的部分我就比较不方便去回答
[3355.24-3359.24] 因为毕竟还是有其他几家业者在
[3359.24-3363.24] 可能要麻烦交叉比对一下
[3363.24-3365.24] 好谢谢谢谢
[3369.24-3372.24] 好那我们今天的会议就到这里
[3372.24-3374.24] 感谢今天大家的与会
[3374.24-3376.24] 祝大家顺心谢谢
