[0.00-1.40] 各位來賓大家好
[1659.36-1661.92] 稳健而且可以预期的一个
[1661.92-1664.24] 鼓励政策一方面来讲的话是
[1664.24-1666.80] 当然配合我们集团未来
[1666.80-1668.08] 可能的发展
[1668.08-1669.36] 他需要
[1669.36-1670.64] 储备一些
[1670.64-1671.40] 资金
[1671.40-1674.48] 那另外一方面我们也可以看到这个整个经济的
[1674.52-1675.54] 情势
[1675.54-1677.60] 不确定的因素会越来越多
[1677.60-1678.62] 所以
[1678.62-1679.38] 替
[1679.38-1682.46] 整个集团厚植一些实力来讲
[1682.46-1685.52] 他还是很重要的那另外一点来讲的话
[1685.52-1687.84] 特别是在台湾的市场
[1687.84-1691.68] 那我们也发现可能在经过
[1691.68-1692.96] 一个很
[1692.96-1695.52] 时代的一个交替下来讲的话
[1695.52-1697.30] 我们也发现在台湾市场
[1697.30-1698.58] 其实我们
[1698.58-1699.60] 可以
[1699.60-1701.92] 投资的机会还相当的多
[1701.92-1704.48] 那这个部分也许不是在制造方面
[1704.52-1707.34] 但是在服务的方面来讲的话我觉得
[1707.34-1709.64] 台湾还有很多很多的领域
[1709.64-1710.92] 我们集团可以
[1710.92-1712.72] 持续的去
[1712.72-1716.04] 加重这个投资所以种种因素考虑下来的话
[1716.04-1718.08] 一方面我们考虑到投资人
[1718.08-1719.36] 的期待
[1719.36-1720.90] 提供一个很稳定
[1720.90-1723.46] 可以预期的一个未来的一个
[1723.46-1728.08] 现金流的一个政策一方面也厚持集团的整体的财务的能力
[1728.08-1731.40] 等到机会来临的时候我们就可以快速的行动
[1731.40-1733.44] 以上做个简单说明谢谢
[1734.52-1740.66] 董事长跟管理团队好那这边是
[1740.66-1742.72] 原副投顾一路发问那
[1742.72-1748.86] 这边有两个问题想要请教董事长就是我们看到在家乐福的部分的话已经历经了一年的一个时间整合
[1748.86-1749.62] 那
[1749.62-1752.96] 今年3月份的时候家福这边也宣布就是从
[1752.96-1754.48] 9月份开始要
[1754.48-1760.64] 整个会员的累积要改为open point的一个累积那希望可以扩大整个会员的一个生态圈那
[1760.64-1764.48] 这几年我们也看到超商积极的在扩大整个点数的生态圈
[1764.48-1765.64] HOPE
[1765.66-1767.26] 规矩去进行一个规模反供 Better
[1767.26-1768.46] 再在高新 trusted fac mimic
[1768.46-1769.16] 然后呢
[1769.16-1770.36] 给了我们一个
[1770.36-1772.26] 重新 дос重的演哪
[1772.26-1773.28] 数量的複习
[1773.28-1774.44] 算 off
[1774.44-1775.00] 介绍一下
[1775.00-1776.14] 可以助剩下 alongside
[1776.14-1777.28] 大概是
[1777.28-1777.80] 我们几位
[1777.80-1778.30] 我有点
[1778.30-1778.78] 点手
[1778.78-1779.22] 51
[1779.22-1779.40] 对
[1779.40-1779.88] 是
[1779.88-1794.02] 出音
[1794.02-1794.44] 的
[1794.44-1796.76] 提升可以帶來整個活力的一個改善
[1796.76-1798.98] 那當然在2024年下半年
[1798.98-1800.58] 我們在方便面這個產品線
[1800.58-1802.12] 已經看到效益的產生
[1802.12-1805.02] 那今後我們是不是可以持續的去期待
[1805.02-1806.68] 透過產品力的一個提升
[1806.68-1809.24] 帶動整個中控這邊獲利的成長性
[1809.24-1810.98] 可以優於營收的成長性
[1810.98-1811.42] 謝謝
[1811.42-1815.30] 好 這個關於點數的這個經濟來講的話
[1815.30-1817.16] 的確這個對集團來講
[1817.16-1818.72] 是未來一個非常
[1818.72-1820.08] 我們覺得非常期待
[1820.08-1822.06] 也可以非常振奮的
[1822.06-1825.16] 就是如何去建立它整個生態圈
[1825.16-1829.46] 那當然點數大家現在其實
[1829.46-1832.12] 每家公司各原來都有它自己的點數
[1832.12-1834.22] 但是透過集團這種整合
[1834.22-1837.52] 那我們一方面可以保持消費者更多的選擇
[1837.52-1839.24] 它可以留下原來的點數
[1839.24-1842.36] 在某一個特定的管道或通路上使用
[1842.36-1844.48] 但是它也可以用同樣的點數
[1844.48-1846.84] 去像匯率兌換一樣
[1846.84-1848.22] 它使用在集團
[1848.22-1851.60] 甚至我們現在也陸陸續續加入很多
[1851.60-1852.04] 很多的生產機構
[1852.04-1852.06] 所以我們也很期待的就是
[1852.06-1853.62] 外圍的企業
[1853.62-1857.66] 因為點數經濟是沒有所謂的
[1857.66-1859.34] 門戶的
[1859.34-1862.30] 它只是一個代幣的一個概念
[1862.30-1865.60] 所以它使用上越方便
[1865.60-1867.52] 越順暢的話
[1867.52-1868.86] 那消費者也願意
[1868.86-1870.32] 更願意去使用
[1870.32-1872.32] 而且更重要是這個點數
[1872.32-1875.62] 就像實體的貨幣一樣
[1875.62-1878.72] 它不受限於某些場合
[1878.72-1880.08] 或者機會使用
[1880.08-1882.04] 而是能夠隨時隨地的使用
[1882.04-1885.54] 那這是我們一個很期待的目標
[1885.54-1887.04] 那中控的部分來講的話
[1887.04-1889.56] 我們還是保持一定的一個原則
[1889.56-1891.94] 就是一個穩定的增長
[1891.94-1895.86] 就是希望能夠保持一個8%到12%
[1895.86-1897.12] 那目前看起來的話
[1897.12-1898.42] 這飲料的部分
[1898.42-1901.10] 通常都會超過我們所期待
[1901.10-1904.82] 但是我們內部還是有非常嚴控的掌控
[1904.82-1907.90] 也不希望它跑得太快
[1907.90-1910.52] 還是希望控制在一個很穩定的
[1910.52-1911.88] 那食品的部分來講的話
[1911.88-1913.76] 它相對會比較挑戰
[1913.76-1916.54] 因為食品它很注重的是一個
[1916.54-1919.32] 在調味的能力上面
[1919.32-1923.00] 也就是說產品如果沒有辦法去做到一個
[1923.00-1927.20] 很突出的一個口味上面來講的話
[1927.20-1931.56] 事實上就很容易陷入到價格的競爭
[1931.56-1933.36] 那對消費者來講的話
[1933.36-1936.52] 其實消費者願意來購買
[1936.52-1938.36] 所謂的包裝產品
[1938.36-1940.94] 目的其實也是看重
[1940.94-1941.86] 廠商的
[1941.88-1942.92] 調味的能力
[1942.92-1944.82] 他不是來買食材的
[1944.82-1945.92] 他如果買食材的話
[1945.92-1949.56] 他自己到市場上就可以買到食材自己去做
[1949.56-1953.00] 所以我們的挑戰是我們希望能夠做出來
[1953.00-1956.56] 消費者在家裡面自己做不出來的商品
[1956.56-1959.60] 那這樣的話他才有理由來向我們這個購買
[1959.60-1961.56] 如果消費者可以自己在家裡做
[1961.56-1963.32] 而且做的還比我們好的話
[1963.32-1965.32] 根本沒有理由要來做這件事
[1965.32-1968.80] 所以這個部分來講的話是永無止盡
[1968.80-1970.80] 不斷的在一直在挑戰挑戰
[1970.80-1971.84] 那也沒有天花板
[1971.88-1974.64] 反正就是不斷的突破突破這樣子
[1974.64-1975.64] 謝謝
[1975.64-1976.38] 好的
[1976.38-1978.88] 那現場請問還有需要提問的來賓嗎
[1982.44-1984.36] 董事長總經理財務長你們好
[1984.36-1985.72] 我是國泰市府華倫孟秀
[1985.72-1988.40] 這有三個問題想跟關以成請教
[1988.40-1991.60] 首先還是很謝謝大家就是固定跟我們見面
[1991.60-1993.60] 第一個問題是有關東南亞
[1993.60-1996.60] 我們食品的事業在東南亞布局一段時間了
[1996.60-1999.16] 那只是好奇在整個集團的角度來看
[1999.16-2000.04] 對於東南亞未來食品事業的成長速度有沒有改變
[2000.04-2001.04] 對於東南亞未來食品事業的成長速度有沒有改變
[2001.04-2001.72] 對於東南亞未來食品事業的成長速度有沒有改變
[2001.72-2002.68] 對於東南亞未來食品事業的成長速度有沒有改變
[2002.68-2005.08] 那另外提到東南亞也會想到就是
[2005.08-2007.92] 菲律賓7-11在當地經營得不錯
[2007.92-2013.92] 然後這幾年有看到台灣把零售事業整合在一起建立大型的複合式商場
[2013.92-2015.52] 有沒有希望類似
[2015.52-2017.32] 運用類似的模式
[2017.32-2020.12] 把台灣自己的品牌也推到海外去
[2020.12-2021.88] 這個是有關東南亞的問題
[2021.88-2023.96] 那第二個問題是有關零售業
[2023.96-2027.72] 就是這幾年國內零售業的環境成本上升蠻多的
[2027.72-2031.68] 那投資人其實也都蠻在意統一超商的盈利率是不是有一些壓力
[2031.68-2034.48] 所以想要知道說正在集團的角度來看
[2034.48-2037.28] 對於整個台灣零售業的發展有什麼想法
[2037.28-2041.28] 還有在環境成本方面有什麼樣的因應的模式
[2041.28-2043.48] 第三個是有關資訊的問題
[2043.48-2050.08] 最近這一段時間有蠻多跟統一資訊相關的AI合作的新聞出現
[2050.08-2052.48] 那只是好奇可不可以跟大家分享一下
[2052.48-2057.88] 就是我們在AI的導入在集團內部有達到什麼樣的成效
[2057.88-2061.08] 還有未來對於外部收入是不是有什麼樣的預期
[2061.08-2061.64] 謝謝
[2061.68-2064.48] 關於東南亞的發展來講的話
[2064.48-2067.48] 這點部分我相信各位也很清楚
[2067.48-2074.88] 我們在東南亞的發展來講的話好像總是有點八字不合的這種感覺
[2074.88-2082.48] 雖然投入很多力量但是收到的成績不是不成比例原則
[2082.48-2086.68] 所以從去年開始我們也換了一個想法
[2086.68-2091.48] 就是我們開始非常積極
[2091.48-2094.28] 去建立本土的團隊
[2094.28-2100.68] 這個部分來講我始終覺得就是作為一個消費品來講的話
[2100.68-2108.68] 我們所謂的外派的同仁基本上是有點沒辦法很接地氣的
[2108.68-2113.68] 所以我們的人員扮演的角色不是去那裡經營
[2113.68-2115.68] 而是去那裡做管理
[2115.68-2120.48] 至於經營的部分來講的話應該還是要有外面的團隊
[2120.48-2121.32] 當然外面團隊是有的
[2121.32-2123.32] 外面團隊來講的話也要機運
[2123.32-2125.32] 但是這沒有辦法的事情
[2125.32-2129.32] 這個一定要先求量才能從求職
[2129.32-2133.32] 所以現在我們東南亞的營運來講的話大概每個禮拜
[2133.32-2137.32] 我們都規定都總經理只做一件事情
[2137.32-2141.32] 不是在管業務而是在招募薪水
[2141.32-2145.32] 那每個禮拜都要定期呈報總部
[2145.32-2148.32] 這個禮拜約談了多少人
[2148.32-2150.32] 這個月僱傭了多少人
[2150.32-2152.32] 這個禮拜的防御可能是99%
[2152.32-2154.32] 但是只要有一個對了
[2154.32-2156.32] 這整個組織營運就會改善
[2156.32-2161.32] 所以這個部分來講的話我個人還是滿樂觀的
[2161.32-2163.32] 就是假設我們改變一些方法的話
[2163.32-2166.32] 應該會有一些相當的一個突破
[2166.32-2169.32] 那零售業的發展來講的話
[2169.32-2174.32] 您剛剛所提到的這些問題是問題也不是問題
[2174.32-2176.32] 因為一般來講的話
[2176.32-2179.32] 如果我們把這個問題來講的話
[2180.32-2183.32] 其實是屬於一種所謂系統性的問題
[2183.32-2184.32] 系統性問題呢
[2184.32-2186.32] 比方說什麼電費調漲啦
[2186.32-2188.32] 人員缺乏啦
[2188.32-2189.32] 這個就不是問題
[2189.32-2191.32] 因為這是大家都碰到的問題
[2191.32-2194.32] 大家碰到的問題基本上就不是問題
[2194.32-2197.32] 那考驗的是我們在這個環境裡面的應變能力
[2197.32-2199.32] 那所以這個部分來講的話
[2199.32-2201.32] 我想我們的零售業來講的話
[2201.32-2202.32] 基本上來講
[2202.32-2205.32] 它還是有相當的一個空間
[2205.32-2207.32] 在流程上在創新上面來講
[2207.32-2209.32] 它還是可以不斷的突破
[2209.32-2211.32] 那順便提一點您剛剛講說那個
[2211.32-2215.32] 這個菲律賓的7-11部分
[2215.32-2217.32] 菲律賓7-11部分來講的話
[2217.32-2220.32] 因為現在整個產業的情況來講
[2220.32-2222.32] 它有點變化
[2222.32-2224.32] 就是經過疫情以後
[2224.32-2228.32] 我們在菲律賓的時段的一個地位
[2228.32-2231.32] 那所以在這種情況下
[2231.32-2235.32] 我們現在假設單純以便利商店系統來講的話
[2235.32-2238.32] 我們的市佔率超過了快85%
[2239.32-2242.32] 所以我們現在也把範圍擴大
[2242.32-2248.32] 把一些小型的超級市場也一起併入來計算
[2248.32-2251.32] 讓我們的這個份量不要那麼凸顯
[2251.32-2255.32] 那這樣平均下來以後也還有60幾%
[2255.32-2257.32] 所以在這種情況下來講的話
[2257.32-2260.32] 我們生命運營在菲律賓的現在的發展來講的話
[2260.32-2263.32] 是它的政策是快速的要斬電
[2263.32-2266.32] 那因為有了數量以後
[2266.32-2267.32] 那很多空間
[2267.32-2268.32] 很多空間
[2268.32-2269.32] 很多空間
[2269.32-2273.32] 像台灣的這些很多創新的零售模式
[2273.32-2275.32] 到最後就是到適當的機會
[2275.32-2277.32] 它只是一個隧道取成的
[2277.32-2280.32] 也就是說你可以在這麼多的選擇裡面
[2280.32-2283.32] 隨便去穿插幾家門市
[2283.32-2285.32] 去改設一些店中店
[2285.32-2288.32] 或者在它門市的旁邊去設一些
[2288.32-2290.32] 我們其他品牌的這些零售
[2290.32-2294.32] 這個對我們來講相對來講都非常非常
[2294.32-2296.32] 不難的事情
[2296.32-2298.32] 那為了做這些準備來講的話
[2298.32-2303.32] 我們也可以看到我們零售團隊的一個很核心的一個團隊
[2303.32-2305.32] 就是我們的積合
[2305.32-2308.32] 就是我們的這些存貨管理的這些團隊
[2308.32-2311.32] 那今年也會開始到那裡去正式開始營業
[2311.32-2315.32] 那這個都是對我們未來零售業開始發展的一個佈局
[2315.32-2318.32] 因為整個零售的後勤管理
[2318.32-2321.32] 它是需要一個非常好的這個系統
[2321.32-2323.32] 那我們過去都是用台灣來支援
[2323.32-2327.32] 那今年我們已經有正式的要到菲律賓去開始設立這個機構
[2328.32-2330.32] 那這個目的就是希望
[2330.32-2333.32] 替我們將來在菲律賓的零售的多元化
[2333.32-2335.32] 開始做一個必要的一個準備
[2335.32-2338.32] 那另外你提到一個資訊部分來講的話
[2338.32-2340.32] 現在也可以講說
[2340.32-2342.32] 實務性來講
[2342.32-2343.32] 流行性來講
[2343.32-2347.32] 現在不談一些AI好像有點跟不上時代
[2347.32-2352.32] 但是AI到底能夠在商用上面扮演多大的這個角色
[2352.32-2356.32] 我們也在不斷的在摸索之中
[2356.32-2358.32] 但是我們有一點比較
[2358.32-2360.32] 要占便宜的地方就是
[2360.32-2362.32] 我們自己本身集團
[2362.32-2365.32] 它有很豐富的業態
[2365.32-2369.32] 所以我們統一資訊在這方面來講的話
[2369.32-2372.32] 它可以從我們自己內部的業態
[2372.32-2374.32] 開始先來做實驗
[2374.32-2376.32] 來看看這個部分
[2376.32-2379.32] 因為今天假設我們要去找別人去做這事情的話
[2379.32-2381.32] 有很多很敏感的事情不太方便
[2381.32-2383.32] 但是在我們集團裡面來講的話
[2383.32-2386.32] 我們自己本身業態都已經足夠
[2386.32-2388.32] 所以可以讓我們統一資訊在一個
[2388.32-2390.32] 很好的很有力的條件下
[2390.32-2393.32] 去充分的去發揮這方面的運用
[2393.32-2396.32] 一旦可以建立模式的時候
[2396.32-2399.32] 那我們就可以開始去外面做商業運轉的這些推廣
[2399.32-2401.32] 好 以上簡單說明 謝謝
[2401.32-2404.32] 好的 我們現在請線上來賓提問
[2404.32-2406.32] 線上來賓如果您想提問
[2406.32-2408.32] 請按米1 star 1
[2408.32-2411.32] 取消提問請按米2 star 2
[2411.32-2415.32] 請線上主持人接入第一位提問者提問
[2415.32-2417.32] 是的 謝謝
[2417.32-2420.32] 第一位提問的是CICC
[2420.32-2422.32] 市長以及各位管理層下午好
[2422.32-2425.32] 首先感謝你們精彩的分享
[2425.32-2427.32] 我這邊有兩條問題
[2427.32-2429.32] 第一條是想問一下
[2429.32-2434.32] 2014年我們在大陸的主要競爭對手
[2434.32-2436.32] 對麵和飲料都提價了
[2436.32-2439.32] 想問一下是不是意味著
[2439.32-2442.32] 行業的格局是在改善
[2442.32-2446.32] 因為麵可能也是整個格局還是
[2446.32-2450.32] 可能雙寡頭或者說一超多強這樣一個格局
[2450.32-2452.32] 那我們看到其他行業可能
[2452.32-2455.32] 雙寡頭到了一定的階段
[2455.32-2457.32] 可能競爭都會趨緩一些
[2457.32-2460.32] 比如說像可口可樂和百思可樂
[2460.32-2465.32] 我不知道管理層覺得我們到了什麼樣的一個階段
[2465.32-2467.32] 競爭會有所趨緩
[2467.32-2468.32] 這是第一條問題
[2468.32-2470.32] 第二條問題是想問一下
[2470.32-2474.32] 從產品這個角度我們去看的話
[2474.32-2475.32] 我們市場策略和推進的問題是什麼呢?
[2476.32-2478.32] 我們在推廣的新品方面
[2478.32-2480.32] 過去都相對比較穩健
[2480.32-2483.32] 過去也證明是非常成功的
[2483.32-2486.32] 比如說我們推的茄黃的方便麵
[2486.32-2488.32] 當然另外一方面
[2488.32-2492.32] 我們在部分快速成長的新興賽道
[2492.32-2495.32] 比如說像無糖茶和電解質飲料
[2495.32-2497.32] 我們也是有非常不錯的產品
[2497.32-2499.32] 但在推廣速度上面
[2499.32-2502.32] 我們考慮到市場競爭的因素
[2502.32-2504.32] 可能在有益控制推廣速度
[2504.32-2505.32] 我們在推廣速度上面
[2505.32-2506.32] 我們考慮到市場競爭的因素
[2506.32-2509.32] 但可能其他有些友商
[2509.32-2511.32] 推廣過程中比較激進
[2511.32-2513.32] 我想問的就是
[2513.32-2515.32] 我們在新品推廣中
[2515.32-2518.32] 在快速成長的一個爆品
[2518.32-2519.32] 和穩健成長
[2519.32-2522.32] 該如何取得一個比較好的平衡呢?
[2522.32-2523.32] 就是不知道
[2523.32-2524.32] 我們可以做得到
[2524.32-2525.32] 該快的時候快
[2525.32-2527.32] 該慢的時候慢
[2527.32-2528.32] 以上兩條問題
[2528.32-2529.32] 非常感謝
[2529.32-2533.32] 您的問題非常有趣
[2533.32-2535.32] 我先來談談業界的所謂競爭
[2536.32-2540.32] 我們一直很鼓勵我們自己不要有競爭
[2540.32-2544.32] 因為我們過去在中國三十年
[2544.32-2547.32] 我們就是因為天天想要競爭
[2547.32-2549.32] 所以搞得自己也很狼狽
[2549.32-2552.32] 這兩年就是想通了不要競爭
[2552.32-2554.32] 不要競爭是什麼意思呢?
[2554.32-2556.32] 我們在這個市場來講
[2556.32-2559.32] 真的是非常非常的渺小
[2559.32-2561.32] 所以換句話說
[2561.32-2564.32] 假設我們不主動的去撞人家
[2564.32-2566.32] 人家要來撞我們
[2566.32-2569.32] 憑良心講也不是那麼容易
[2569.32-2571.32] 所以我們常常在內部裡面
[2571.32-2573.32] 會聽到開會講說
[2573.32-2574.32] 我們為什麼要做這件事情
[2574.32-2576.32] 因為人家怎麼樣怎麼講
[2576.32-2578.32] 很巧合的是
[2578.32-2581.32] 我們的情報也顯示在同一個時間
[2581.32-2583.32] 我們的同業內部會議也剛好說
[2583.32-2584.32] 是因為統一這樣這樣
[2584.32-2586.32] 所以我們才這樣
[2586.32-2588.32] 所以到底誰在競爭誰
[2588.32-2590.32] 這是一個非常有趣的問題
[2590.32-2591.32] 所以我要強調的是
[2591.32-2595.32] 我們這兩年一直在避免這種所謂的競爭
[2595.32-2596.32] 也就是我們現在的競爭
[2596.32-2598.32] 因為這個市場大到
[2598.32-2600.32] 實在不需要去跟人家競爭
[2600.32-2603.32] 那我們自己有自己的節奏
[2603.32-2605.32] 自己有自己的步調
[2605.32-2608.32] 我們漲價是因為我們準備好了
[2608.32-2609.32] 我們可以漲價
[2609.32-2611.32] 我們不漲價
[2611.32-2613.32] 也因為我們有別的特殊的考量
[2613.32-2615.32] 所以我們不漲價
[2615.32-2618.32] A產品漲價不代表我們B產品要漲價
[2618.32-2620.32] 所以我們的同業做什麼事情
[2620.32-2622.32] 我們也不代表我們要跟進
[2622.32-2623.32] 那我們做什麼事情
[2623.32-2625.32] 我們同業做什麼事情
[2625.32-2627.32] 應該是剛好純熟巧合
[2627.32-2628.32] 這也不是我們關心的
[2628.32-2631.32] 所以這個東西談起來有點哲學
[2631.32-2633.32] 那我不曉得你聽得懂或聽不懂
[2633.32-2636.32] 那我們現在的確是在這樣的運作
[2636.32-2638.32] 所以還是回到一句話
[2638.32-2639.32] 就是說這樣的運作
[2639.32-2643.32] 結果讓我們的營運變得相對穩定
[2643.32-2645.32] 我個人比較死腦筋
[2645.32-2647.32] 我從來不相信有什麼
[2647.32-2649.32] 坐在現象上不會有爆品
[2649.32-2650.32] 就像煙火一樣
[2650.32-2652.32] 它一定很絢爛
[2652.32-2654.32] 但是時間都不會長久
[2654.32-2654.92] 會長久
[2654.92-2657.88] 所以我們還是比較覺得
[2657.88-2664.78] 一個產品要能夠有它的成功
[2664.78-2666.80] 它還有時間
[2666.80-2668.58] 還有相當的努力
[2668.58-2670.56] 需要不斷地耕耘
[2670.56-2673.20] 這個業務才會長久
[2673.20-2674.82] 就像我剛剛講的
[2674.82-2676.46] 我們在市場來講
[2676.46-2678.24] 還非常非常的渺小
[2678.24-2680.12] 所以這種情況來講的話
[2680.12-2681.52] 我們所謂的新產品
[2681.52-2684.68] 我們很多30年的老產品
[2684.68-2685.98] 對這個市場來講
[2685.98-2687.80] 其實在絕大部分地方來講
[2687.80-2688.84] 都還是新產品
[2688.84-2691.70] 因為這些從來沒見過
[2691.70-2693.30] 也不需要再見了
[2693.30-2695.68] 因為有很多產品在它的選擇
[2695.68-2698.84] 對於新的消費者來講
[2698.84-2699.94] 我們也是不斷努力
[2699.94-2701.06] 所以這些年來
[2701.06-2702.00] 我們一直在做
[2702.00-2703.58] 自己本身產品力的
[2703.58-2705.52] 不斷地改善
[2705.52-2708.24] 讓消費者在選擇上面
[2708.24-2709.70] 有一個更好的
[2709.70-2711.26] 一個比較基礎跟選擇
[2711.26-2712.22] 所以基本上
[2712.22-2715.66] 我們在整個市場的營運來講的話
[2715.66-2718.38] 就是我們走我們自己的路
[2718.38-2721.04] 過去大家可能會很好奇說
[2721.04-2722.08] 這行得通嗎
[2722.08-2724.32] 大家都在一個市場上
[2724.32-2728.30] 互相的在拉拔競賽
[2728.30-2730.24] 怎麼可能會沒有競爭
[2730.24-2731.58] 但是事實上證明
[2731.58-2732.36] 這兩年下來
[2732.36-2734.86] 我們是可以做到這一點的
[2734.86-2735.86] 因為我們發現
[2735.86-2739.36] 市場上喜歡找人打架的廠商
[2739.36-2740.18] 還蠻多的
[2740.18-2740.96] 所以
[2741.26-2744.34] 你如果不去主動的要去挑釁人家
[2744.34-2746.06] 人家憑良心講
[2746.06-2749.50] 說要在人家的雷達上面找到我們
[2749.50-2751.50] 憑良心講不是那麼
[2751.50-2753.08] 不是那麼容易
[2753.08-2755.58] 所以這個部分還是我們反求諸己
[2755.58-2757.90] 我們把自己的事情做好
[2757.90-2759.66] 這個市場很大
[2759.66-2761.52] 潛力也很多
[2761.52-2763.38] 人口數也很多
[2763.38-2764.94] 嘴巴也很多
[2764.94-2767.38] 所以選定了路線
[2767.38-2768.28] 選定了方向
[2768.28-2769.36] 選定了市場
[2769.36-2771.22] 還是有很多的空間
[2771.26-2774.46] 跟機會可以做好自己應該要做的事情
[2774.46-2776.22] 以上簡單的回覆
[2776.22-2777.54] 謝謝
[2777.54-2777.94] 好的
[2777.94-2782.84] 請線上主持人接入下一位提問者
[2782.84-2784.94] 下一位提問的是UBS
[2784.94-2785.98] Veronica Song
[2785.98-2788.54] 請提問
[2788.54-2789.42] 你好
[2789.42-2790.86] 感謝管理層的分享
[2790.86-2792.14] 我是UBS的委員
[2792.14-2793.62] Veronica Song
[2793.62-2796.54] 我的問題是關於統一中共的
[2796.54-2797.78] 我想請問一下管理層
[2797.78-2799.54] 就是在利潤率的方面
[2799.54-2800.38] 2025年
[2800.38-2801.14] 我們怎麼去看待呢?
[2801.14-2803.14] 就是食品飲料兩個板塊
[2803.14-2806.14] 各自有哪些利潤率改善的機會和挑戰
[2806.14-2808.14] 然後有沒有一些具體的措施
[2808.14-2809.14] 可以跟大家分享
[2809.14-2812.14] 如果從中長期的角度去看的話
[2812.14-2815.14] 管理層會怎麼期待我們未來利潤率改善的空間
[2815.14-2817.14] 以上謝謝
[2817.14-2819.14] 這個問題非常有趣
[2819.14-2825.14] 現在市場上有一句很流行的詞
[2825.14-2827.14] 叫做廢動作
[2827.14-2829.14] 廢就是報廢的動作
[2829.14-2830.14] 這直接的解釋就是喔
[2830.14-2831.14] 這個動作就是報廢的動作
[2831.14-2835.14] 你1月1號開始做的事情到12月31號
[2835.14-2839.14] 你會發現你很多事情都是做白工
[2839.14-2841.14] 那為什麼會這樣子呢?
[2841.14-2845.14] 那一方面就是外面有很多的挑釁
[2845.14-2847.14] 刺激引誘
[2847.14-2850.14] 勸導引導等等等
[2850.14-2853.14] 所以你就下意識要去做這些事情
[2853.14-2855.14] 所以您剛剛所提到問題說
[2855.14-2857.14] 怎麼在我們的營運性命來講的話
[2857.14-2859.14] 其實我可以講
[2859.14-2860.14] 不只是我們公司包含說
[2861.14-2863.14] 我們所有業界很多部分
[2863.14-2867.14] 它的費用都是在做廢動作
[2867.14-2870.14] 就是越忙越窮這種概念
[2870.14-2871.14] 很忙
[2871.14-2874.14] 可是你會發現不知道這忙到哪裡去
[2874.14-2876.14] 但你不忙好像又有罪惡感
[2876.14-2879.14] 覺得好像交代不過去
[2879.14-2882.14] 這是很大的一個休養的問題
[2882.14-2884.14] 這是我們要訓練的
[2884.14-2886.14] 所以對我們的營運來講的話
[2886.14-2888.14] 我們就是盡量的用機制
[2888.14-2890.14] 用政策讓我們人員
[2891.14-2894.14] 能夠做事情越簡單越好
[2894.14-2897.14] 因為簡單就不容易出錯
[2897.14-2901.14] 不出錯你就可以讓事情變得更合理化
[2901.14-2903.14] 那更合理化
[2903.14-2907.14] 當你的營運規模很健康穩定的成長的時候
[2907.14-2910.14] 它的利潤自然會跑出來
[2910.14-2912.14] 所以其實大家都很關心說
[2912.14-2916.14] 我們在這個行業裡面原物料的漲價問題
[2916.14-2919.14] 大概我所碰到每一個人都是在關心原物料
[2919.14-2921.14] 我幾乎很少人會說
[2921.14-2925.14] 人會跟我談到說營運的費用紀律的問題
[2925.14-2930.14] 其實我們真正最大的費用是在於營運的部分
[2930.14-2934.14] 因為原物料你再怎麼漲都是可以預期的
[2934.14-2935.14] 都是可以預防的
[2935.14-2937.14] 都是可以管理的
[2937.14-2939.14] 但是人的行為
[2939.14-2942.14] 尤其是在市場上的角逐裡面
[2942.14-2946.14] 是事後才能夠看到的數字
[2946.14-2948.14] 那這個部分來講就像我剛講的
[2948.14-2949.14] 非常非常
[2949.14-2951.14] 有很多時候
[2951.14-2953.14] 就是越忙越窮的
[2953.14-2957.14] 所以我們都盡量的能夠希望在整個流程上
[2957.14-2959.14] 能夠盡量合理化
[2959.14-2961.14] 讓我們的人可以越簡單
[2961.14-2963.14] 但其實這才是最大的一個挑戰
[2963.14-2966.14] 因為一般的人不喜歡簡單
[2966.14-2970.14] 一簡單會覺得日子會變得很boring
[2970.14-2973.14] 就好像我們經營上談穩定
[2973.14-2976.14] 很多業界朋友都說我們沒有出息
[2976.14-2978.14] 不漲進不積極
[2978.14-2980.14] 在那邊混日子
[2980.14-2981.14] 沒有關係
[2981.14-2986.14] 我覺得這種修為對我們來講比較實在一點
[2986.14-2989.14] 穩定對我們來講還是非常重要的
[2989.14-2993.14] 所以我希望我剛剛這個
[2993.14-2996.14] 不太像答案的答案能夠
[2996.14-2998.14] 讓你能夠有一些理解
[2998.14-2999.14] 好謝謝
[2999.14-3004.14] 好的請線上主持人再接入下一位提問者
[3004.14-3008.14] 下一位提問的是Celsa LC Shane請提問
[3010.14-3012.14] 你好管理層好
[3012.14-3016.14] 我這邊想請教主要也是中控這邊的問題
[3016.14-3018.14] 主要是在茶飲上
[3018.14-3021.14] 因為去年我們茶飲其實表現非常的亮眼
[3021.14-3023.14] 有一個雙位數的增長
[3023.14-3025.14] 不僅僅是有糖茶
[3025.14-3028.14] 無糖茶去年開始也有不錯的貢獻
[3028.14-3031.14] 那今年的話我們在茶飲這邊
[3031.14-3034.14] 是有一些怎麼樣的策略
[3034.14-3037.14] 然後怎麼樣去把握投入的力度
[3037.14-3039.14] 包括就是資源分配上
[3039.14-3044.14] 可能在有糖茶和無糖茶之間怎麼樣平衡
[3044.14-3048.14] 對那個管理層給我們解答一下謝謝
[3048.14-3051.14] 今年中國大陸開始
[3051.14-3053.14] 可能從去年兩年前就開始
