[0.00-16.40] 各位投資先進大家午安
[1790.66-1795.52] 事業已經真正日常一直在進步當中那其中醫院因為
[1795.78-1801.16] 已經通過聆訊了香港事業11號已經通過聆訊我們接下來會做
[1801.42-1804.22] 相對這個Low Show跟上市的準備
[1804.48-1807.30] 醫藥通路方面我們持續擴大這個
[1807.54-1809.08] 展店的能量
[1809.34-1809.86] 然後去
[1810.10-1811.14] 擴大繼續擴大布局
[1811.64-1812.66] 那智能方案
[1812.92-1818.82] 我們聚焦在算力軟體服務還有AI智慧化的核心事業的發展
[1819.06-1820.34] 因應關稅政策
[1820.60-1821.38] 這個
[1821.62-1822.90] 我們也計畫除了
[1823.16-1826.74] 第三地之外也計畫到美國去做生產製造服務的
[1827.00-1828.80] 產能
[1829.30-1834.18] 在智能方案方面那連網通事業在新興市場的專案已經
[1834.48-1835.24] 開始量產
[1835.50-1840.36] 會帶來新的成長動能也積極應對關稅所帶來的變化
[1840.62-1842.42] 也會在第三地
[1842.66-1844.46] 這個布局這個生產的基地
[1845.22-1851.38] 大概以上我的報告大概就這樣子那接下來我們請各事業群總經理針對第一季營運表現跟
[1851.62-1855.98] 第二季的展望給簡短的說明跟摘要那我們請
[1856.24-1858.80] 諮詢事業群總經理丹尼爾跟大家說明
[1860.34-1862.12] 大家好我是丹尼爾薛道榮
[1862.38-1864.18] 跟各位報告一下
[1864.48-1868.06] 資訊科技事業群在第一季的狀況及第二季的展望
[1868.58-1874.72] 第一季全球顯示器的市場銷售是並不落於期的特別在商用市場銷售
[1875.22-1877.28] 與去年同期比較事實上是衰退的
[1877.78-1880.60] 而整體的交通市場的需求是比較平緩
[1881.12-1884.18] 那我們加斯達市集呢第一季顯示器的銷量
[1884.44-1887.00] 跟去年同期比較雖然有小衰退
[1887.26-1890.84] 但我們憑藉著較佳的產品組合我們的營收仍然是成長的
[1891.36-1894.18] 展望第二季有全球顯示器市場需求
[1894.48-1896.26] 特別在美國市場
[1896.78-1899.34] 他的不確定性因為關稅的問題大幅提高
[1900.10-1905.48] 那加斯達手邊的商用客戶在China plus one的生產模式事實上是領先
[1905.74-1906.50] 整個市場的
[1907.02-1913.16] 但現今因為受到美國政府他的一個尊潔的效應以及企業需求的保守影響
[1913.68-1917.52] 我們在第二季的銷售在商用客戶上確定性是仍然高的
[1918.02-1918.54] 而
[1919.06-1920.84] 手邊的家用客戶
[1921.86-1923.40] 受到關稅影響較大
[1923.66-1924.18] 所以他們現在是
[1924.48-1925.50] 積極的加速
[1926.02-1928.58] 轉移擴大在我們越南廠的儲貨量
[1929.08-1934.46] 所以期望在第二季我們的顯示器呢銷售數量及營收
[1934.72-1937.02] 能讓可以較全同期的追求成長
[1937.54-1938.30] 那至於
[1938.56-1941.62] 需要考量的另地生產備案我們也加速評估中
[1941.88-1942.66] 以上報告
[1944.44-1945.46] 謝謝Denny
[1945.72-1947.52] 接下來商業及工業
[1948.28-1950.34] 用事業群總經理林益清
[1950.58-1951.36] 益經理
[1951.62-1952.12] 請他報告
[1953.14-1953.92] 好各位先進
[1954.22-1954.98] 大家好
[1955.24-1959.08] 那接下來由我來報告2025年Q1的重點以及
[1959.34-1960.36] Q2的展望
[1960.88-1963.94] 那整個Q1的部分呢
[1964.20-1967.28] 投影機客戶的需求還是保守
[1967.54-1971.12] 所以都是以標案跟擠擔居多
[1971.38-1974.96] 那YOY是雙位數的衰退
[1975.98-1980.58] 那工業商業客戶呢新產品需求維持的還不錯
[1981.10-1984.18] 雖然有保守的在控制庫存
[1984.48-1985.76] 但是呢YOY
[1986.02-1988.82] 整個Q1還是有個位數的成長
[1990.36-1994.46] 那在車用客戶的部分呢是持續在加單
[1994.72-1996.26] 那出貨有超過
[1996.50-1997.78] 超越預期
[1998.56-2001.38] YOY是兩位數的成長
[2002.14-2003.68] 那展望Q2
[2003.94-2005.72] 投影機的客戶呢因為
[2006.24-2009.56] 關稅有寬限期90天
[2009.82-2013.92] 目前收到的需求Q2比Q1
[2014.22-2016.26] 增加約三成的訂單
[2016.78-2020.10] 除了緊急配合客戶移轉
[2020.36-2021.90] 生產基地以外呢
[2022.16-2025.48] 珍惜這90天的追料以及
[2025.74-2028.30] 還有加班生產來因應客戶的需求
[2029.58-2032.66] 在工業跟商業用客戶的部分呢
[2033.16-2038.80] Q1雖然保守的控制庫存那也觀望了市場的需求
[2039.06-2040.58] 那Q2呢
[2040.84-2043.66] 目前看起來還不錯Q2比Q1
[2044.22-2046.26] 增加了30%的訂單
[2048.06-2048.82] 然後在
[2049.08-2052.42] 車用事業因為受到25%
[2052.92-2054.98] 關稅的影響Q2呢
[2055.22-2056.50] 轉區保守
[2056.76-2057.78] 控制庫存
[2058.04-2059.84] 那觀望市場需求
[2060.10-2061.62] 但是我們對於
[2063.68-2067.52] 今年下半年即將量產的新機種我們依然
[2068.28-2071.36] 新增資本支出這個方向是不變的
[2072.12-2074.18] 那繼續的來擴充這個生產
[2074.48-2075.76] 以及測試設備
[2076.02-2078.06] 那以上是我這邊的報告謝謝
[2079.34-2080.10] 謝謝益清
[2080.36-2081.64] 接下來我們請
[2081.90-2084.46] 醫療事業群總經理楊鳳培先生
[2084.72-2085.48] 跟大家報告
[2085.74-2086.26] 謝謝
[2086.76-2089.32] 各位投資先進大家好
[2089.58-2092.40] 我是醫療事業群總經理楊鳳培
[2092.90-2099.06] 在這裡跟各位報告第一季的重點第一季我們整體醫療成長
[2099.56-2102.12] 大概21%達到70而已
[2102.64-2103.92] 那在其中在醫產
[2104.22-2105.24] 部分我們成長了
[2105.50-2106.26] 81%
[2106.78-2109.34] 那最大的貢獻就是從丁丁藥劑
[2109.60-2110.88] 那是丁丁藥劑
[2111.38-2114.46] 那在這個整個醫療實驗裡面分了兩大塊
[2114.72-2116.00] 一塊就是醫療
[2116.26-2117.28] 健康零售
[2117.54-2121.12] 醫療健康零售裡面就包含了丁丁藥劑
[2121.38-2124.18] 那免疫健康生活的實體通路跟
[2124.44-2125.46] 紅印鑄停器
[2125.72-2129.30] 那目前我們展開的策略一樣是跟以前所設定的
[2129.56-2130.84] 積極在展店
[2131.36-2134.18] 那展店的話除了自行擴電我們透過
[2134.42-2136.02] 投資跟拼購
[2136.26-2137.80] 但是我們的策略是這樣子
[2138.06-2139.08] 就是
[2139.34-2141.38] 不會為了展店而展店
[2141.64-2144.46] 最重要是要更精準更有效率
[2144.72-2146.00] 而且跟原來的
[2146.26-2149.32] 事業有些縱效所以這一點是我們
[2149.58-2152.14] 目前在所做的一些策略
[2152.66-2153.94] 那另外一個我們也
[2154.18-2157.26] 積極跟韓國還有日本的藥妝店
[2157.52-2160.08] 展開電中電的策略合作
[2160.34-2164.18] 那也有跟國內醫業做整個合作也就是
[2164.48-2166.02] 剛所提的電中電
[2166.78-2171.64] 那如果在另外在醫材的部分目前我們在透析除了原有的
[2171.90-2175.22] 透析人醫的市場以外我們目前切到
[2175.48-2178.30] 韓國日本這些寵物市場
[2178.56-2179.84] 寵育的透析市場
[2180.34-2184.44] 那另外在中國的一些集採訂單也逐步在放量
[2184.96-2186.50] 這是透析的部分
[2186.74-2188.28] 那目前影像我們也
[2189.56-2193.66] 就用原來的影像的技術要展開一個新創的產品
[2193.92-2198.52] 展開新ODM的合作然後我們開始可以開拓一些國際市場
[2199.30-2200.58] 那至於說
[2201.60-2202.62] 醫療設備
[2202.88-2206.20] 這部分我們在中國已經製造已經起了證照
[2206.46-2208.50] 已經開始放量在生產了
[2209.02-2211.58] 那以上是第一期的一些重點
[2211.84-2213.62] 展望第二季
[2213.88-2216.18] 還是很正向那還是會
[2216.44-2220.02] 看來是會我們整體還是比第一季還成長
[2220.28-2222.34] 那逐步都往上
[2222.58-2223.62] 所有事業請多多關注
[2223.92-2225.70] 很多事有逐步往上
[2226.22-2227.24] 以上是
[2227.76-2229.80] 我跟各位報告謝謝
[2231.34-2232.10] 謝謝哈利
[2232.36-2237.22] 接下來我們請智能方案事業群總經理曾文鑫交下報告謝謝
[2237.74-2242.86] 各位投資先進與媒體朋友大家好我是智能方案事業群總經理
[2243.38-2247.98] 我們事業群第一季營收YOY成長8%
[2248.24-2251.30] 那主要的策略執行方法是我們聚焦
[2251.82-2253.62] 這個算力軟體服務
[2253.92-2257.50] 跟自動化核心事業發展我們也同步這個持續優化
[2257.76-2258.78] 現有的事業
[2259.04-2262.10] 在持續優化現有事業中的我們具體
[2262.36-2265.44] 協助海外子公司營運績效提升
[2265.70-2270.04] 那在算力事業發展呢在工業電腦的領域呢我們
[2270.30-2271.58] 強化這個邊緣
[2271.84-2275.68] AI運算的佈局我們Q1這個訂單有具體的提升
[2276.18-2279.26] 那在網安市場呢我們有客戶的積單
[2279.52-2282.58] 出貨持續成長目前網安的市場包含
[2282.84-2283.62] 美國跟大
[2283.92-2288.02] 那美國有這個關稅的議題我們積極也在趕上
[2288.26-2289.54] 加大出貨的力道
[2289.80-2292.88] 那在大陸市場呢我們加快這個ODM的
[2293.14-2294.16] 專案的開發
[2294.42-2296.72] 那符合大陸國產化的一個進度
[2296.98-2297.74] 那在
[2298.00-2304.14] 自動化核心事業的發展我們涉足了自動化控制半導體市場那Q1有所回升
[2304.40-2306.44] 那訂單有所易助
[2306.96-2311.30] 至於ONO線上線下虛實整合智慧零售的部分呢
[2311.56-2313.62] 我們積極參展美國NRF領域的開發
[2313.92-2316.98] 我們也有一個新的產品推動這個AI賦能的
[2317.24-2318.78] 自動結帳系統
[2319.04-2319.80] 還有餐飲
[2320.06-2322.10] Kiosk等市場也加大了我們這個
[2322.36-2324.16] Q1營收的一個成果
[2324.66-2328.00] 面對第2季我們的事業群是AIoT
[2328.26-2330.56] 少量多樣的客戶跟市場
[2330.82-2335.42] 我們持續以先進智慧解決方案服務客戶數位轉型
[2335.68-2336.96] 與AI落地
[2337.22-2339.00] 優化與調整海外事業單位
[2339.26-2340.28] 成長的成長
[2340.54-2341.82] 我們也有一個新的產品
[2342.08-2342.84] 推動這個AI
[2343.10-2344.38] 在事業單位持續進行
[2344.64-2346.42] 同時佈局美國生產
[2346.94-2347.96] 製造的服務動能
[2348.22-2350.26] 那第二季呢我們也積極展開這個
[2350.78-2355.90] 開發優質的MMA合作機會以上是智能方案事業群的總結謝謝
[2356.66-2357.44] 謝謝Josh
[2357.94-2361.28] 接下來我們請網通事業群總經理黃文芳女士Apro
[2361.52-2362.30] 為大家報告
[2362.80-2364.08] 各位好
[2364.60-2367.16] 我是Apro跟各位報告
[2367.42-2370.74] 先前有跟各位報告過
[2371.00-2372.28] 明太集團的
[2372.84-2375.40] 企業型為主的這個
[2375.66-2377.44] 客戶呢他的庫存
[2377.70-2379.24] 調節還在持續
[2379.50-2380.26] 因此
[2380.52-2381.80] 我們
[2382.06-2384.10] 在第一季的這個營收
[2384.36-2387.94] 跟前一期比起來是負13%的
[2388.20-2388.96] 這個
[2389.22-2390.76] 結果
[2391.02-2395.12] 那麼因為整個經濟規模太小的關係所以我們在
[2395.62-2400.48] 這個營業利益上面就是呈現表現比較不佳的一個狀況
[2401.00-2401.52] 那
[2401.76-2402.80] 在費用的方面
[2403.10-2404.38] 我們看到這個部分呢
[2404.64-2406.16] 基本上沒有什麼異常
[2406.42-2410.00] 在這個研發的部分呢我們看到有
[2410.26-2413.34] 略為的上升最主要是我們去年
[2413.60-2415.90] 年底有併了這個滯通
[2416.16-2418.96] 那麼在這個研發的這個費用有
[2419.22-2421.02] 些微的上升但是我們在
[2421.28-2424.34] 其他管理的費用的部分都有一些下降
[2424.60-2426.14] 減少了整體費
[2426.64-2427.68] 費用的這個趨勢
[2427.92-2429.46] 那其他部分沒有什麼異常
[2429.98-2432.54] 那麼展望Q2呢
[2433.10-2434.64] 目前看起來Q2
[2434.88-2436.68] 會比Q1是成長的
[2436.94-2441.80] 那成長的原因主要來自於以下幾個首先是
[2442.06-2445.64] 印度部分已經在4月份開始出貨
[2445.90-2449.74] 所以從Q2會具體對我們的營收有成長
[2450.24-2454.08] 再來就是有限寬頻的這個部分的成長的力道
[2454.34-2455.88] 是
[2456.14-2458.44] 是很明確的所以在Q2的部分
[2458.70-2460.74] 也會帶給我們成長那
[2461.00-2462.80] 整體來講我預期Q2
[2463.10-2465.92] 會比Q1大概有10到
[2466.16-2468.22] 一層到兩層左右的成長
[2468.48-2470.52] 那麼比起前一期呢
[2470.78-2472.32] 恐怕還是略為
[2472.56-2474.88] 略為低還沒有完全
[2475.12-2477.18] 還沒有完全回來那這個部分
[2477.44-2481.28] 是Q2的展望那在Q2呢因應關稅的部分
[2481.78-2483.58] 我們在Q2的出貨
[2483.84-2487.16] 也有拉高但是因為生意形態的關係
[2487.42-2488.70] 有些可能要到
[2488.96-2492.80] 到了目的地交貨了才會算營收所以他
[2493.10-2496.16] 對這個出貨的並沒有完全
[2496.42-2499.76] 貢獻在我們Q2的營收但是能夠確保
[2500.00-2503.34] 我們在Q3的一大部分的這個
[2503.60-2505.38] 營收裡頭的成本
[2505.64-2508.20] 是在沒有關稅負擔的情形之下
[2508.46-2509.48] 以上謝謝
[2512.30-2513.06] 謝謝
[2515.62-2521.76] 以上是加世達2025年第一季營運結果及2025年第二季展望的說明
[2523.10-2525.14] 現在開始進行Q&A
[2525.66-2530.26] 各位先進可以利用網路下方的提問區輸入您的提問
[2530.52-2535.12] 因時間有限我們將整理提問後會總回覆
[2538.72-2543.06] 大家好我是董事長陳其榮 Peter Chen
[2543.32-2548.70] 針對Q&A部分謝謝各位先進給很多的這個指教
[2548.96-2549.72] 那
[2549.98-2551.52] 我這邊就先
[2551.76-2552.80] 就一些貴
[2553.10-2555.40] 貴類之後請相關主管來回答
[2555.66-2558.98] 首先針對我們這個IPO的
[2559.24-2562.56] 費用到底有多少然後另外
[2562.82-2565.38] 就醫院的IPO那還有
[2565.64-2568.72] 所謂聆訊到底是什麼叫做
[2568.96-2570.00] 聆訊
[2570.24-2571.52] 聆訊之後
[2571.78-2573.58] 後面的時程這些
[2574.08-2575.12] 醫院
[2575.36-2579.46] 上市的相關的這些請
[2579.72-2582.28] 這個財務長也一併回答
[2583.10-2583.86] 我們這個
[2584.12-2584.88] 這個必選的政策
[2585.14-2587.20] 這三大
[2587.70-2588.22] 問題啊
[2588.48-2593.34] 請我們財務長Jasmine這邊來做通稿的回答謝謝
[2596.92-2598.20] 好我是Jasmine
[2598.46-2601.78] 那首先我們還是針對民際醫院的IPO
[2602.04-2609.20] 那實際上我們在上一季有報告過就是說他之前已經先拿到中國證監會的備案通過這樣子
[2609.46-2612.80] 然後就要等港交所的一個聆訊
[2613.10-2614.88] 之後才能夠進行所謂的
[2615.14-2615.66] 成銷
[2615.92-2622.32] 然後事實上在前陣子已經舉辦過這個港交所的聆訊所以才會有在披露
[2622.56-2625.12] 上面公告了聆訊後的一個
[2625.64-2627.44] 那個招股書的內容
[2627.68-2633.84] 那我們現在實際上的後面的重點就剩下這個跟投資人的
[2634.08-2634.60] 溝通
[2634.86-2642.54] 跟成銷價格的一個決定所以現在整個民基醫院是在加快這個成銷的一個速度
[2643.10-2648.72] 那我們希望能夠盡快能夠有好消息來跟各位投資先進做報告
[2648.98-2650.26] 這是第一個重點
[2650.52-2655.38] 第二個重點就是實際上呢在港交所要申請上市這個
[2655.64-2661.28] 這相關的這個保健費用或IPO費用是真的非常高的因為他們
[2661.52-2667.68] 要最主要都是著重在這個律師上面的一些費用因為查核非常的嚴謹
[2667.92-2670.74] 這實際上是對投資人的一種保障
[2671.00-2672.80] 這跟在台灣上市的一個
[2673.10-2675.40] 相關的費用的比較真的差蠻多
[2675.66-2676.42] 不過總之
[2676.68-2681.80] 在第一季目前來看這個IPO費用大概有在2000多萬左右
[2682.06-2685.64] 那第二季呢應該還會有因為
[2685.90-2687.68] 在他還沒有上
[2687.94-2692.56] 真正上市之前都還會有一些IPO費用所以我們會加速
[2692.80-2694.34] 讓他趕快上去
[2694.60-2696.64] 這是跟民基醫院相關的
[2696.90-2702.80] 那一樣歡迎各位投資先進給予民基醫院支持然後如果想要對我們民基醫院有所了解
[2703.10-2707.70] 那也可以上這個PRE-RE-YI網站去了解我們兩家民基醫院
[2707.96-2712.06] 在大陸在民營醫院上面的一個成果跟績效
[2712.56-2713.60] 這是民基醫院
[2713.84-2717.18] 那第二個就是有關於這個最近這個
[2718.20-2723.06] 那個台幣升值的幅度非常非常之大然後所以呢
[2723.32-2729.46] 事實上集團的整個避險政策從以前到現在我們都是希望在整個
[2729.72-2731.00] 收入跟
[2731.26-2732.80] 採購上面盡量Nature
[2733.10-2739.24] Hedge也就是說Nature hedge就是說你是美金收入你就盡量是美金的一個採買的這樣子
[2739.50-2741.04] Nature hedge的部分
[2741.28-2744.10] 那當然總是還是會有一些曝險部位
[2744.36-2747.18] 這些曝險部位呢我們就是
[2747.68-2750.24] 在集團角度就是把他Hedge掉
[2750.50-2751.28] 就是
[2751.52-2753.58] 在市場上看是用SPAR
[2753.84-2756.40] 或是用Forward遠期外會把他賣掉
[2756.64-2757.68] 的一個意思
[2757.92-2762.02] 所以在過去的曝險部位我們大概就是都是這樣把他Hedge掉了
[2762.28-2762.80] 可是呢
[2763.10-2767.70] 在這一次的這個美金貶值台幣升值這麼大的一個數
[2767.96-2770.78] 這麼快的速度跟這麼大的幅度
[2771.04-2771.80] 事實上
[2772.82-2774.88] 怎麼樣在未來幾個月
[2775.12-2778.20] 如果持續這樣他就是還是會影響到一個
[2778.46-2783.58] 本業的一個獲利那幸好加市達整個集團我們剛才講到說
[2783.84-2784.60] 我們
[2784.86-2791.00] 在全球200多個點所以我們不管是在營收在材料上面我們有各種的
[2791.26-2792.80] 的避別我們除了美金
[2793.10-2794.64] 收入的避別我們
[2794.88-2796.94] 也有人民幣也有歐元
[2797.20-2800.26] 等等之類我們的採購的材料這些也是
[2800.52-2802.32] 所以我們現在看起來就是說
[2802.56-2803.34] 事實上
[2804.36-2810.24] 對本業獲利還是會有一些影響因為很大的Opens都是台幣成本
[2810.50-2814.08] 那所以上面即使是Nature Hedge掉了
[2814.34-2815.36] 這個部分
[2815.62-2816.40] 可是因為
[2816.64-2822.02] 賺一塊美金的獲利貢獻他就會從那30幾塊變成30
[2822.28-2823.30] 就是這樣的一個影響
[2823.56-2824.32] 不過總之
[2824.58-2825.86] 我們
[2826.12-2830.98] 對有些子公司是有利的那有些子公司是在本業上會有些影響那
[2831.24-2832.78] Net起來基本上
[2833.02-2834.82] 我們希望在影響
[2835.08-2836.10] 不是那麼
[2836.36-2837.90] 大的一個情況之下
[2838.14-2839.68] 在Mage這個匯率
[2844.04-2847.62] 好那接下來針對有先進問到
[2849.16-2851.98] 有關這個關稅啊對這個整個
[2852.28-2856.62] 公司啊或是各個事業群的這個影響大概
[2856.88-2861.50] 這個狀況怎麼樣然後是否會考慮到
[2861.74-2864.30] 美國去設廠那這個
[2864.56-2870.70] 問題我們請總經理來做統籌的回答就不必到各個事業群做
[2870.96-2873.26] 全面性統合的回答謝謝
[2873.78-2877.62] 那因為我想剛才提到在美國關稅問題上
[2877.88-2879.92] 我們有幾個動作一個是到
[2880.18-2881.72] 低稅率的國家去
[2882.28-2882.78] 目前
[2883.04-2885.10] 我們也有考慮到墨西哥
[2885.34-2886.12] 這是
[2886.38-2890.46] 因為USMCA的部分會cover這個稅率的問題
[2890.72-2893.80] 另外有幾個AI的產品或者是工業的產品
[2894.06-2897.90] 可能會到美國去那美國問哪個地區其實我們在美國的
[2898.14-2900.70] 加州本來就有一些小的加工線在那裡
[2900.96-2903.26] 我們會利用那個加工線持續擴大
[2903.52-2904.04] 那來
[2904.30-2906.86] 因應那個美國關稅的問題
[2907.10-2910.18] 當然如果說這個訂單量是非常大的
[2910.44-2910.94] 那
[2911.20-2911.98] 在加州也許
[2912.28-2914.58] 不是好的地方我們會另選地方
[2914.84-2916.38] 來擴大這個真正的生產線
[2916.62-2917.40] 以上回答
[2920.22-2926.10] 我稍微補充一下這個各個事業群的這個產品現在不同啊
[2926.36-2928.66] 那他書面的這個比例也不同
[2928.92-2931.48] 還有稅率也都不一樣所以
[2931.74-2933.26] 我們會
[2933.52-2941.72] 透過大間對呀畢竟我們的這個生產的賽的在各個事業群也都有不同的這個安排所以
[2942.28-2945.34] 這就可以變成是我們大間對的好處
[2945.60-2948.16] 就比如說像有兩三個公司
[2948.68-2951.24] 在加州都有這個本來就生產線
[2951.50-2952.00] 在
[2952.26-2953.28] 做
[2953.54-2958.92] 這個這個在地化的工作那像這方面就可以來協助整個
[2960.20-2961.22] 這個這個
[2961.48-2962.24] 集團
[2962.50-2965.58] 針對美國社團這方面可以做
[2965.82-2968.14] 這些大家中小的整合
[2968.64-2969.16] 那
[2969.66-2970.18] 額
[2970.94-2971.46] 另外
[2971.46-2972.48] 大家好大家
[2972.74-2973.76] 關心的就是說
[2974.02-2976.58] 到底這些會產生的
[2977.10-2979.14] 影響我剛剛已經有
[2979.40-2980.94] 說明到所以
[2981.18-2982.22] 我們
[2982.46-2985.28] 總體的大概在美國只有26%
[2985.54-2986.56] 26%
[2986.82-2989.38] 那有先進的在關心這一塊
[2989.64-2993.22] 所以對我們來講大概四分之的影響我們透過
[2993.48-2997.06] 大間對的這個整個資源的整合跟分享
[2997.32-3000.14] 能夠讓這方面的影響
[3000.38-3001.16] 能夠
[3001.46-3003.00] 降到最低
[3003.26-3005.30] 這個是做一點補充
[3005.82-3007.60] 那另外
[3008.88-3010.68] 由我這邊來回答幾個
[3010.94-3012.98] 我這邊
[3013.24-3014.00] 看到的
[3014.26-3014.78] 問題
[3015.02-3017.58] 你說我們的報告格式啊都沒有改變
[3017.84-3021.68] 其實這是好的方式啊這是我們的
[3021.94-3024.76] 這個風格跟方式我們希望
[3025.02-3026.30] 每次談的主題
[3026.54-3028.86] 該回答的問題基本上
[3029.10-3031.42] 都已經透過這個固定格式回答
[3031.72-3033.26] 那裡面也有很多數字
[3033.50-3035.56] 剛剛也有看到先進在
[3035.82-3038.62] 指導說我們好像都沒有在講數字
[3038.88-3039.66] 其實這個
[3039.90-3041.70] 大家假如看看我們的報告
[3041.96-3044.26] 麻煩上去參考一下
[3044.52-3046.06] 數字是非常多
[3046.30-3047.08] 所以
[3047.34-3050.14] 我們還怕說數字太多
[3050.40-3052.20] 大家會眼花了亂
[3052.46-3053.22] 所以
[3053.48-3054.76] 很多都是
[3055.02-3056.04] 標準化
[3056.30-3057.82] 還有這個數字化
[3058.08-3059.10] 我們最後的
[3059.62-3060.90] 經營成果當然只要透過數字
[3061.72-3062.74] 在呈現
[3063.00-3064.78] 所以希望大家能理解
[3065.04-3069.90] 這樣一次又一次的溝通大家就會越來越熟悉越來越清楚
[3070.16-3072.46] 我們的這個邏輯跟我們的
[3072.72-3073.24] 這個
[3073.50-3074.00] 談
[3074.26-3076.06] 傳達的訊息
[3076.30-3077.84] 前後都是一致的
[3078.62-3079.90] 那另外
[3080.14-3081.42] 有先進在
[3081.68-3085.52] 建議就是我們好像很少在談技術
[3086.80-3087.58] 這塊
[3087.82-3090.64] 我要特別感謝這個
[3090.64-3093.46] 我們以後可以稍微來加強一下
[3093.72-3096.28] 談技術其實我們集團最多
[3096.52-3097.56] 我們的技術
[3098.06-3101.14] 大家可以看到我們有這個幾大事業群
[3101.40-3104.20] 這很快的技術含量是很多的
[3104.72-3105.48] 那
[3105.74-3111.12] 好像我們都是在談併購但是這兩個他基本上並不違背
[3111.38-3112.40] 那我們在
[3112.66-3115.72] 發展這個高付價價值的新的事業
[3116.76-3118.80] 有兩種方式一種是
[3119.06-3120.60] 像我們以前熟知的
[3120.90-3122.44] 方式是透過找技術
[3122.68-3123.72] 找RD
[3123.96-3125.00] 然後把它做出來
[3125.24-3126.28] 然後再去取證
[3126.52-3127.56] 然後再去銷售
[3127.80-3129.34] 但是這些方式
[3129.60-3134.46] 這是在自動訊產業快速的輪動的這樣的技術跟產品
[3134.72-3135.74] 相對
[3136.00-3138.30] 是比較大家習慣
[3138.56-3139.32] 但是在
[3139.58-3141.12] 比如像醫療事業群
[3141.64-3143.42] 或者是像我們的
[3143.68-3145.22] AIoT事業群這些
[3145.72-3147.00] 我假如是靠
[3147.52-3148.54] 這樣的方式
[3148.80-3150.60] 像傳統的這樣方式去
[3150.90-3152.94] 去做的話速度會太慢
[3153.20-3153.96] 所以我們
[3154.74-3156.52] 透過這個併購
[3156.78-3158.84] 那形成這個大艦隊
[3159.08-3160.36] 我們缺乏技術
[3160.62-3161.90] 我們去靠併購
[3162.16-3164.98] 然後把這些隱形冠軍整合進來
[3165.24-3168.30] 再透過加次打的技術再製造
[3168.82-3170.10] 還有行銷通路
[3170.36-3171.38] 等等的這些
[3171.88-3173.68] 資源的整合能夠把
[3173.94-3175.48] 技術快速取得
[3175.72-3176.24] 放大
[3176.76-3177.26] 還有
[3177.52-3178.04] 能夠
[3178.28-3180.60] 最重要就是說行銷到市
[3180.90-3181.40] 市場
[3181.66-3182.18] 所以
[3182.44-3183.72] 這兩個並沒有抵觸
[3183.96-3185.00] 並沒有抵觸
[3185.24-3186.78] 只是用的方式不同
[3187.04-3189.08] 所以我常常在談的就是說
[3189.34-3191.40] 像特別是這樣醫療
[3191.64-3194.20] 我有一個原則叫通路先行
[3194.72-3198.82] 因為醫療最難的是在最後怎麼把產品賣到
[3199.08-3200.86] 醫院賣到診所
[3201.38-3202.66] 那這個其實是
[3202.92-3204.96] 最有價值也困難度最高
[3207.78-3208.28] 我們
[3208.54-3210.08] 透過通路先行
[3210.90-3211.66] 把技術
[3212.44-3213.20] 應用在
[3213.46-3215.50] 這個醫療之後
[3215.76-3217.30] 能夠快速有效的
[3217.80-3218.58] 能夠在
[3218.84-3219.60] 這個
[3219.86-3221.64] 應用上面
[3221.90-3222.92] 能夠看到
[3223.70-3227.80] 這方面的這個效能的發揮最重要是可以轉為
[3228.30-3229.58] 我們叫大熱賽
[3229.84-3231.38] 能夠變成真正
[3231.64-3232.92] 化為營收
[3233.16-3234.20] 化為獲利
[3234.70-3236.76] 大家可以觀察在
[3237.00-3238.54] 台灣為什麼這個
[3238.80-3239.32] 醫療
[3239.56-3240.34] 設備啊
[3240.64-3241.92] 相當的這些發展
[3242.18-3243.20] 在過去
[3243.46-3245.24] 這麼多年來相對的
[3245.76-3247.80] 大規模的公司
[3248.06-3248.58] 比較少
[3249.08-3250.62] 比如說醫療設備
[3251.14-3253.70] 就沒有一家公司是超過100億的
[3254.20-3257.28] 那這些都是其來有自
[3257.54-3258.56] 所以我們
[3258.82-3260.86] 想要改變這方面的這樣的
[3261.12-3262.40] 產業的生態
[3262.66-3266.24] 那也可以讓投資更快速有效的
[3266.50-3269.32] 能夠變成營收能夠變成獲利
[3269.56-3270.34] 所以在
[3270.64-3272.18] 醫療這個產業的投入
[3272.44-3274.22] 我們透過通貨先行
[3274.48-3276.52] 是有別於大部分台灣的
[3276.78-3277.56] 這個
[3277.80-3280.62] 集團在投入醫療的方式
[3281.64-3283.70] 這大概從這個角度
[3283.96-3285.24] 來跟大家說明
[3285.48-3287.80] 至於說技術的部分
[3288.04-3289.84] 大家都知道我個人是
[3290.10-3291.12] RD的背景
[3291.38-3294.44] 我是電機系畢業的RD也做了1、20年
[3295.22-3297.00] 然後新產品現在做很多
[3297.52-3298.80] 接下來
[3299.06-3299.82] 法說會
[3299.82-3300.84] 假如有機會
[3302.12-3305.70] 那我會適度來這個提高
[3305.96-3306.48] 技術
[3306.74-3307.76] 相關的含量
[3308.02-3308.78] 還有技術
[3309.30-3310.82] 重點是這樣的分享
[3311.08-3312.62] 這個也謝謝
[3312.88-3314.66] 我們這個投資先進的建議
[3314.92-3316.46] 那這方面我們會逐步
[3316.72-3318.76] 來增加來改善
[3319.02-3320.30] 大概是這樣
[3320.82-3324.14] 那因為現在已經快3點了
[3324.40-3326.18] 針對大部分的問題
[3326.44-3327.72] 該回答的都回答
[3327.98-3329.00] 那面對
