[0.00-6.64] 各位投資先進大家午安
[1747.38-1751.98] 廠商如聯用亦增加對此類產品的投入
[1751.98-1759.16] 請問公司如何看待RAMBES OLED DDI業務今年的成長性以及的價格狀況?
[1759.16-1764.54] 那同時KGI的Lucas Liu有問到說請公司更新帶RAMBES OLED DDI
[1764.54-1767.10] 產品的情況
[1767.10-1771.20] 目前RAMBES OLED DDI佔公司營收約多少比重
[1771.20-1773.50] 客戶對該產品
[1773.50-1775.04] 當前採用的狀況
[1775.04-1777.08] 以及客戶的反饋為何?
[1777.08-1780.42] 那這問題請董事長回答
[1780.42-1782.72] RAMBES OLED DDI的
[1782.72-1786.30] 目前我們的客戶反應是相當良好
[1786.30-1789.62] 也看到很多
[1789.62-1790.90] 客戶
[1790.90-1793.98] 願意再增加RAMBES OLED DDI這方面的一個開案量
[1793.98-1794.50] 也看到很多客戶願意再增加RAMBES OLED DDI這方面的一個開案量量
[1794.50-1799.62] 但是因為RAMBES OLED DDI本身是不帶RAMBES OLED DDI
[1799.62-1801.92] 所以它同一片WiFi的
[1801.92-1803.20] 產出
[1803.20-1805.26] 會有比較多的晶片
[1805.26-1808.84] 意思就是單價會比較低
[1808.84-1812.16] 因為整體手機的市場已經
[1812.16-1815.24] 不會有太大的成長
[1815.24-1819.08] RAMBES OLED的滲透力其實也已經到了一個60%
[1819.08-1822.66] 在增加也不是那麼容易
[1822.66-1823.94] 如果是RAMBES OLED DDI的這個
[1823.94-1827.26] 需求增加的話其實對整體的
[1827.26-1830.60] 單價營收是相對是比較不利的
[1830.60-1831.36] 以上
[1831.36-1834.18] 謝謝董事長的回答
[1834.18-1838.54] 然後之後是關於LDDI跟PIMIC T-COM的問題
[1838.54-1840.84] 那首先的問題是
[1840.84-1843.14] 元大的Antony Rao問到說
[1843.14-1845.70] 中國去舊換性的政策下
[1845.70-1850.30] PC TV的DDI是否有看到短期的需求上升
[1850.30-1853.90] 以及後續的延續性為何?
[1853.94-1857.78] 那這問題請我們董事長回答
[1857.78-1860.86] 整體消費性產品在去年DG
[1860.86-1864.94] 因為這是中國的政策性的補貼下
[1864.94-1867.26] 是需求上面有看到上升
[1867.26-1868.78] 今年DG
[1868.78-1871.10] 也看到有一個延續性在
[1871.10-1872.38] 那這裡面
[1872.38-1874.94] 以大尺寸的機動IC中
[1874.94-1876.22] 電視跟
[1876.22-1879.54] 電腦螢幕的這個顯示是比較好的
[1879.54-1882.36] 那比這型電腦我們現在看到的情況是比較
[1882.36-1883.90] 持平的以上
[1883.94-1886.50] 謝謝董事長回答
[1886.50-1890.86] 那下一個問題是由元大的Antony Rao所提出
[1890.86-1892.38] 那是關於
[1892.38-1896.22] AIPC對於Notebook、DDI、T-COM規格
[1896.22-1898.28] 是否有升級的需求
[1898.28-1900.32] 那這問題請我們董事長回答
[1900.32-1904.94] 顯示的規格一路以來其實都在提升的
[1904.94-1905.96] 那我想
[1905.96-1909.54] 不是只因為AIPC的關係
[1909.54-1913.64] 那AIPC我們看到是它有可能會刺激整個的
[1913.64-1915.68] 市場的關係潮
[1915.68-1916.72] 以上
[1916.72-1919.28] 謝謝董事長回答
[1919.28-1922.60] 然後接著是有關於車載公控的部分
[1922.60-1925.68] 那由KGI的Lucas Liu問到說
[1925.68-1929.26] 公司對車載及公控在
[1929.26-1932.32] 今年第一季及2025年的看法
[1932.32-1934.38] 以及能建築為何
[1934.38-1936.94] 那元大的Antony Rao有問到說
[1936.94-1942.32] 今年車載及公控產品線成長性有望優於2020年嗎
[1942.32-1943.60] 公司更多說
[1943.64-1946.46] 收穫於歐美還是中系車廠而已
[1946.46-1948.50] 那這問題請我們董事長回答
[1948.50-1949.02] 好
[1949.02-1950.56] 之前也說明過我想
[1950.56-1954.64] 我們現在看到第一季的車載公控需求
[1954.64-1956.44] 會因為淡季的影響
[1956.44-1958.48] 有所下降
[1958.48-1965.40] 但是長期來講我們認為我們的車載公控的還是能夠維持一個穩健的成長
[1965.40-1966.68] 另外
[1966.68-1972.06] 目前公司的車載公控產品已經用在歐美亞洲
[1972.06-1973.08] 各個
[1973.64-1976.40] 國內的車載公控置oli加起
[1976.40-1978.58] 並且成長在に Christopher
[1978.58-1979.28] 臺灣 censor
[1979.28-1981.10] 與 linear
[1981.10-1981.86] 以上
[1983.12-1984.90] 謝謝董事譚的回答
[1985.16-1988.24] 那接著是有關財務數字的部分
[1988.48-1989.92] 那這部分是由我們財務長才為 lumin
[1989.92-1991.04] 請你來回答
[1992.68-1994.98] 首先是
[1994.98-1997.44] KGI的Lucas Liu問到
[1998.22-2001.80] 今年第一季毛利率展望及變化原因為何
[2001.80-2003.60] 2025年的毛利率展望為何
[2003.64-2005.94] 那元大的Enternail有问到说
[2005.94-2008.20] 毛利率的趋势为何
[2008.20-2011.10] 那同时国泰投信的张静云
[2011.10-2011.84] 也有问到
[2011.84-2013.72] 今年毛利率的走向为何
[2013.72-2016.02] 那这部分请我们财务长回答
[2016.02-2018.60] 各位投资先进大家午安
[2018.60-2020.52] 这个问题就是
[2020.52-2022.64] 如同刚刚董事长有提到
[2022.64-2024.64] 产品价格有降价的趋势
[2024.64-2026.38] 所以我们认为毛利率
[2026.38-2029.56] 可能会受到市场竞争的影响
[2029.56-2031.12] 仍然会有压力
[2031.12-2033.34] 以上说明
[2033.64-2035.64] 谢谢我们财务长的回答
[2035.64-2037.06] 那下一个问题
[2037.06-2039.46] 是由元大的Enternail问到说
[2039.46-2042.88] 请问公司对Boundary和OCE
[2042.88-2045.44] 成本改善可能性的看法为何
[2045.44-2047.84] 那国泰投信的张静云
[2047.84-2048.68] 也有问到说
[2048.68-2051.98] 毛利率是否有受惠Boundary成本降价
[2051.98-2054.34] 那这问题请我们财务长回答
[2054.34-2057.90] 我们面临
[2057.90-2060.40] 就是来自客人的价格压力
[2060.40-2062.96] 因此我们会要求供应链
[2062.96-2065.14] 共同面对市场竞争
[2065.14-2067.20] 大家一起共提时间
[2067.20-2068.58] 配合价格调整
[2068.58-2071.34] 然后同时我们也会持续
[2071.34-2073.20] 透过新产品的开发
[2073.20-2075.64] 以及产品设计的经济
[2075.64-2077.88] 来减缓毛利率的波动
[2077.88-2079.16] 以上
[2079.16-2081.84] 谢谢财务长的回答
[2081.84-2086.20] 那下一个问题是由元大的Enternail问到说
[2086.20-2090.80] 今年第一季跟今年全年的费用率看法为何
[2090.80-2092.96] 那KGI的Lucas Rowe问到说
[2092.96-2097.96] 公司第一季的营业费用金额或费用率涨万为何
[2097.96-2102.96] 2025年营业费用金额或费用率涨万为何
[2102.96-2105.96] 那这个问题请我们财务长回答
[2105.96-2107.96] 就短期来看
[2107.96-2110.96] 全年的费用率将维持在近期的水准
[2110.96-2111.96] 以上
[2111.96-2113.96] 谢谢财务长的回答
[2113.96-2117.96] 那下一个问题是由KGI的Lucas Rowe问到
[2117.96-2122.96] 那题目是关于今年的第一季库存及库存天数
[2122.96-2124.96] 天数的趋势为何
[2124.96-2126.96] 那请我们财务长回答
[2126.96-2132.96] 在24年的第四季的存货天数是53天
[2132.96-2137.96] 那预计今年第一季的存货天数将维持在健康的水位
[2137.96-2138.96] 以上
[2138.96-2140.96] 谢谢财务长的回答
[2140.96-2144.96] 那下一个问题是由国泰投信的张静云问到
[2144.96-2147.96] 我们的股利配发率为何
[2147.96-2149.96] 那请我们财务长回答
[2149.96-2150.96] 如同前面报告
[2150.96-2151.96] 今年的营业配发率是
[2152.96-2154.96] 80.2%
[2154.96-2155.96] 回答
[2155.96-2157.96] 谢谢财务长的回答
[2157.96-2161.96] 那下一个问题是由KGI的Lucas Rowe所提出
[2161.96-2167.96] 那是关于公司在2025年全年的税率预估为何
[2167.96-2169.96] 那请我们财务长回答
[2169.96-2170.96] 好
[2170.96-2172.96] 这部分应该会是跟王敏是相似的
[2172.96-2173.96] 好
[2173.96-2174.96] 以上说明
[2174.96-2177.96] 那以上是我们财务相关的问
[2177.96-2182.96] 那接着呢是有关于产品运发相关的问题
[2182.96-2185.96] 那这部分会由我们的总经理来回答
[2185.96-2188.96] 那首先是由关于
[2188.96-2191.96] 首先是由KGI的Lucas Rowe所问到
[2191.96-2194.96] 公司目前是否有即将推出的新产品
[2194.96-2198.96] 以及正在开发的新产品或新市场规划
[2198.96-2200.96] 能够跟我们分享的
[2200.96-2202.96] 那请我们总经理回答
[2202.96-2203.96] 好
[2203.96-2205.96] 这我分几个方面说明
[2205.96-2210.96] 那第一个在LCD大尺寸的部分的话
[2210.96-2217.96] 那我们持续在Driver、T-COM跟这个电源管理IC的这个Total Solution
[2217.96-2221.96] 我们是有持续在增加我们的开案
[2221.96-2223.96] 还有量产的数量
[2223.96-2229.96] 那另外有关显示器的部分
[2229.96-2236.96] 尤其是在高刷新率100可以支持120Hz或者是144Hz的
[2236.96-2239.96] 这个应用我们的Driver跟T-COM呢
[2239.96-2242.96] 也已经进入量产
[2242.96-2245.96] 那OLED的部分的话呢
[2245.96-2250.96] 我们一直都持续的在做更新迭代
[2250.96-2254.96] 不管是我们的穿戴、手机、折叠、IT等等这些应用呢
[2254.96-2259.96] 我们都是持续的在做更新迭代
[2259.96-2260.96] 那可以
[2260.96-2264.96] 这样可以提升我们这个产品的竞争力
[2264.96-2265.96] 还有效能
[2265.96-2266.96] 那同时呢
[2266.96-2269.96] 功耗也都进一步的在往下
[2269.96-2271.96] 降
[2271.96-2273.96] 那我想OLED这边的客户呢
[2273.96-2276.96] 也持续在追求所谓的差异化
[2276.96-2279.96] 让产品更有在市场上更有特色
[2279.96-2282.96] 所以我们也跟客户有紧密的合作
[2282.96-2285.96] 在开发一些客制化的IC
[2285.96-2288.96] 那另外我们车用的部分呢
[2288.96-2292.96] 车用OLED我们也有在进行布局
[2294.96-2296.96] 那车载的部分的话
[2296.96-2298.96] 除了传统的DDI
[2298.96-2301.96] 还有我们现在已经量产的TDDI之外呢
[2301.96-2305.96] 我们也正在进行的是TDDI
[2305.96-2309.96] 进一步在整合Local Dimming功能的这样子一个产品
[2309.96-2313.96] 那目前都已经在开发验证当中
[2313.96-2319.96] 那今年应该可以顺利的导入量产
[2319.96-2323.96] 那另外在一些新型的一个显示器
[2323.96-2325.96] 像胆固醇液晶
[2325.96-2328.96] 这个是一个双稳态的显示器
[2328.96-2332.96] 具有节能的一个功能
[2332.96-2336.96] 那另外像还有Micro-ID的这个显示器
[2336.96-2339.96] 尤其是在应用的驱动IC方面
[2339.96-2340.96] 那这两个部分的话
[2340.96-2343.96] 我们都已经是进入了量产
[2343.96-2348.96] 那现在也正在进行开发下一代的一个产品
[2348.96-2349.96] 以上
[2350.96-2352.96] 谢谢总经理的回答
[2352.96-2353.96] 那下一个问题呢
[2353.96-2357.96] 是由合力资本的温启宏所提出
[2357.96-2359.96] 那问题是关于说
[2359.96-2362.96] 面对手机市场成长趋缓
[2362.96-2365.96] 我们看到同业像是HiMAX奇迹
[2365.96-2368.96] 努力往一些高成长的领域发展
[2368.96-2371.96] 瑞鼎中长期有没有这样的规划
[2371.96-2373.96] 那目前的进度为何
[2373.96-2375.96] 那这问题请我们总经理回答
[2377.96-2379.96] 那首先是在OLED部分
[2379.96-2385.96] 那我们已经在手机跟穿戴这个应用领域的已经站稳脚步
[2385.96-2387.96] 那我们也看到
[2387.96-2390.96] OLED未来比较有成长机会的
[2390.96-2393.96] 会是在IT跟车载应用这个领域
[2393.96-2396.96] 所以我们也投入相当多的资源
[2396.96-2400.96] 在进行这方面的一个开发布局
[2401.96-2403.96] 那另外车载工控的部分的话
[2403.96-2407.96] 我们也持续在完善我们的这个产品线
[2407.96-2410.96] 让我们产品线更完整
[2410.96-2415.96] 然后我想我们的市占率也可以再进一步的提升
[2415.96-2418.96] 那大尺寸的部分的话
[2418.96-2423.96] 一样我想单独靠单一某一个产品竞争力是不够
[2423.96-2426.96] 所以我们在整合型的Total Solution方面
[2426.96-2428.96] 我们也持续在努力
[2428.96-2431.96] 那此外就像刚才有提到的信息显示器
[2431.96-2434.96] 像挡固存液晶跟Micro LED
[2434.96-2436.96] 我们也是持续的投入
[2436.96-2440.96] 希望能够掌握到未来一个成长的一个机会
[2440.96-2442.96] 谢谢
[2445.96-2447.96] 谢谢总经理的回答
[2447.96-2450.96] 那下一个问题是由KGY的Lucas Liu所提出
[2450.96-2456.96] 那问题是关于说瑞鼎投资ARK Semiconductor的情况有没有更新
[2456.96-2459.96] 那这个问题请问总经理回答
[2459.96-2463.96] 我们所投资的ARK Semiconductor
[2463.96-2469.96] 那这家公司是以电源相关的一些IC开发为主
[2469.96-2474.96] 尤其是在High Performance Computing的这个Power的应用上面
[2474.96-2482.96] 那目前公司呢也如期的照原型规划的这个计划在展开产品开发
[2482.96-2485.96] 还有业务拓展的动作
[2485.96-2486.96] 以上
[2486.96-2488.96] 谢谢总经理的回答
[2488.96-2491.96] 那接着是关于供应链相关的问题
[2491.96-2494.96] 那这部分一样是用总经理来回答
[2494.96-2497.96] 那首先是KGY的Lucas Liu问到
[2497.96-2502.96] 中国晶圆代工厂头片比重目前为何
[2502.96-2504.96] 未来台湾与中国晶圆代工厂的投资
[2504.96-2506.96] 配比规划为何
[2506.96-2512.96] 长期头片和封测业者的选择的策略为何
[2512.96-2515.96] 那这部分请我们总经理回答
[2515.96-2518.96] 我想在晶圆代工厂的部分
[2518.96-2522.96] 我们的这个供应商的选择呢
[2522.96-2527.96] 我们会考虑到这个有关供应链短链啊
[2527.96-2532.96] 还有供应链的韧性还有长期的一个稳定关系的前提之下呢
[2532.96-2533.96] 我们还是会考虑到这个有关供应链短链啊 还有供应链的韧性还有长期的一个稳定关系的前提之下呢
[2533.96-2540.96] 我们还是会持续跟多元化的这个代工伙伴合作
[2540.96-2544.96] 那大家也都建立了很长期的一个合作伙伴的关系
[2544.96-2551.96] 那我想这样可以有利于我们取得长久的一个产能供应的稳定
[2551.96-2555.96] 还有具有竞争力的一个成本结构
[2557.96-2559.96] 谢谢总经理的回答
[2559.96-2562.96] 那下一个问题是由KHL的Lucas所提出的
[2562.96-2571.96] 那问题是关于公司是否能分享当前头片与封测成本的展望
[2571.96-2573.96] 那这问题请我们总经理回答
[2573.96-2574.96] 那这问题请我们总经理回答
[2574.96-2581.96] 产品长久持续都是有一个降价的一个压力
[2581.96-2586.96] 那我想我们的方菊跟封测的这个合作伙伴呢
[2586.96-2590.96] 未来也都有一个降价的一个趋势
[2590.96-2591.96] 那我想这个是
[2591.96-2593.96] 大家一起合作
[2593.96-2599.96] 然后让我们的B&S可以运作更顺畅
[2599.96-2602.96] 谢谢总经理回答
[2602.96-2607.96] 那下一个问题是由元大的Antony Lau所提出
[2607.96-2611.96] 那问题是关于今年28奈米量产在中国Fab的状况
[2611.96-2614.96] 是否将明显的改善
[2614.96-2616.96] 那这问题请我们总经理回答
[2616.96-2619.96] 我们在中国的28奈米高压电池的发展是有很大的改善
[2619.96-2622.96] 我们在中国的28奈米高压电池的发展是有很大的改善
[2622.96-2623.96] 因为中国的28奈米高压制成的产品呢
[2623.96-2625.96] 去年已经进入量产
[2625.96-2627.96] 而且这个过程进展也是顺利
[2627.96-2630.96] 那我们预期今年会有比较快速的一个成长
[2630.96-2631.96] 那我们预期今年会有比较快速的一个成长
[2631.96-2632.96] 那我们预期今年会有比较快速的一个成长
[2632.96-2634.96] 谢谢总经理的回答
[2634.96-2636.96] 那以上为会前提问之回复
[2636.96-2638.96] 那以上为会前提问之回复
[2638.96-2640.96] 请线上投资人稍后1分钟
[2640.96-2643.96] 我们会尽快整理现场提问并回复
[2643.96-2644.96] 我们会尽快整理现场提问并回复
[2644.96-2645.96] 谢谢
[2645.96-2646.96] 谢谢
[2649.96-2679.94] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[2679.96-2709.94] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[2709.96-2739.94] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
