[0.00-20.22] 欢迎各位投资先进参加台湾聚合化学品股份有限公司
[1590.58-1592.38] 最前的净损呢
[1592.38-1596.22] 因为业内的亏损1.09亿加上业外的
[1596.22-1600.82] 损失8.1亿所以最前的净损是9.2亿
[1600.82-1605.70] 那扣掉一些所谓最低之后最后的净损是7.51亿
[1605.70-1607.22] 那如果
[1607.22-1610.56] 不是9.1亿是一个本来的计算的话
[1610.56-1612.86] 我会损失1.26
[1612.86-1614.40] 1.26块钱
[1614.40-1616.70] 也不会损失0.2亿块钱
[1616.70-1620.28] 那这边的话因为年度还有编制个体的水利表
[1620.28-1623.88] 那我这边一定把个体的水利数字连进来
[1623.88-1626.18] 不过因为
[1626.18-1630.28] 阿居的子公司相对于亚居来说规模相对是比较小的
[1630.28-1632.84] 公司子公司也是百分之百所持有
[1632.84-1635.14] 所以那个子公司的一些
[1635.14-1637.18] 分身在合并水利表的
[1637.18-1638.46] 营收成本费用
[1638.46-1641.28] 会收入到合并水利表的投资损利
[1641.28-1643.58] 那所以这两个报表的数字
[1643.58-1645.38] 基本上差异会太大
[1645.38-1648.70] 那各立水利表的税后亏损还是一样7.95亿
[1648.70-1653.06] 每股的亏损还是1.26块钱
[1653.06-1655.36] 那下一页情况是分析这些产业
[1655.36-1656.64] 亚居额并财
[1656.64-1658.42] 股东一些分析数据
[1658.42-1661.50] 那营业利益方面呢刚有提到
[1661.50-1665.60] 去年不是亏损的所以营业的损失率是2%
[1665.60-1667.38] 那本业亏损加上业外的损失
[1667.38-1670.46] 所以损失率是12%
[1670.46-1673.02] 那负债上资产的比率因为
[1673.02-1675.32] 金管的增加还有总资产的减少
[1675.32-1678.40] 所以这个比率从112年的11%
[1678.40-1681.98] 升上升到113年的16%
[1681.98-1685.30] 那113年的流动比率是299
[1685.30-1686.34] 速动比率是
[1686.34-1688.64] 2253分前一个年度
[1688.64-1689.92] 变大
[1689.92-1693.76] 平均的收店天数113年是25天
[1693.76-1696.06] 那相较于前一年度是
[1696.06-1700.42] 有缩短那主要是113年底的营收仓盘
[1700.42-1701.94] 金额
[1701.94-1702.98] 比较少
[1702.98-1705.02] 所以113年的平均营收盘
[1705.02-1709.12] 比112年代的少所以算出来的收店天数有缩短
[1709.12-1710.14] 那
[1710.14-1713.74] 在平均消货的数字113年38天
[1713.74-1717.06] 那这个跟112年的39天差异不大
[1717.06-1719.10] 那最后跟各位报告
[1719.10-1720.14] 美股
[1720.14-1724.74] 盈利跟股利部分那113年亏损是1.26
[1724.74-1725.76] 块钱
[1725.76-1731.66] 那不过我们在今年3月的董事会还是有决议要可以把0.25块钱的现金
[1731.66-1732.94] 那没有比较努力
[1732.98-1735.02] 那不过在0.25块钱的现金不利
[1735.02-1740.14] 最后还是要等到2月底的董事会讨论时候空过才会实行
[1740.14-1741.42] 以上是我报告的
[1741.42-1743.48] 谢谢大家
[1743.48-1745.52] 谢谢大家
[1745.52-1747.58] 谢谢大家
[1747.58-1749.62] 谢谢大家
[1749.62-1751.42] 谢谢大家
[1751.42-1752.70] 谢谢大家
[1752.70-1753.72] 谢谢大家
[1753.72-1755.00] 谢谢大家
[1755.00-1756.54] 谢谢大家
[1756.54-1757.82] 谢谢大家
[1757.82-1758.84] 谢谢大家
[1758.84-1760.12] 谢谢大家
[1760.12-1760.88] 谢谢大家
[1760.88-1761.66] 谢谢大家
[1761.66-1762.42] 谢谢大家
[1762.42-1762.94] 谢谢大家
[1762.98-1775.52] 谢谢大家
[1775.52-1784.22] Restore
[1784.22-1785.30] Hey Thank You
[1792.98-1799.02] 好 那我們謝謝雅居基金團隊的分享
[1799.02-1803.90] 接下來請台聚的基金團隊來為我們做簡報分享 謝謝
[1803.90-1808.30] 好 接下來台聚的部分報告
[1808.30-1812.42] 報告大綱跟雅聚是一樣
[1812.42-1816.10] 基本上我們團隊是同一個
[1816.10-1819.66] 首先我們來看公司的概況
[1819.66-1823.90] 公司概況這邊稍微提一下
[1823.90-1826.90] 資本是118億
[1826.90-1832.50] 員工人數今年到今年3月的時候429人
[1832.50-1838.98] 相對於去年同期是減少了28個人
[1838.98-1841.42] 再來看營業人
[1841.42-1845.58] 營業人今年因為整個義務業
[1845.58-1848.26] 尤其我們的產品就是主要是義務業跟便利
[1848.26-1849.66] 主要是在義務業
[1849.66-1851.46] 跟便利的差距比較大
[1851.46-1853.42] 今天等一下我們看那個圖表
[1853.42-1855.54] 或者說剛才雅聚的部分
[1855.54-1857.06] 有看到那個圖
[1857.06-1859.70] 可以看得到義務業的售價
[1859.70-1862.54] 去年相對於2023年是3萬多
[1862.54-1866.10] 那另外一方面就是銷售量沒有影響
[1866.10-1869.42] 以往我們的義務業均就是全產全銷
[1869.42-1872.18] 那在去年沒有全產
[1872.18-1873.62] 有部分的停工
[1873.62-1877.74] 所以至於說我們在台聚個體的營收
[1877.74-1879.50] 只有88.2億元
[1879.66-1883.54] 相對於去年同期是110.5億
[1883.54-1885.54] 那這個比較少了
[1885.54-1887.34] 那合併的是差不多多少
[1887.34-1889.54] 但是基本上還是比前一個年度
[1889.54-1892.54] 比2023年少一些
[1892.54-1894.54] 但是整個合併的少一些
[1894.54-1898.54] 主要還是台聚的營業的售價
[1898.54-1900.54] 少比較多了
[1900.54-1904.54] 接下來我們看一下我們的
[1904.54-1906.54] 有兩個廠
[1906.54-1908.54] 這個廠第一個是高壓法
[1909.66-1911.70] 主要生產義務業跟LDPE
[1911.70-1914.26] 那這個廠同一樣設備是一樣
[1914.26-1916.30] 所以沒有更新沒有減少
[1916.30-1919.38] 如果生產全部LDPE的話是4萬噸
[1919.38-1920.90] 還是跟以往一樣
[1920.90-1923.74] 但是2024年的產量
[1923.74-1927.74] 跟2023年就明顯的衰退
[1927.74-1929.54] 我們先看一下2023年
[1929.54-1931.78] 2023年幾乎就是前廠
[1931.78-1937.82] 除了有一點點稍微一點失誤
[1937.82-1939.50] 稍微停個一兩天
[1939.50-1941.50] 之外的話
[1941.50-1944.50] 2023年幾乎就是全廠
[1944.50-1946.50] 那全廠就是全廠義務業
[1946.50-1949.50] 那所以如果產義務業的話
[1949.50-1952.50] 幾乎就可以13萬2千多噸
[1952.50-1955.50] 那也就是說一個月大概產1萬1千噸
[1955.50-1958.50] 我就在歷史的法書裡面講
[1958.50-1960.50] 就是說我們的義務業
[1960.50-1963.50] 如果是正常生產一個月大概1萬1千多噸
[1963.50-1965.50] 相對於2024年
[1965.50-1968.50] 這個大概開工率就比較低了
[1968.50-1969.50] 全部都可以生產了
[1969.50-1971.50] 因為產量只有11萬
[1971.50-1972.50] 最主要是市況不好
[1972.50-1979.50] 有時候義務業的售價還比開工還不如
[1979.50-1982.50] 根本就是跟就停工
[1982.50-1985.50] 所以如果把2023年當作是
[1985.50-1988.50] 義務業的capacity的話
[1988.50-1991.50] 2023年的開工率大概只有83%
[1991.50-1994.50] 這是跟以往十幾年來
[1994.50-1996.50] 幾乎我們義務業是全廠
[1996.50-1999.50] 除了2022年事故停了60天以外
[1999.50-2001.50] 幾乎以往的事況還不錯
[2001.50-2004.50] 我們去年的情況是比較不好的
[2004.50-2007.50] 接下來看我們另外一個廠
[2007.50-2009.50] 另外一個廠就是亞巨的PE
[2009.50-2011.50] 我們D跟亞巨的PE不一樣
[2011.50-2012.50] 我們是D亞瓦
[2012.50-2014.50] 不像亞巨是高亞瓦
[2014.50-2015.50] 它也有點PE
[2015.50-2018.50] 我們的D亞瓦就生產HDP跟線線
[2018.50-2020.50] 還要用DPE
[2020.50-2023.50] 這兩年這個廠量都不好
[2023.50-2027.50] 2023年廠量只有8萬4千多噸
[2027.50-2028.50] 2024年是各地
[2028.50-2032.50] 如果說以跟聯產來看的話
[2032.50-2034.50] 2023年這樣的廠量
[2034.50-2037.50] 大概開工率只有65%
[2037.50-2040.50] 那2024年大概降到60%
[2040.50-2043.50] 這個相對於疫情的時候
[2043.50-2044.50] 2021年的時候
[2044.50-2046.50] 開工率都還很俊強
[2046.50-2048.50] 2021年當時疫情狀況
[2048.50-2050.50] 這個兩年應該是這三年
[2050.50-2054.50] 從2022年開始開工率就降了
[2054.50-2056.50] 那在2022年的時候就有7成
[2056.50-2057.50] 那2023年呢
[2057.50-2058.50] 6成
[2058.50-2059.50] 2024年
[2059.50-2060.50] 剩下6成
[2060.50-2063.50] 也就是說整個大環境不好
[2063.50-2068.50] 基本上去年的大環境沒有多大的改善
[2068.50-2070.50] 雖然是一個比較供需的
[2070.50-2075.50] 尤其在需求比較弱勢的一個情況之下
[2075.50-2077.50] 造成說我們的開工率是
[2077.50-2080.50] 這兩三年來是偏低了
[2080.50-2083.50] 我們再看一下一年狀況去講話
[2083.50-2085.50] 這個我再亞巨這邊就說明了
[2085.50-2086.50] 先說明
[2086.50-2087.50] 那我就
[2087.50-2088.50] 在原有
[2088.50-2090.50] 李希這邊的話
[2090.50-2091.50] 我就別的再重複了
[2091.50-2095.50] 那可以請參考亞巨的部門
[2095.50-2097.50] 那基本上是獨立的團隊的
[2097.50-2099.50] 所以資料是一樣的
[2099.50-2100.50] 那我們來看一下
[2100.50-2101.50] 這是EVA
[2101.50-2103.50] EVA的行情
[2103.50-2104.50] 那這個回顧
[2104.50-2106.50] 回顧在亞巨的部分
[2106.50-2110.50] 那這邊已經也有收入了
[2110.50-2112.50] 那這邊我講到一下就是說
[2112.50-2113.50] 我們這邊少了一條
[2113.50-2114.50] 甘來亞巨的一條綠色
[2114.50-2115.50] 就是固定部位
[2115.50-2117.50] 就是大面的
[2117.50-2118.50] 那兩區
[2118.50-2120.50] 台積沒有生產這樣的產品
[2120.50-2123.50] 那我們生產的主要還是在
[2123.50-2126.50] 最上面這一點高VA的部分
[2126.50-2129.50] 那紅色的這一點是VA量比較低的
[2129.50-2131.50] 這個台積有什麼
[2131.50-2132.50] 可是量比較少
[2132.50-2134.50] 所以如果看這個Spray
[2134.50-2137.50] 就是說EVA的售價跟原料比
[2137.50-2139.50] 西亞VA的價差的話
[2139.50-2141.50] 只要看最上面這一點
[2141.50-2143.50] 跟橘色的VA
[2143.50-2145.50] 加跟紫色的以下
[2145.50-2146.50] 這個價差就可以了
[2146.50-2148.50] 但是這個亞巨講
[2148.50-2149.50] 那個已經交代過
[2149.50-2150.50] 這整個好奇的變化
[2150.50-2153.50] 但是這邊我把一個台積的狀況
[2153.50-2155.50] overall把它看一下
[2155.50-2157.50] 如果從加拿大來看就是
[2157.50-2158.50] 可以看得出來
[2158.50-2159.50] 2022
[2159.50-2160.50] 2022
[2160.50-2161.50] 2024
[2161.50-2163.50] 這個EVA的售價跟原料這邊
[2163.50-2165.50] 這個售價這個價差
[2165.50-2166.50] 這個Spray
[2166.50-2167.50] 蜘蛛鏈往下降
[2167.50-2169.50] 那這個造成怎樣一個結果
[2169.50-2171.50] 我們如果講2022年的時候
[2171.50-2173.50] 台積EVA還很賺錢
[2173.50-2175.50] 那到2022年
[2175.50-2176.50] 2023年的時候
[2176.50-2178.50] 獲利至少EVA
[2178.50-2180.50] 如果你說縮小至少一半
[2180.50-2182.50] 然後還是獲利
[2182.50-2184.50] 可是到2024年的時候
[2184.50-2186.50] 就變成EVA虧損
[2186.50-2188.50] 所以我們在十幾年來
[2188.50-2190.50] EVA很難得
[2190.50-2192.50] 出現一個虧損的狀況
[2192.50-2194.50] 那這主要還是因為整個
[2194.50-2196.50] 這個經濟環境不好需求
[2196.50-2198.50] 成長過
[2198.50-2200.50] 加上產貨增益太多
[2200.50-2201.50] 造成了
[2201.50-2204.50] 所以這幾年來EVA的變化是蠻大的
[2204.50-2206.50] 就如果回顧到2021年
[2206.50-2208.50] 2020年或是跟2020年
[2208.50-2210.50] 類似台積都是在一個高
[2210.50-2212.50] EVA在高化物力的狀況
[2212.50-2214.50] 的時候
[2214.50-2215.50] 我們來看下一頁
[2215.50-2217.50] 那PE的部分
[2217.50-2219.50] 那PE的部分這三頁
[2219.50-2220.50] 其實這三頁是我們
[2220.50-2222.50] 在這個PE這個廠
[2222.50-2223.50] 這三頁呢
[2223.50-2226.50] 是在如果回顧到十幾年來
[2226.50-2227.50] 這三頁是最不好的
[2227.50-2228.50] 什麼叫最不好
[2228.50-2229.50] 也就是說
[2229.50-2231.50] 這三頁會損
[2231.50-2232.50] HDPE
[2232.50-2233.50] HDPE是會損
[2233.50-2234.50] 那在這個EVA之前
[2234.50-2236.50] 這個廠當然是小賺
[2236.50-2237.50] 那這三頁呢
[2237.50-2239.50] 變成是一個小虧
[2239.50-2241.50] 但是從這個圖開出來
[2241.50-2243.50] 中介的這個儀器
[2243.50-2244.50] 變化比較大
[2244.50-2246.50] 那如果我們簡單一個來講
[2246.50-2247.50] 就是說2020年
[2247.50-2249.50] 我們那個虧損
[2249.50-2252.50] 小虧大概兩千多萬
[2252.50-2253.50] 然後
[2253.50-2254.50] 三千多萬
[2254.50-2255.50] 三千一百萬
[2255.50-2256.50] 然後2023年
[2256.50-2260.50] 虧損剩下一千多萬
[2260.50-2261.50] 一千三百萬
[2261.50-2263.50] 到2020年或是四年
[2263.50-2265.50] 因為這個剛才講開工率降低了
[2265.50-2267.50] 所以我們的虧損就擴大到
[2267.50-2268.50] 兩千起來
[2268.50-2269.50] 但是這個小虧
[2269.50-2271.50] 所以這個以往是小賺
[2271.50-2272.50] 這幾年來變成小賺
[2272.50-2274.50] 那這個如果我今天來看
[2274.50-2275.50] 去年來看的話
[2275.50-2277.50] 跟EVA比起來
[2277.50-2279.50] 我們這個開工率比較低
[2279.50-2280.50] 但是呢
[2280.50-2281.50] 我們虧損還不
[2281.50-2284.50] 還能夠比那個EVA不會來得少
[2284.50-2285.50] 也就是說
[2285.50-2286.50] 我們PE還是
[2286.50-2288.50] 有一些差異化
[2288.50-2289.50] 有一些差異化
[2289.50-2290.50] 雖然開工率高
[2290.50-2292.50] 但是我們的虧損沒有那麼多
[2292.50-2293.50] 那EVA的部分
[2293.50-2295.50] 那以往都是開好賺
[2295.50-2296.50] 或是做通用的
[2296.50-2298.50] 大家都可以生產的為主
[2298.50-2299.50] 那慢慢這幾年
[2299.50-2300.50] 我們已經在轉型
[2300.50-2302.50] 在做一些差異化的廠
[2302.50-2304.50] 我們看一下這幾年來
[2304.50-2306.50] 21年到24年
[2306.50-2308.50] 這個銷售量
[2308.50-2310.50] 那去年
[2310.50-2311.50] 剛才講到
[2311.50-2313.50] 我們兩個廠的產品都
[2313.50-2314.50] 開工率都比較低
[2314.50-2316.50] 因為八成商
[2316.50-2319.50] PE這東西沒有產
[2319.50-2321.50] 所以我們的銷售量可以看得出來
[2321.50-2322.50] 從第一年來
[2322.50-2324.50] 應該算一個新低
[2324.50-2325.50] 最后10萬4千多度
[2325.50-2328.50] 那這個在一個去年
[2328.50-2329.50] 去年也不是
[2329.50-2332.50] 至少都還比了一點
[2332.50-2333.50] 前年
[2333.50-2335.50] 2020年3年還是比2020年
[2335.50-2337.50] 比2020年4年好
[2337.50-2340.50] 但是如果現在2021年來講
[2340.50-2341.50] 27萬多
[2341.50-2344.50] 賬場2021年的時候
[2344.50-2345.50] 因為全廠
[2345.50-2346.50] 然後開我們的PE廠
[2346.50-2348.50] 開工率大概是全成
[2348.50-2349.50] 這樣的情況之下
[2349.50-2351.50] 那這個我們的銷售量就會達到
[2351.50-2353.50] 27萬多
[2353.50-2355.50] 那這個裡面是含了大概
[2355.50-2357.50] 1.9萬多噸的
[2357.50-2359.50] 亞軍包網代工的EVA
[2359.50-2361.50] 加上少量的LDP
[2361.50-2363.50] 那如果這兩年來看
[2363.50-2364.50] 2023年
[2364.50-2365.50] 2024年
[2365.50-2366.50] 大概就少了
[2366.50-2367.50] 當然這個看得出來
[2367.50-2369.50] 我先把這兩年抓出來看
[2369.50-2371.50] 少了27萬多
[2371.50-2373.50] 少在EVA的部分
[2373.50-2375.50] 光EVA的過温
[2375.50-2377.50] 已經少了2.5千多噸
[2377.50-2379.50] 當然PE高度這邊
[2379.50-2381.50] 也少了1千多噸
[2381.50-2383.50] 好
[2383.50-2384.50] 看下回顧
[2384.50-2385.50] 當然回顧這邊
[2385.50-2388.50] 跟亞軍這邊類似
[2388.50-2389.50] 那第一條
[2389.50-2390.50] 亞軍已經講過
[2390.50-2391.50] 我就不再講
[2391.50-2393.50] 我們先從第二條
[2393.50-2394.50] 第二點
[2394.50-2396.50] 第二點真的大概提到
[2396.50-2399.50] 因為去年的市況不好
[2399.50-2401.50] 有一段時間
[2401.50-2403.50] 因為價格太低
[2403.50-2404.50] 尤其光滬了
[2404.50-2405.50] 價格不好的時候
[2405.50-2407.50] 我們就是停工
[2407.50-2408.50] 因為停開工
[2408.50-2410.50] 不如就是
[2410.50-2411.50] 我們提供這個
[2411.50-2413.50] 這個虧損來的少一點
[2413.50-2414.50] 所以這樣就是說
[2414.50-2415.50] 去年
[2415.50-2416.50] 我們有檢查
[2416.50-2418.50] 那少了9萬5千多噸
[2418.50-2420.50] 9萬5千8百多
[2420.50-2422.50] 這剛才我有交代
[2422.50-2423.50] 那另外就是
[2423.50-2425.50] 大陸的這個產
[2425.50-2426.50] 擴充太多
[2426.50-2427.50] 而且太快
[2427.50-2429.50] 所以這幾年來
[2429.50-2430.50] 韓劇
[2430.50-2432.50] 就已經在轉移
[2432.50-2434.50] 大陸以外的市場
[2434.50-2436.50] 我們比方說
[2436.50-2437.50] 我們從
[2437.50-2439.50] 如果看三年來看
[2439.50-2440.50] 我們看到的去年
[2440.50-2442.50] 去年大概是三成
[2442.50-2443.50] 大陸第一段三成
[2443.50-2445.50] 去年2023年
[2445.50-2446.50] 2023年的時候
[2446.50-2448.50] 我們還有六成
[2448.50-2449.50] 然後2022年的時候
[2449.50-2450.50] 我們七成
[2450.50-2452.50] 從七成的2022年
[2452.50-2454.50] 降到2023年六成
[2454.50-2456.50] 然後到去年
[2456.50-2459.50] 我們剩下大概只有三成是大陸
[2459.50-2461.50] 那就是多了
[2461.50-2462.50] 大陸東南亞
[2462.50-2464.50] 或是到其他地區
[2464.50-2468.50] 這個就是為大陸建成太厲害
[2468.50-2471.50] 擴充成太多來做布局
[2471.50-2473.50] 那我們銷售產品的裡面
[2473.50-2475.50] 那另外我們光武的佔比例比較大
[2475.50-2477.50] 那現在幾乎
[2477.50-2478.50] 我們三大類
[2478.50-2480.50] 發泡 熱龍槍 發霧
[2480.50-2483.50] 那發泡我們比較做高端的
[2483.50-2485.50] 比較做高端的發泡
[2485.50-2487.50] 其實跟商務之一樣
[2487.50-2488.50] 就是大概30
[2488.50-2490.50] 30以上幾個省左右
[2490.50-2492.50] 所以大陸的降低
[2492.50-2494.50] 光武的佔比
[2494.50-2495.50] 那就是跟亞軍一樣
[2495.50-2497.50] 股份確定是一樣
[2497.50-2498.50] 也就是說
[2498.50-2499.50] 因為我們的產品
[2499.50-2500.50] 它就稍微不
[2500.50-2502.50] 亞軍有多漂亮
[2502.50-2503.50] 台軍有多強
[2503.50-2504.50] 等等
[2504.50-2507.50] 所以我們這個都是在降低
[2507.50-2508.50] 光武的佔比
[2508.50-2510.50] 因為現在光武的門檻
[2510.50-2511.50] 沒那麼高
[2511.50-2515.50] 那也降低大陸的銷售地區
[2515.50-2518.50] 那回顧的話
[2518.50-2519.50] 如果
[2519.50-2520.50] 當然是一部業
[2520.50-2521.50] 講P1的回顧
[2521.50-2523.50] P1的話
[2523.50-2524.50] 內銷
[2524.50-2526.50] 所謂的市貨方面比較平穩
[2526.50-2527.50] 這平穩是像
[2527.50-2529.50] 2024年相對於2023年
[2529.50-2530.50] 大家都不是很好
[2530.50-2532.50] 但是2024年
[2532.50-2533.50] 一樣的
[2533.50-2534.50] 就是說衰退的
[2534.50-2537.50] 相對於2023年跟2020比
[2537.50-2539.50] 所以大概相對於2023年
[2539.50-2541.50] 2024年的銷售量
[2541.50-2543.50] 至少1.8%
[2543.50-2545.50] 那另外在
[2545.50-2549.50] 大陸也是有一些擴敞
[2549.50-2551.50] 所以它的自給率
[2551.50-2552.50] 低一部分
[2552.50-2553.50] 大概已經提高到7成
[2553.50-2555.50] 那很嚴重
[2555.50-2557.50] 壓縮進口量的生存風險
[2557.50-2559.50] 而且我們現在主要
[2559.50-2562.50] 我們台亞具能用的還是中油的乙烯
[2562.50-2563.50] 那中油的乙烯
[2563.50-2564.50] 這幾年來
[2564.50-2567.50] 它的售價都比現種乙烯來的高
[2567.50-2571.50] 這也是增加了很大的一個
[2571.50-2573.50] 成本
[2573.50-2575.50] 營業者上的壓力
[2575.50-2577.50] 那基本上我們高密度
[2577.50-2578.50] 跟現現這邊
[2578.50-2581.50] 還是維持內銷為優先
[2581.50-2582.50] 那也就是說
[2582.50-2586.50] 我們的一部業主要的是銷售到外銷
[2586.50-2589.50] 大概在8成以上是一倍或是外銷
[2589.50-2591.50] 可是我們P的部分
[2591.50-2593.50] 大概有7成是內銷
[2593.50-2596.50] 那相對內銷的競爭不會那麼大
[2596.50-2598.50] 這也就是說為什麼我們在
[2598.50-2600.50] 在P場開放率比較低
[2600.50-2602.50] 可是我們在去年推損
[2602.50-2604.50] 沒有像一倍那麼大
[2604.50-2605.50] 另外就是
[2605.50-2607.50] 市場內銷比較穩定
[2607.50-2608.50] 那價格也好一些
[2608.50-2609.50] 有些關稅
[2609.50-2611.50] 雖然最後連個C的關稅高
[2611.50-2614.50] 但是還是有所幫助
[2614.50-2615.50] 那另外呢
[2615.50-2616.50] 在P的部分
[2616.50-2618.50] 通貿期的這些
[2618.50-2619.50] 說到中東啊
[2619.50-2620.50] 美國啊
[2620.50-2621.50] 東南亞
[2621.50-2622.50] 比較進步
[2622.50-2624.50] 那基本上排序的
[2624.50-2625.50] 為什麼我們的P
[2625.50-2626.50] 看到那些多成
[2626.50-2628.50] 它虧損也是小虧損
[2628.50-2631.50] 主要是我們維持高品質
[2631.50-2632.50] 我們是跟
[2632.50-2633.50] 跟這些
[2633.50-2637.50] 要求高品質的先鋪來往
[2637.50-2638.50] 所以價格
[2638.50-2640.50] 比較平穩
[2640.50-2641.50] 比較好一點
[2641.50-2642.50] 所以
[2642.50-2643.50] 也是
[2643.50-2645.50] 效果是平穩的
[2645.50-2646.50] 但是呢
[2646.50-2647.50] 這個畢竟是有限
[2647.50-2648.50] 所以還是要做一些
[2648.50-2650.50] 比較通用性的這些
[2650.50-2651.50] P啦
[2651.50-2652.50] 那
[2652.50-2654.50] 那這比一部是少量
[2654.50-2657.50] 這個是由我亞區幫台去代報的
[2657.50-2660.50] 那我後下
[2660.50-2662.50] 這個一部的部分
[2662.50-2663.50] 大家要去介紹之外
[2663.50-2664.50] 我這邊補充一下
[2664.50-2666.50] 大家要去留腳的
[2666.50-2668.50] 那去年去年的
[2668.50-2670.50] 全球裝機量530多萬
[2670.50-2673.50] 這比當時的一部來的高了
[2673.50-2674.50] 高了一點
[2674.50-2677.50] 那如果一部2025年的話
[2677.50-2679.50] 大概530到500
[2679.50-2681.50] 大概這樣一個情況
[2681.50-2683.50] 那530裡面大概有一半
[2683.50-2684.50] 在大陸
[2684.50-2685.50] 530去年
[2685.50-2687.50] 大概278萬
[2687.50-2688.50] 一到萬的就在大陸
[2688.50-2690.50] 那跟2023年
[2690.50-2691.50] 3分9幾年
[2691.50-2693.50] 大概大陸就差了一半與少
[2693.50-2695.50] 那基本上
[2695.50-2698.50] 2025年一部這個全球裝機量
[2698.50-2699.50] 發射量成本
[2699.50-2701.50] 是增長的幅度
[2701.50-2703.50] 前幾年比起來這個幅度
[2703.50-2705.50] 你看我們這個增加的幅度
[2705.50-2706.50] 不敢再做那麼高了
[2706.50-2707.50] 這個不是我一部的
[2707.50-2709.50] 這是專家
[2709.50-2712.50] 也單獨來做一部的
[2712.50-2715.50] 那我們看一下中國的需求
[2715.50-2717.50] 那大概亞區這邊
[2717.50-2719.50] 大概這個是
[2719.50-2721.50] 產量
[2721.50-2722.50] 產量它有增加吧
[2722.50-2723.50] 反而它稀釋了
[2723.50-2727.50] 所以它的進口量
[2727.50-2728.50] 看得出來
[2728.50-2729.50] 因為它產量增加了
[2729.50-2731.50] 所以進口量減少
[2731.50-2733.50] 它的自給率是提高了
[2733.50-2734.50] 它不能再提高到
[2734.50-2736.50] 已經到78%
[2736.50-2737.50] 那我們看一下
[2737.50-2738.50] 這個現在
[2738.50-2739.50] 就是表關需求
[2739.50-2740.50] 表關需求
[2740.50-2741.50] 剛剛兩句這邊講
[2741.50-2743.50] 就是2024年
[2743.50-2745.50] 它需求大概少
[2745.50-2747.50] 更像對2023年少的
[2747.50-2750.50] 大概三十幾萬噸
[2750.50-2751.50] 大概
[2751.50-2753.50] 它真的跟社會庫屬
[2753.50-2755.50] 還有工商
[2755.50-2756.50] 跟工民
[2756.50-2757.50] 就是producer
[2757.50-2759.50] 這些的庫屬的關係
[2759.50-2760.50] 那基本上
[2760.50-2761.50] 我們一部就是
[2761.50-2763.50] 2023年跟2024年的實際
[2763.50-2766.50] 需求應該是差不多
[2766.50-2769.50] 但是雖然實際差不多
[2769.50-2772.50] 這個往年實際上是增長
[2772.50-2776.50] 那大陸這邊的表關需求已經減少
[2776.50-2778.50] 負責任就增加了
[2778.50-2780.50] 但是拿到真正的需求
[2780.50-2782.50] 它已經不要再走多大層了
[2782.50-2784.50] 那這個另外一個
[2784.50-2785.50] 主要一個原因是
[2785.50-2786.50] 經濟不好
[2786.50-2788.50] 另外一個原因是外貿
[2788.50-2790.50] 大陸有一些發貨廠
[2790.50-2791.50] 外貿廠也外貿
[2791.50-2792.50] 就像我們的
[2792.50-2794.50] 關武主要的客戶本來是在大陸
[2794.50-2795.50] 那他們外
[2795.50-2796.50] 所有的外
[2796.50-2797.50] 我們那個供應他們
[2797.50-2798.50] 到東南亞
[2798.50-2800.50] 他們到東南亞去設廠
[2800.50-2801.50] 等等
[2801.50-2802.50] 所以整個大
[2802.50-2804.50] 那個大陸的需求也降低
[2804.50-2806.50] 經濟需求不好
[2806.50-2808.50] 加上那個外貿
[2808.50-2809.50] 所以你看看
[2809.50-2811.50] 關武的比例他們降低了吧
[2811.50-2812.50] 比例降低
[2812.50-2813.50] 需求沒有降低
[2813.50-2814.50] 可是它比例降低了
[2814.50-2816.50] 但是就是有一些
[2816.50-2819.50] 它是外貿到其他的國家去了
[2819.50-2821.50] 看一下我們這個
[2822.50-2824.50] 剛剛提到PV
[2824.50-2825.50] 大家看得出來
[2825.50-2826.50] 跟兩句一樣
[2826.50-2827.50] PV的我們的占比
[2827.50-2828.50] 應用占比
[2828.50-2830.50] 銷售的占比已經到
[2830.50-2831.50] 我們的減少
[2831.50-2833.50] 我們提高發泡
[2833.50-2835.50] 高端的發泡量
[2835.50-2837.50] 還有這個流向的量
[2837.50-2840.50] 那這是中國EV的產能
[2840.50-2843.50] 在目前已經投產了
[2843.50-2845.50] 310萬噸
[2845.50-2848.50] 310萬噸就是去年
[2848.50-2850.50] 去年那個最新的
[2850.50-2852.50] 去年就增加了兩個
[2852.50-2853.50] 25跟20
[2853.50-2854.50] 就是去年
[2854.50-2857.50] 到今年終於有一個20萬多噸
[2857.50-2859.50] 就是已經在去年到今年
[2859.50-2860.50] 到目前為止
[2860.50-2862.50] 增加能量
[2862.50-2864.50] 今年還會增加
[2864.50-2868.50] 在今年還有三個噸
[2868.50-2869.50] 20加20加4萬
[2869.50-2870.50] 還有14萬噸
[2870.50-2872.50] 那韓國在六月
[2872.50-2874.50] 韓國30萬噸的產能
[2874.50-2876.50] 也就是說後面
[2876.50-2878.50] 因為還是要競爭的
[2878.50-2881.50] 那必須有一些差異化的差別
[2881.50-2882.50] 不然還是
[2882.50-2884.50] 2014年的一個整個狀況
[2884.50-2887.50] 不會改變太大
[2887.50-2889.50] 那這個年齡展望
[2889.50-2890.50] 那這部分
[2890.50-2891.50] 不提了
[2891.50-2894.50] 亞軍那邊已經有交代過了
[2894.50-2897.50] 那看一下這個第一季的展望
