[0.00-13.30] 各位投资先进午安
[1596.48-1599.60] 到底对整个毛利率或者是净利的影响
[1599.60-1602.24] 事实上对毛利肯定会有影响
[1602.24-1603.92] 毛利率的影响
[1603.92-1606.00] 当然就会影响到净利这边
[1606.00-1609.00] 我想主要是先跟各位同志说明一下
[1609.00-1612.32] 就是说其实我们的成本端
[1612.32-1615.20] 事实上也是有很大部分是来自于
[1615.32-1617.52] 美金部位
[1617.52-1621.80] 因为事实上我们的销售是美金基价
[1621.80-1622.32] 没有错
[1622.32-1625.12] 可是我们的成本端的部分
[1625.12-1627.20] 基本上也是美金部位的
[1627.20-1629.00] 也占的占比也是相当多
[1629.00-1632.60] 所以基本上两个互相的扣底之后
[1632.60-1636.28] 可能台币的一个升值
[1636.28-1637.72] 可能的影响数
[1637.72-1641.08] 可能会大幅的减掉一大半
[1641.08-1643.44] 所以这个是所谓的natural hedge
[1643.44-1644.92] natural hedge基本上
[1645.32-1647.00] 一直也都在发生
[1647.00-1650.28] 所以基本上我们真正的要看的是说
[1650.28-1651.88] 我净的美金部位
[1651.88-1653.64] 包括AR减掉AP
[1653.64-1655.36] 再加上我手上的现金部位
[1655.36-1656.92] 这个影响我的水运
[1656.92-1659.08] 另外当然就是说营收的部分
[1659.08-1659.96] 一定会受影响
[1659.96-1662.24] 但是不会想像说它升值10%
[1662.24-1665.36] 我们大概营收就减了毛利就减了10%
[1665.36-1666.32] 这倒不会
[1666.32-1669.08] 大概这个是说明一下
[1669.08-1675.16] 另外当然就是有投资人也提到说
[1675.32-1677.72] 任天堂这边switch2
[1677.72-1681.04] tomatoes的switch2这边
[1681.04-1682.64] 我们得再努力一下
[1682.64-1684.72] 因为switch2 switch1
[1684.72-1688.96] 基本上我们是在主要的供应的供应商
[1688.96-1692.36] switch2我们可能会变成一个次要的供应商
[1692.36-1695.88] 所以这部分我们的份额
[1695.88-1699.52] 现在是还相对的少
[1699.52-1702.52] 所以我们基本上后面要等到整个switch2
[1702.52-1703.32] 它开始
[1705.32-1706.52] 到这个市场去之后
[1706.52-1708.60] 我们的产品可能才会进来
[1708.60-1713.28] 所以这部分可能要再多一点点时间
[1713.28-1717.32] 另外还有提到说今年的
[1717.32-1720.44] 我想今年的营收我想看起来
[1720.44-1724.60] 可能目前看起来整个Q1跟去年的Q1
[1724.60-1727.12] 基本上是差不多
[1727.12-1728.88] 可能小幅度的衰退
[1728.88-1731.88] 那Q2可能会比去年Q2好一点
[1731.88-1734.24] 所以今年我们所看到刚刚我们
[1735.32-1740.32] 产品行销处处长这边已经跟各位做了一些的报告
[1740.32-1745.84] 事实上我们在一些的新产品的推出的时程
[1745.84-1747.56] 我们还是持续的努力当中
[1747.56-1752.28] 今年整体的营收看起来应该会跟去年
[1752.28-1754.88] 可能会有一个single digit growth
[1754.88-1757.84] 这个部分是我们目前所看到的
[1757.84-1760.32] 不会有很明显大幅度的成长
[1760.32-1763.16] 但是我想应该会有一些single digit growth
[1763.16-1765.16] 这个当然主要原因我想刚刚
[1765.32-1767.84] 产品行销处处处长这边也提到了
[1767.84-1771.72] 事实上过去在USB4还有这个video converter这边
[1771.72-1775.64] 公司实际上投注了非常多的心力
[1775.64-1777.56] 跟非常多的金钱
[1777.56-1780.68] 但是整个市场的adoption rate
[1780.68-1783.68] 事实上他没有想象中那么来得快
[1783.68-1786.00] 所以现在当然刚刚也特别提到
[1786.00-1787.88] 事实上我们有一个非常大的客户
[1787.88-1792.24] 我想在PC notebook这边的市场上面的一个非常大的客户
[1792.24-1794.84] 事实上过去我们花了很长一段时间
[1795.32-1797.36] 也正式的kick off一个project
[1797.36-1799.48] 就是说有关USB4的ducking
[1799.48-1802.00] 所以这个部分在今年的Q3
[1802.00-1804.64] 在Q3大概就会开始进入量子
[1804.64-1807.60] 所以这个部分是我们认为是说
[1807.60-1810.48] 应该会有一些的growth的一个原因
[1810.48-1813.72] 我想这个是一个好的现象
[1813.72-1816.12] 我想刚刚处长也特别提到
[1816.12-1818.64] 事实上有关所有的platform
[1818.64-1823.16] 不管AMD Intel或者是所谓SoC的Apple等等
[1825.32-1828.40] 几乎都supportUSB4
[1828.40-1832.48] 所以USB4的这个所谓的adoption rate
[1832.48-1833.84] 事实上是毋庸置疑的
[1833.84-1837.36] 现在只是说到底谁要把这些device
[1837.36-1839.56] 这些device到底谁会来使用
[1839.56-1842.12] 我想刚刚我们也有一个使用情形
[1842.12-1844.52] 就除了说USB4的ducking以外
[1844.52-1847.00] 事实上刚刚有关gamingducking这边
[1847.00-1849.08] 也是一个未来的机会
[1849.08-1850.92] 也是一个未来的量
[1850.92-1853.60] 所以我们也是期待说这个部分
[1853.60-1855.00] 也是我们念之再思的
[1855.32-1857.12] 我们也希望在这个地方
[1857.12-1860.44] 有一个比较明显的一个渗透率
[1860.44-1863.52] 跟一个成长的一个空间
[1863.52-1866.84] 另外当然还有刚刚也特别提到
[1866.84-1870.16] 事实上我们在有一个potential
[1870.16-1871.44] 一个重要的客户
[1871.44-1873.76] 其实也一直在跟我们engage
[1873.76-1874.52] 也在合作
[1874.52-1877.08] 所以我们基本上在产品端的quality
[1877.08-1881.44] 或者是产品端的任何的一个控制节点
[1881.44-1883.48] 我们大概都会在
[1883.48-1885.28] 在这个地方进行进行进行的
[1885.32-1886.92] 在过去这段时间
[1886.92-1888.04] 我们花了很大的effort
[1888.04-1891.88] 我想后面陆陆续续大概都会有一些机会
[1891.88-1894.80] 好但来做一些的合作这样子
[1905.80-1907.08] 好还有
[1907.08-1909.40] 我这人当然就说
[1909.40-1911.68] 我想当然有些问题是重复的
[1911.68-1913.20] 我大概就合在一起回答
[1913.20-1914.96] 我想刚刚提到的就是说下半年
[1915.32-1917.12] Q2这边大概我们所看到
[1917.12-1918.40] 大概都回复了
[1918.40-1921.64] 我想产品的组合大概就是说
[1921.64-1925.88] 我们基本上还是以USB hub
[1925.88-1928.24] 这边是一个type c hub
[1928.24-1929.64] 这边的产品系列为主
[1929.64-1932.28] 后面当然就是说USB 4起来以后
[1932.28-1934.64] 我想产品的比重
[1934.64-1936.24] 可能就会有一些的不一样
[1936.24-1936.92] 对
[1936.92-1938.32] 另外一个当然就是说
[1938.32-1944.76] 我们你说到美国的中单的占比有多少
[1944.76-1945.12] 其实
[1945.32-1947.08] 主要是看谈判
[1947.08-1948.52] 我们要看我最大的客户
[1948.52-1951.08] 他在美国的市场大概不到25%
[1951.08-1952.64] 所以基本上我相信我们的
[1953.76-1955.16] 而且他们刚刚我也提到
[1955.16-1957.60] 其实他们透过不同的方式
[1957.60-1961.64] 他们其实他们的所谓的代工厂
[1961.64-1962.48] 这些品牌客户
[1962.48-1966.84] 事实上他们大概也都是利用大方的方式
[1966.84-1967.76] 都透过代工厂
[1967.76-1968.96] 不管是在越南也好
[1968.96-1970.40] 或者是在墨西哥也好
[1970.40-1973.32] 甚至于说他的代工厂被invite
[1973.32-1975.16] 直接到美国去投资
[1975.32-1976.68] 去做他的代工厂
[1976.68-1978.76] 所以我想这个部分的影响
[1978.76-1981.16] 我认为应该是非常低的
[1981.16-1985.48] 当然就是说现在川普对半导体也好
[1985.48-1988.56] 或者是对China的这些产品
[1988.56-1994.08] 他的关税的比率是不是会调整
[1994.08-1995.28] 我想一定会调整
[1995.28-1997.72] 我想145的关税
[1997.72-2000.32] 大家基本上就是大家就互相不往来
[2000.32-2002.64] 所以基本上不太可能是145
[2002.64-2005.28] 所以基本上我想一定会往下降
[2005.32-2008.12] 当然刚刚我也跟各位同事说过
[2008.12-2010.36] 就是说我们威风的产品
[2010.36-2012.92] 没有直接卖到美国去的
[2012.92-2015.52] 所以这部分对我们没有任何影响
[2015.52-2017.40] 但是对我们的客人
[2017.40-2019.68] 如果他是在美国
[2019.68-2020.92] 那肯定会有影响
[2020.92-2023.96] 当然就是说每个我的客人的客人
[2023.96-2025.40] 他在美国的比重
[2025.40-2028.44] 其实上我们每家公司不太一样
[2028.44-2030.24] 每家公司不太一样
[2030.24-2031.60] 大概是这种状态
[2031.60-2034.92] USB4会在今年的营收的占比
[2035.32-2036.68] 还是会相对低
[2036.68-2038.16] 一定是single digit
[2038.16-2039.88] 因为眼前来看
[2039.88-2041.88] 他像大的客户
[2041.88-2048.28] 他应该还是在Q3才会开始走过
[2048.28-2051.68] 我想这部分可能要让他们慢慢把市场
[2051.68-2053.16] 把货给铺上来
[2053.16-2054.92] 然后才看市场的反应
[2054.92-2057.64] 我想如果以明年来看的话
[2057.64-2058.44] 应该会比较好
[2058.44-2062.12] 今年的话可能就会是相对比例会比较低一点
[2065.32-2079.16] ípc
[2079.16-2086.76] 然后这个市场 voodoo
[2086.76-2093.80] 是不是一个ances
[2093.80-2093.84] 另外 dealing 我有些人 Qualified 我也有人 providing 很多 ceramic 包成装着
[2093.84-2094.68] 没有其实都 encontrar 갖nie 但是 joined
[2094.68-2095.96] 在这边做一个说明
[2095.96-2103.92] 如果线上的法人朋友
[2103.92-2105.68] 都没有其他问题的话
[2105.68-2107.98] 那我们今天法术会就到此结束
[2107.98-2109.94] 谢谢各位
[2109.94-2111.70] 谢谢各位的投资先进
[2111.70-2112.20] 谢谢大家
[2112.20-2112.54] 谢谢
