[0.00-1.40] 各位來賓大家好
[1592.12-1595.24] 他可能會花我們相當長的一段時間來做觀察
[1595.60-1599.74] 那相對來講 我們所投入的這些產業公司來講
[1599.74-1604.00] 基本上他本身有相當好的人才的基礎
[1604.00-1605.68] 還有他的商業底蘊
[1606.32-1611.14] 只是在過去他的很多環境因素來講
[1611.14-1612.46] 有一些不確定的因素
[1612.72-1614.08] 所以阻礙了這些
[1614.20-1615.32] 營運的發展
[1615.32-1617.12] 所以外界很期望說
[1617.12-1620.40] 我們進去以後會有什麼樣的
[1621.28-1624.24] 加持或者很多作為
[1624.24-1625.72] 這個部分憑良心講
[1625.72-1628.08] 我們現在也還在學習階段
[1628.08-1632.56] 但是我相信在集團提供他們一個很安定
[1632.56-1634.96] 以及很穩定的一個大環境下
[1634.96-1636.72] 他們的這些聰明才智
[1636.72-1639.64] 還有本身的底蘊
[1639.64-1641.96] 就能夠慢慢的釋放出來
[1641.96-1643.60] 那在這過程裡面來講的話
[1643.60-1646.32] 我相信從集團現有的基礎
[1646.32-1649.72] 還有加上這個新的通路的延伸
[1649.72-1653.48] 自然就會有很多新的這個商機來冒出來
[1653.48-1656.56] 那另外一個有關鼓勵的政策來講的話
[1656.56-1659.88] 基本上我們還是採取非常穩健
[1659.88-1662.52] 而且可以預期的一個鼓勵政策
[1662.52-1663.88] 一方面來講的話是
[1663.88-1668.08] 當然配合我們集團未來可能的發展
[1668.08-1671.04] 他需要儲備一些資金
[1671.04-1673.44] 那另外一方面我們也可以看到
[1673.60-1675.56] 這個整個經濟的情勢
[1675.56-1677.76] 不確定的因素會越來越多
[1677.76-1682.64] 所以替整個集團厚植一些實力來講
[1682.64-1684.04] 他還是很重要的
[1684.04-1685.60] 那另外一點來講的話
[1685.60-1687.96] 特別是在臺灣的市場
[1687.96-1689.56] 那我們也發現
[1689.56-1695.52] 可能在經過一個很時代的一個交替下來講的話
[1695.52-1697.44] 我們也發現在臺灣市場
[1697.44-1702.08] 其實我們可以投資的機會還相當的多
[1702.08-1703.44] 那這個部分也許不是在這個部分上的一個影響之下
[1703.44-1703.48] 這個部分也許不是在這個部分的一個影響之下
[1703.48-1704.48] 在製造方面
[1704.48-1706.64] 但是在服務的方面來講的話
[1706.64-1709.52] 我覺得臺灣還有很多很多的領域
[1709.52-1713.92] 我們集團可以持續的去加重這個投資
[1713.92-1716.00] 所以種種因素考慮下來的話
[1716.00-1719.44] 一方面我們考慮到投資人的期待
[1719.44-1720.96] 提供一個很穩定
[1720.96-1724.92] 可以預期的一個未來的一個現金流的一個政策
[1724.92-1728.36] 一方面也厚植集團的整體的財務的能力
[1728.36-1729.84] 等到機會來臨的時候
[1729.84-1731.40] 我們就可以快速的行動
[1731.40-1732.80] 那以上做個簡單說明
[1732.80-1733.32] 謝謝
[1733.48-1734.48] 謝謝
[1734.48-1734.92] 謝謝
[1734.92-1735.84] 謝謝
[1735.84-1736.56] 謝謝
[1736.56-1738.00] 謝謝
[1738.00-1738.16] 董事長跟管理團隊好
[1738.16-1740.16] 董事長跟管理團隊好
[1740.16-1742.24] 這邊是原副投顧一路發問
[1742.24-1744.64] 這邊有兩個問題想要請教董事長
[1744.64-1747.00] 就是我們看到在家樂福的部分的話
[1747.00-1749.16] 已經歷經了一年的一個時間整合
[1749.16-1750.76] 今年3月份的時候
[1750.76-1753.96] 家福這邊也宣布就是從9月份開始
[1753.96-1757.60] 整個會員的累積要改為open point的一個累積
[1757.60-1760.20] 希望可以擴大整個會員的一個生態圈
[1760.20-1763.32] 這幾年我們也看到超商積極的在擴大整個點線
[1763.32-1763.44] 這幾年我們也看到超商積極的在擴大整個點線
[1763.48-1765.28] 点数的生态圈跟流动性
[1765.28-1769.44] 点数经济也被视为是一个品牌的制胜关键
[1769.44-1771.00] 请问董事长这边
[1771.00-1772.90] 我们投资人该怎么样去期待
[1772.90-1776.28] 点数经济这边对于集团所带来的一个效益
[1776.28-1779.86] 第二个问题的话是针对统一中控的部分
[1779.86-1781.58] 因为过去董事长都有提到
[1781.58-1785.20] 8%到12%的一个成长是一个合理的成长
[1785.20-1786.62] 想请教董事长
[1786.62-1788.06] 目前的这个想法
[1788.06-1791.36] 是不是一样可以适用在今年中控的一个表现
[1791.36-1793.46] 另外过去我们也不断去强调
[1793.46-1794.78] 整个产品力的提升
[1794.78-1796.78] 可以带来整个活力的一个改善
[1796.78-1798.98] 当然在2024年下半年
[1798.98-1800.58] 我们在方便面这个产品线
[1800.58-1802.12] 已经看到效益的产生
[1802.12-1805.02] 今后我们是不是可以持续的去期待
[1805.02-1806.68] 透过产品力的一个提升
[1806.68-1809.26] 带动整个中控这边获利的成长性
[1809.26-1810.98] 可以优于营收的成长性
[1810.98-1811.42] 谢谢
[1811.42-1815.30] 好 这个关于点数的经济来讲的话
[1815.30-1817.16] 的确这个对集团来讲
[1817.16-1818.72] 是未来一个非常
[1818.72-1820.08] 我们觉得非常期待
[1820.08-1821.34] 也可以非常
[1821.34-1823.34] 非常振奋的就是
[1823.34-1825.90] 如何去建立它整个生态圈
[1825.90-1828.34] 那当然
[1828.34-1830.46] 点数大家现在其实每家公司
[1830.46-1832.58] 各原来都有它自己的点数
[1832.58-1834.90] 但是透过集团这种整合
[1834.90-1837.78] 那我们一方面可以保持消费者更多的选择
[1837.78-1839.78] 它可以留下原来的点数
[1839.78-1842.90] 在某一个特定的管道或通路上使用
[1842.90-1845.50] 但是它也可以用同样的点数
[1845.50-1847.18] 去像汇率兑换一样
[1847.18-1848.52] 它使用在集团
[1848.52-1851.34] 甚至我们现在也陆陆续续加入
[1851.34-1853.58] 很多外围的企业
[1853.58-1859.58] 因为点数经济是没有所谓的门户的
[1859.58-1862.34] 它只是一个代币的一个概念
[1862.34-1865.70] 所以它使用上越方便
[1865.70-1867.54] 越顺畅的话
[1867.54-1870.34] 那消费者也愿意更愿意去使用
[1870.34-1872.54] 而且更重要是这个点数
[1872.54-1875.66] 就像实体的货币一样
[1875.66-1880.10] 它不受限于某些场合或者机会使用
[1880.10-1881.34] 而是能够随时随地使用
[1881.34-1885.18] 这是我们很期待的一个目标
[1885.18-1886.98] 那中控的部分来讲的话
[1886.98-1889.50] 我们还是保持一定的一个原则
[1889.50-1891.58] 就是一个稳定的增长
[1891.58-1895.50] 就是希望能够保持一个8%到12%
[1895.50-1897.02] 那目前看起来的话
[1897.02-1900.98] 这饮料的部分通常都会超过我们所期待
[1900.98-1904.38] 但是我们内部还是有非常严控的掌控
[1904.38-1907.32] 也不希望它跑得太快
[1907.32-1909.96] 还是希望控制在一个很稳定的
[1909.96-1911.32] 那食品的部分
[1911.34-1913.68] 它会到时会有一个很强烈的运动
[1913.68-1916.74] 其实它对于一个很强烈的营造
[1916.74-1918.34] 就像我们说的
[1918.34-1919.90] 其实这个食品的部分来讲的话
[1919.90-1921.72] 它相对会比较挑战
[1921.72-1926.82] 因为食品它很注重的是一个在调味的能力上面
[1926.82-1930.50] 也就是说产品如果没有办法去做到一个
[1930.50-1934.52] 很突出的一个口味上面来讲的话
[1934.52-1939.24] 事实上就很容易陷入到价格的竞争
[1939.24-1941.04] 那对消费者来讲的话其实
[1941.34-1944.40] 的調味的能力 他不是來買食材的
[1944.40-1947.82] 他如果買食材的話 他自己到市場上就可以買到
[1947.82-1952.06] 食材自己去做 所以我們的挑戰是我們希望能夠
[1952.06-1955.30] 做出來消費者在家裡面自己做不出來的
[1955.30-1959.56] 商品 那這樣的話他才有理由來向我們這個購買
[1959.56-1962.96] 如果消費者可以自己在家裡做 而且做得還比我們好的話
[1962.96-1967.20] 根本沒有理由要來做這件事情 所以這個部分來講的話是
[1967.20-1971.14] 永無止境 不斷地在一直在挑戰挑戰 那也
[1971.14-1975.04] 沒有天花板 反正就是不斷地突破突破這樣子 謝謝
[1976.00-1978.70] 好的 那現場請問還有需要提問的來賓嗎
[1982.68-1985.72] 董事長 總經理 財務長你們好 我是國泰市 華倫孟秀
[1985.72-1990.22] 這有三個問題想跟管理層請教 首先還是很謝謝大家
[1990.22-1993.58] 就是固定跟我們見面 第一個問題是有關東南亞
[1993.58-1996.76] 我們食品的事業在東南亞布局一段時間了
[1996.76-1999.18] 那只是好奇在整個集團的角度來看
[1999.18-2001.08] 對於東南亞未來食品事業的
[2001.08-2004.50] 成長速度有沒有一個預期 那另外提到東南亞也會想到
[2004.50-2008.04] 就是菲律賓7-11在當地經營得不錯
[2008.04-2012.18] 然後這幾年有看到台灣把零售事業整合在一起建立
[2012.18-2017.46] 大型的複合式商場 有沒有希望類似 運用類似的模式
[2017.46-2021.98] 把台灣自己的品牌也推到海外去 這個是有關東南亞的問題
[2021.98-2027.90] 那第二個問題是有關零售業 就是這幾年國內零售業的環境成本上升蠻多的
[2027.90-2032.10] 那投資人其實也都蠻在意統一超商的盈利率是不是有一些壓力
[2032.10-2034.82] 所以想要知道說 站在集團的角度來看
[2034.82-2037.50] 對於整個台灣零售業的發展有什麼想法
[2037.50-2041.68] 還有在環境成本方面有什麼樣的因應的模式
[2041.68-2043.52] 第三個是有關資訊的問題
[2043.52-2050.38] 最近這一段時間有蠻多跟統一資訊相關的AI合作的新聞出現
[2050.38-2052.60] 那只是好奇可不可以跟大家分享一下
[2052.60-2057.88] 就是我們在AI的導入在集團內部有達到什麼樣的成效
[2057.90-2061.80] 還有未來對於外部收入是不是有什麼樣的預期 謝謝
[2061.80-2064.44] 關於東南亞的發展來講的話
[2064.44-2067.48] 這點部分我相信各位也很清楚
[2067.48-2071.24] 我們在東南亞的發展來講的話
[2071.24-2074.82] 好像總是有點八字不合的這種感覺
[2074.82-2082.52] 雖然投入很多力量 但是收到的成績不是不成比例原則
[2082.52-2086.66] 所以從去年開始我們也換了一個想法
[2086.66-2087.32] 就是
[2087.32-2094.82] 我們開始非常積極的去建立本土的團隊
[2094.82-2101.10] 這個部分來講我始終覺得就是作為一個消費品來講的話
[2101.10-2109.14] 我們所謂的外派的同仁基本上是有點沒辦法很接地氣的
[2109.14-2114.22] 所以我們的人員扮演的角色不是去那裡經營
[2114.22-2116.22] 而是去那裡做管理
[2116.22-2117.32] 至於經營的部分
[2117.32-2122.32] 我們現在的這個行業來講的話應該還是要有外面的團隊
[2122.32-2124.32] 當然外面團隊來講的話也要機運
[2124.32-2126.32] 但是這沒有辦法的事情
[2126.32-2129.94] 這個一定要先求量才能從求職
[2129.94-2132.70] 所以現在我們東南亞的這個營運來講的話
[2132.70-2136.04] 大概每個禮拜我們都規定
[2136.04-2138.20] 都總經理只做一件事情
[2138.20-2139.44] 不是在管業務
[2139.44-2142.44] 而是在招募薪水
[2142.44-2145.32] 那每個禮拜都要定期呈報總部
[2145.32-2147.32] 這個禮拜
[2147.32-2149.32] 我們要知道這個禮拜是多少人
[2149.32-2151.32] 這個月僱用了多少人
[2151.32-2153.32] 這個陣亡率可能是99%
[2153.32-2155.32] 但是只要有一個對了
[2155.32-2157.32] 這整個組織營運就會改善
[2157.32-2162.32] 所以這個部分來講的話我個人還是蠻樂觀的
[2162.32-2164.32] 假設我們改變一些方法的話
[2164.32-2167.32] 應該會有一些相當的一個突破
[2167.32-2169.32] 那零售業的發展來講的話
[2169.32-2173.32] 您剛剛所提到的這些問題
[2173.32-2175.32] 是問題也不是問題
[2175.32-2177.32] 因為一般來講的話
[2177.32-2183.32] 如果我們把這個問題是屬於一種所謂系統性的問題
[2183.32-2185.32] 系統性問題呢
[2185.32-2187.32] 比方說什麼電費調漲啦
[2187.32-2188.32] 人員缺乏啦
[2188.32-2190.32] 這個就不是問題
[2190.32-2192.32] 因為這是大家都碰到的問題
[2192.32-2194.32] 大家碰到的問題基本上就不是問題
[2194.32-2198.32] 那考驗的是我們在這個環境裡面的應變能力
[2198.32-2199.32] 那所以這個部分來講的話
[2199.32-2202.32] 我想我們的零售業來講的話
[2202.32-2203.32] 基本上來講
[2203.32-2205.32] 他還是有相當的一個空間
[2205.32-2206.32] 在流程上
[2206.32-2208.32] 在創新上面來講
[2208.32-2209.32] 他還是可以不斷的突破
[2209.32-2211.32] 那順便提一點您剛剛講說那個
[2211.32-2215.32] 這個菲律賓的7-11部分
[2215.32-2217.32] 菲律賓7-11部分來講的話
[2217.32-2220.32] 因為現在整個產業的情況來講
[2220.32-2222.32] 他有點變化
[2222.32-2224.32] 就是經過疫情以後
[2224.32-2228.32] 這個我們在菲律賓的時段的一個地位
[2228.32-2231.32] 那所以在這種情況下
[2231.32-2235.32] 我們現在假設單純以便利商店系統來講的話
[2235.32-2239.32] 我們的市佔率超過了快85%
[2239.32-2242.32] 所以我們現在也把範圍擴大
[2242.32-2248.32] 把一些小型的超級市場也一起併入來計算
[2248.32-2251.32] 讓我們的這個份量不要那麼凸顯
[2251.32-2255.32] 那這樣平均下來以後也還有60幾%
[2255.32-2257.32] 所以在這種情況下來講的話
[2257.32-2260.32] 我們生命運營在菲律賓的現在的發展來講的話是
[2260.32-2263.32] 他的政策是快速的要斬電
[2263.32-2266.32] 那因為有了數量以後
[2266.32-2269.32] 那很多空間
[2269.32-2272.32] 像台灣的這些很多創新的零售模式
[2272.32-2275.32] 到最後就是到適當的機會
[2275.32-2277.32] 他只是一個隧道取成的
[2277.32-2280.32] 也就是說你可以在這麼多的選擇裡面
[2280.32-2283.32] 隨便去穿插幾家門市
[2283.32-2285.32] 去改設一些電鐘店
[2285.32-2288.32] 或者在他門市的旁邊去設一些
[2288.32-2290.32] 我們其他品牌的這些零售
[2290.32-2293.32] 這個對我們來講相對來講都非常非常重要
[2293.32-2296.32] 不難的事情
[2296.32-2298.32] 那為了做這些準備來講的話
[2298.32-2303.32] 我們也可以看到我們零售團隊的一個很核心的一個團隊
[2303.32-2305.32] 就是我們的集合
[2305.32-2308.32] 就是我們的這些存貨管理的這些團隊
[2308.32-2311.32] 那今年也會開始到那裡去正式開始營業
[2311.32-2315.32] 那這個都是對我們未來零售業開始發展的一個佈局
[2315.32-2318.32] 因為整個零售的後勤管理
[2318.32-2321.32] 他是需要一個非常好的這個系統
[2321.32-2323.32] 那我們過去都是用台灣來支援
[2323.32-2328.32] 那今年我們已經有正式的要到菲律賓去開始設立這個機構
[2328.32-2330.32] 那這個目的就是希望
[2330.32-2333.32] 替我們將來在菲律賓的零售的多元化
[2333.32-2335.32] 開始做一個必要的一個準備
[2335.32-2338.32] 那另外你提到一個資訊部分來講的話
[2338.32-2340.32] 現在也可以講說
[2340.32-2342.32] 實務性來講
[2342.32-2343.32] 流行性來講
[2343.32-2347.32] 現在不談一些AI好像有點跟不上時代
[2347.32-2352.32] 但是AI到底能夠在商用上面扮演多大的這個角色
[2352.32-2356.32] 我們也在不斷的在摸索之中
[2356.32-2360.32] 但是我們有一點比較占便宜的地方
[2360.32-2362.32] 就是我們自己本身集團
[2362.32-2365.32] 他有很豐富的業態
[2365.32-2369.32] 所以我們統一資訊在這方面來講的話
[2369.32-2372.32] 他可以從我們自己內部的業態
[2372.32-2374.32] 開始先來做實驗
[2374.32-2376.32] 來看看這個部分
[2376.32-2379.32] 因為今天假設我們要去找別人去做這事情的話
[2379.32-2381.32] 有很多很敏感的事情不太方便
[2381.32-2383.32] 但是在我們集團裡面來講的話
[2383.32-2386.32] 我們自己本身業態都已經足夠
[2386.32-2389.32] 所以可以讓我們統一資訊在一個很好的
[2389.32-2390.32] 很有力的條件下
[2390.32-2393.32] 去充分的去發揮這方面的運用
[2393.32-2396.32] 一旦可以建立模式的時候
[2396.32-2399.32] 那我們就可以開始去外面做商業運轉的這些推廣
[2399.32-2401.32] 以上簡單說明 謝謝
[2401.32-2404.32] 好的 我們現在請線上來賓提問
[2404.32-2406.32] 線上來賓如果您想提問
[2406.32-2408.32] 請按米1 star 1
[2408.32-2410.32] 取消提問請按米2 star 2
[2411.32-2415.32] 請線上主持人接入第一位提問者提問
[2415.32-2417.32] 是的 謝謝
[2417.32-2420.32] 第一位提問的是CICC
[2420.32-2422.32] 市長以及各位管理層下午好
[2422.32-2425.32] 首先感謝你們精彩的分享
[2425.32-2427.32] 我這邊有兩條問題
[2427.32-2429.32] 第一條是想問一下
[2429.32-2434.32] 2014年我們在大陸的主要競爭對手
[2434.32-2436.32] 對麵和飲料都提價了
[2436.32-2440.32] 想問一下是不是意味著行業的格局
[2440.32-2442.32] 是在改善
[2442.32-2446.32] 因為麵可能也是整個格局還是
[2446.32-2450.32] 可能雙寡頭或者說一超多強這樣一個格局
[2450.32-2453.32] 那我們看到其他行業可能
[2453.32-2455.32] 雙寡頭到了一定的階段
[2455.32-2457.32] 可能競爭都會趨緩一些
[2457.32-2461.32] 比如說像可口可樂和百思可樂
[2461.32-2465.32] 我不知道管理層覺得我們到了什麼樣的一個階段
[2465.32-2467.32] 競爭會有所趨緩
[2467.32-2468.32] 這是第一條問題
[2468.32-2469.32] 第二條問題是想問一下
[2470.32-2474.32] 從產品這個角度我們去看的話
[2474.32-2477.32] 我們市場策略和推新品方面
[2477.32-2479.32] 過去都相對比較穩健
[2479.32-2483.32] 過去也證明是非常成功的
[2483.32-2486.32] 比如說我們推的茄黃的方便麵
[2486.32-2488.32] 當然另外一方面
[2488.32-2491.32] 我們在部分快速成長的新興賽道
[2491.32-2494.32] 比如說像無糖茶和電解質飲料
[2494.32-2497.32] 我們也是有非常不錯的產品
[2497.32-2499.32] 但在推廣速度上面
[2499.32-2502.32] 我們考慮到市場競爭的因素
[2502.32-2506.32] 可能在有意控制推廣速度
[2506.32-2511.32] 但可能其他有些友商推廣過程中比較激進
[2511.32-2513.32] 我想問的就是
[2513.32-2515.32] 我們在新品推廣中
[2515.32-2519.32] 在快速成長的一個爆品和穩健成長
[2519.32-2522.32] 該如何取得一個比較好的平衡呢
[2522.32-2523.32] 就是不知道
[2523.32-2524.32] 可能可以做得到
[2524.32-2525.32] 該快的時候快
[2525.32-2527.32] 該慢的時候慢
[2527.32-2528.32] 以上兩條問題非常感謝
[2529.32-2530.32] 謝謝
[2530.32-2533.32] 您的問題非常有趣
[2533.32-2536.32] 我先來談談業界的所謂競爭
[2536.32-2540.32] 我們一直很鼓勵我們自己不要有競爭
[2540.32-2545.32] 因為我們過去在中國30年
[2545.32-2547.32] 我們就是因為天天想要競爭
[2547.32-2549.32] 所以搞得自己也很狼狽
[2549.32-2552.32] 這兩年就是想通了不要競爭
[2552.32-2554.32] 不要競爭是什麼意思呢
[2554.32-2556.32] 我們在這個市場來講
[2556.32-2559.32] 真的是非常非常的渺小
[2559.32-2561.32] 所以換句話說
[2561.32-2564.32] 假設我們不主動的去撞人家
[2564.32-2566.32] 人家要來撞我們
[2566.32-2568.32] 憑良心講也不是那麼容易
[2568.32-2573.32] 所以我們常常在內部裡面會聽到開會講說
[2573.32-2575.32] 我們為什麼要做這件事情
[2575.32-2577.32] 因為人家怎麼樣怎麼樣講
[2577.32-2578.32] 很巧合的是
[2578.32-2581.32] 我們的情報也顯示在同一個時間
[2581.32-2583.32] 我們的同業內部會議也剛好說
[2583.32-2584.32] 是因為統一這樣這樣
[2584.32-2586.32] 所以我們才這樣
[2586.32-2588.32] 所以到底誰在競爭誰
[2588.32-2590.32] 是非常有趣的問題
[2590.32-2591.32] 所以我要強調的是
[2591.32-2596.32] 我們這兩年一直在避免這種所謂的競爭
[2596.32-2601.32] 因為這個市場大到實在不需要去跟人家競爭
[2601.32-2603.32] 那我們自己有自己的節奏
[2603.32-2605.32] 自己有自己的步調
[2605.32-2608.32] 我們漲價是因為我們準備好了
[2608.32-2609.32] 我們可以漲價
[2609.32-2611.32] 我們不漲價
[2611.32-2614.32] 也因為我們有別的特殊的考量
[2614.32-2615.32] 所以我們不漲價
[2615.32-2618.32] A產品漲價不代表我們B產品要漲價
[2618.32-2620.32] 所以我們的同業做什麼事情
[2620.32-2622.32] 我們也不代表我們要跟進
[2622.32-2623.32] 那我們做什麼事情
[2623.32-2625.32] 我們同業做什麼事情
[2625.32-2627.32] 那是剛好純屬巧合
[2627.32-2628.32] 這也不是我們關心的
[2628.32-2631.32] 所以這個東西談起來有點哲學
[2631.32-2633.32] 我不曉得你聽得懂或聽不懂
[2633.32-2636.32] 我們現在的確是在這樣的運作
[2636.32-2638.32] 所以還是回到一句話
[2638.32-2643.32] 就是說這樣的運作結果讓我們的營運變得相對穩定
[2643.32-2645.32] 我個人比較死腦筋
[2645.32-2647.32] 我從來不相信有什麼
[2648.32-2649.32] 不會有爆品
[2649.32-2650.32] 就像煙火一樣
[2650.32-2652.32] 它一定很絢爛
[2652.32-2655.32] 但是時間都不會長久
[2655.32-2658.32] 所以我們還是比較覺得
[2658.32-2665.32] 一個產品要能夠有它的成功
[2665.32-2667.32] 它還有時間
[2667.32-2670.32] 還有相當的努力需要不斷的耕耘
[2670.32-2673.32] 那這個業務才會長久
[2673.32-2675.32] 就像我剛剛講的
[2675.32-2676.32] 我們在那個市場來講
[2676.32-2678.32] 還非常非常的渺小
[2678.32-2680.32] 所以這種情況來講的話
[2680.32-2682.32] 我們所謂的新產品
[2682.32-2684.32] 我們很多30年的老產品
[2684.32-2686.32] 對這個市場來講
[2686.32-2687.32] 其實在絕大部分地方來講
[2687.32-2688.32] 都還是新產品
[2688.32-2691.32] 因為這些從來沒見過
[2691.32-2693.32] 也不需要再見了
[2693.32-2695.32] 因為有很多產品在它的選擇
[2695.32-2698.32] 那對於新的消費者來講
[2698.32-2699.32] 我們也是不斷努力
[2699.32-2700.32] 所以這些年來
[2700.32-2705.32] 我們一直在做自己本身產品力的不斷的改善
[2705.32-2707.32] 讓消費者在選擇上面
[2707.32-2710.32] 有一個更好的比較基礎跟選擇
[2710.32-2715.32] 所以基本上我們在整個市場的營運來講的話
[2715.32-2718.32] 就是我們走我們自己的路
[2718.32-2720.32] 過去大家可能會很好奇說
[2720.32-2721.32] 這行得通嗎
[2721.32-2723.32] 大家都在一個市場上
[2723.32-2727.32] 互相的在拉拔競賽
[2727.32-2729.32] 怎麼可能會沒有競爭
[2729.32-2732.32] 但是事實上證明這兩年下來
[2732.32-2734.32] 我們是可以做到這一點的
[2734.32-2735.32] 因為我們發現
[2735.32-2737.32] 市場上的新產品
[2737.32-2740.32] 市場上喜歡找人打架的廠商還蠻多的
[2740.32-2744.32] 所以你如果不去主動的要去挑釁人家
[2744.32-2746.32] 人家憑良心講
[2746.32-2749.32] 說要在人家的雷達上面找到我們
[2749.32-2753.32] 憑良心講不是那麼容易
[2753.32-2755.32] 所以這個部分還是我們反求諸己
[2755.32-2757.32] 我們把自己的事情做好
[2757.32-2759.32] 這個市場很大
[2759.32-2761.32] 潛力也很多
[2761.32-2763.32] 人口數也很多
[2763.32-2765.32] 嘴巴也很多
[2765.32-2767.32] 所以選定了路線
[2767.32-2768.32] 選定了方向
[2768.32-2769.32] 選定了市場
[2769.32-2771.32] 還是有很多的空間跟機會
[2771.32-2774.32] 可以做好自己應該要做的事情
[2774.32-2776.32] 以上簡單的回覆
[2776.32-2777.32] 謝謝
[2777.32-2781.32] 好的請線上主持人接入下一位提問者
[2782.32-2784.32] 下一位提問的是UBS
[2784.32-2787.32] Veronica Song請提問
[2787.32-2789.32] 你好
[2789.32-2790.32] 感謝管理長的分享
[2790.32-2793.32] 我是UBS的委員Veronica Song
[2793.32-2796.32] 我的問題是關於統一中共的
[2796.32-2798.32] 我想請問一下管理層
[2798.32-2799.32] 就是在利潤率的方面
[2799.32-2803.32] 2025年我們怎麼去看待食品飲料兩個板塊
[2803.32-2806.32] 各自有哪些利潤率改善的機會和挑戰
[2806.32-2810.32] 然後有沒有一些具體的措施可以跟大家分享
[2810.32-2812.32] 如果從中長期的角度去看的話
[2812.32-2815.32] 管理層會怎麼期待我們未來利潤率改善的空間
[2815.32-2817.32] 以上謝謝
[2817.32-2820.32] 這個問題非常有趣
[2820.32-2825.32] 現在市場上有一句很流行的詞叫做廢動作
[2825.32-2827.32] 廢就是報廢的動作
[2827.32-2829.32] 這直接的解釋就是
[2829.32-2833.32] 你1月1號開始做的事情到12月31號
[2833.32-2837.32] 你會發現你很多事情都是做白工
[2837.32-2839.32] 那為什麼會這樣子呢
[2839.32-2843.32] 那一方面就是外面有很多的挑釁
[2843.32-2845.32] 刺激引誘
[2845.32-2848.32] 勸導引導等等
[2848.32-2850.32] 所以你就下意識要去做這些事情
[2850.32-2852.32] 所以您剛剛所提到問題
[2852.32-2853.32] 我們也有一個問題
[2853.32-2854.32] 我們有一個問題
[2854.32-2856.32] 您剛剛所提到問題說
[2856.32-2858.32] 怎麼在我們的營運性命來講的話
[2858.32-2859.32] 其實我可以講
[2859.32-2861.32] 不只是我們公司
[2861.32-2862.32] 包含所有業界
[2862.32-2868.32] 很多部分它的費用都是在做廢動作
[2868.32-2871.32] 就是越忙越窮這種概念
[2871.32-2872.32] 很忙
[2872.32-2874.32] 可是你會發現不知道在忙到哪裡去
[2874.32-2877.32] 但你不忙好像又有罪惡感
[2877.32-2879.32] 覺得好像交代不過去
[2879.32-2882.32] 這是很大的一個修養的問題
[2882.32-2884.32] 這是我們要訓練的
[2884.32-2886.32] 所以對我們的營運來講的話
[2886.32-2888.32] 我們就是盡量的用機制
[2888.32-2891.32] 用政策讓我們人員
[2891.32-2894.32] 能夠做事情越簡單越好
[2894.32-2897.32] 因為簡單就不容易出錯
[2897.32-2898.32] 不出錯
[2898.32-2901.32] 你就可以讓事情變得更合理化
[2901.32-2903.32] 那更合理化
[2903.32-2905.32] 當你的營運規模
[2905.32-2907.32] 很健康穩定的成長的時候
[2907.32-2910.32] 它的利潤自然會跑出來
[2910.32-2912.32] 所以其實大家都很關心說
[2912.32-2913.32] 我們在這個行業裡面
[2913.32-2916.32] 原物料的漲價問題
[2916.32-2917.32] 大概我所碰到
[2917.32-2919.32] 每一個人都是在關心原物料
[2919.32-2923.32] 幾乎很少人會跟我談到說
[2923.32-2925.32] 營運的費用紀律的問題
[2925.32-2928.32] 其實我們真正最大的費用
[2928.32-2930.32] 是在於營運的部分
[2930.32-2932.32] 因為原物料你再怎麼漲
[2932.32-2934.32] 都是可以預期的
[2934.32-2935.32] 都是可以預防的
[2935.32-2937.32] 都是可以管理的
[2937.32-2939.32] 但是人的行為
[2939.32-2942.32] 尤其是在市場上的角逐裡面
[2942.32-2945.32] 是事後才能夠看到的數字
[2945.32-2946.32] 那這個部分來講
[2946.32-2948.32] 就像我剛剛講的
[2948.32-2950.32] 非常非常
[2950.32-2952.32] 有很多是越忙越窮的
[2952.32-2956.32] 所以我們都盡量的能夠希望
[2956.32-2958.32] 在整個流程上能夠盡量合理化
[2958.32-2961.32] 讓我們的人可以越簡單
[2961.32-2963.32] 但其實這才是最大的一個挑戰
[2963.32-2966.32] 因為一般的人不喜歡簡單
[2966.32-2969.32] 因為簡單會覺得日子會變得很boring
[2969.32-2972.32] 就好像我們經營業
[2972.32-2974.32] 在營運上談穩定
[2974.32-2976.32] 很多業界朋友都說我們沒有出息
[2976.32-2978.32] 不漲進 不積極
[2978.32-2980.32] 在那邊混日子
[2980.32-2981.32] 沒有關係
[2981.32-2984.32] 我覺得這種修為
[2984.32-2986.32] 對我們來講比較實在一點
[2986.32-2989.32] 穩定對我們來講還是非常重要的
[2989.32-2993.32] 所以我希望我剛剛這個
[2993.32-2995.32] 不太像答案的答案
[2995.32-2997.32] 能夠讓你能夠有一些理解
[2997.32-2999.32] 好 謝謝
[2999.32-3002.32] 好的 請線上主持人再接入下一位提問者
[3002.32-3007.32] 下一位提問的是Celsa L.C.Shang
[3007.32-3008.32] 請提問
[3008.32-3011.32] 管理層好
[3011.32-3015.32] 我這邊想請教主要也是中控這邊的問題
[3015.32-3018.32] 主要是在這個茶飲上
[3018.32-3021.32] 因為去年我們茶飲其實表現非常的亮眼
[3021.32-3023.32] 有一個雙位數的增長
[3023.32-3025.32] 不僅僅是有糖茶
[3025.32-3028.32] 無糖茶去年開始也有不錯的貢獻
