[0.00-7.68] 各位投資先進大家午安
[1753.58-1754.60] 其實都還不錯
[1755.38-1755.88] 那
[1756.66-1759.98] Celestica其實前幾天才公布它的財報
[1760.24-1761.26] 它有提到說它
[1761.52-1765.10] 400G跟800G的出貨其實會有不錯的成長
[1765.62-1766.64] 那就我們的
[1766.90-1768.68] 角度來看呢我們的
[1769.20-1772.28] 客戶的佈局其實相對比較多元
[1772.78-1776.12] 比較重要的中端或者是OEM ODM
[1776.42-1777.18] 都是我們的客人
[1777.44-1781.02] 所以只要我們的客人的出貨量是增加的話我們也會
[1782.04-1784.36] 隨著客人出貨量增加而貢獻
[1785.64-1786.66] 我們的營收
[1792.04-1794.60] 想請問剛剛有提到
[1795.10-1799.46] 2025年下半年的展望那也想請問這邊對
[1799.72-1803.60] 第二季短期營運的看法
[1806.16-1812.30] 這個問題其實剛才已經也有回答過了
[1812.56-1814.10] 目前看起來
[1816.14-1817.94] 三大產品線
[1818.70-1821.52] 應該都有機會比第一季來的成長
[1822.04-1825.10] 目前看起來第二季除了新產能
[1826.38-1828.44] 會有新產能的加入以外
[1828.68-1831.50] 加動率應該還是會維持在滿載的狀況
[1832.78-1833.56] 那現在
[1836.16-1838.72] 我們就再看看這個問題
[1838.98-1841.80] 想請問今年下半年營收優於
[1842.56-1843.84] 上半年
[1844.10-1850.24] 請問高於公司平均的產業為何那對Growth Margin
[1850.50-1853.32] 或是OP Margin方向性為何
[1855.62-1858.94] 下半年的detail現在談太早了
[1859.72-1860.74] 那不過你從
[1862.02-1864.32] 中端客戶的產品設計來看
[1864.32-1866.36] 材料
[1867.40-1868.16] 還是在往
[1868.42-1870.98] 升級的方向走大家可以看
[1871.24-1874.30] 算力的要求其實還是在持續的增加
[1874.56-1875.84] 那你滿足算力
[1876.36-1881.72] 增加的條件通常只有兩個嗎一個是我的成數增加另外就是我的材料升級
[1882.50-1886.08] 所以目前看起來客人的設計還是往這個方向走
[1886.60-1887.62] 所以只要
[1888.12-1890.68] 客人在產品升級
[1890.94-1893.50] 還是持續往這個方向走的時候
[1893.50-1894.52] 我們的產品組合
[1895.54-1896.82] 應該還是會持續的改善
[1906.04-1909.38] 這邊想要請問可否給我們
[1909.62-1913.98] M4 M6以及小於M6的占比
[1915.78-1919.36] 和它的數量和收跟營收謝謝
[1920.64-1923.46] 我們沒有提供那麼detail的
[1923.76-1929.64] 材料的分類占比不過有一個數字可以給大家做參考
[1929.90-1932.98] 就是M6以上包括M6 M7
[1935.02-1936.04] 也包括M6
[1937.84-1939.88] 從出貨量的角度來講
[1940.40-1941.16] 占比
[1941.94-1943.22] 大概占了我們的
[1943.72-1945.78] 出貨量35%左右
[1947.82-1949.36] 應該是35%以上
[1953.76-1961.94] 這邊有個問題想要詢問今年各廠包括皇石馬來西亞以及
[1962.20-1968.34] 中山的產能陸續開出那折舊費用對於營收占比應該會下降
[1968.60-1971.68] 是否有助於往後各季毛利率的提升
[1973.98-1979.86] 之前有跟大家報告過就是影響毛利率大概有幾個主要的因素
[1980.90-1982.42] 重要性跟大家
[1982.42-1983.96] 再做一個說明
[1984.72-1988.06] 影響毛利率最大的因素第一個是產品組合
[1989.58-1991.12] 第二個是原物料成本
[1992.66-1994.20] 第三個是價動率
[1995.22-1996.50] 第四個是匯兌
[1997.78-1998.54] 所以
[1999.06-2000.86] 我手上也沒有水晶球
[2001.36-2004.94] 所以下半年的狀況要看下半年實際的產品組合定
[2006.48-2008.78] 那只是說那個方向剛有跟大家報告過
[2009.04-2012.38] 只要他產品升級的方向不變算力要求的
[2012.68-2013.96] 方向不變
[2014.22-2014.98] 產品組合
[2016.26-2017.54] 還會持續做改善
[2023.68-2029.82] 想要請問infra主要廠區以及請問昆山廠還可以延期嗎
[2033.92-2036.74] 其實各個廠區的設備都可以做到
[2037.26-2040.06] 基礎設施的一個材料
[2041.10-2042.38] 因為大家知道我們台灣的
[2042.68-2046.26] 產能約當20%左右但是基礎建設已經佔到
[2046.78-2047.28] 6
[2047.54-2049.08] 將近70%的佔比
[2049.58-2052.14] 所以理論上各個廠區都有提供
[2054.70-2056.50] 基礎建設材料的一個
[2057.02-2057.52] 能力
[2060.34-2061.88] 你剛才那個第二個問題是什麼
[2063.66-2066.48] 請問昆山廠可以延期嗎
[2067.26-2072.38] 昆山廠這個問題應該是在問到說我們跟昆山市政府這個換地的現狀
[2072.68-2073.18] 的協議
[2073.70-2074.98] 是不是
[2075.24-2077.02] 可以用到今年底
[2077.28-2078.56] 那根據我們跟他
[2078.82-2081.38] 簽的協議應該是至少可以用到明年底
[2084.20-2086.76] 所以這個產能在明年底之前應該都還在
[2089.32-2090.60] 不會因為我們新的產能
[2090.86-2092.38] 擴出來他就會
[2093.16-2093.66] 減少
[2098.28-2100.58] 請問能否提供公司各產品線的毛路
[2100.84-2101.34] 毛路
[2101.34-2101.86] 毛路
[2101.86-2102.38] 毛路
[2102.64-2108.78] 參考區間以及新產能開出來會不會因為學習曲線關係導致
[2109.04-2110.06] 毛利率被壓縮
[2111.60-2113.14] 我們沒有提供
[2113.64-2114.66] 那麼細的
[2115.44-2116.20] 各個產品
[2116.46-2118.00] 線的毛利率區間
[2118.50-2120.04] 不過我們有提供
[2121.32-2122.10] 毛利率
[2123.12-2124.14] 高低的排行
[2124.66-2127.98] 毛利率最高的是我們基礎設施的產品線
[2128.74-2130.54] 再來是手持式裝置
[2131.30-2132.08] 那這兩個產品的毛利率
[2132.38-2133.66] 都高於
[2133.92-2134.94] 公司的平均
[2135.46-2137.24] 產品線毛利率最低的
[2138.26-2138.78] 是
[2139.04-2140.32] 車用工業
[2140.58-2141.08] 跟其他
[2146.46-2149.78] 想請教公司目前產能430
[2150.82-2151.32] 萬張
[2151.84-2154.66] 會有區分材料等級佔比嗎
[2154.90-2159.52] 例如M7還是不同等級材料的產能可以快速切換
[2159.52-2165.40] 設備是共用的所以這個是要看客人的需求
[2166.68-2169.76] 那剛有提到我們M6以上的
[2170.02-2170.78] 出貨佔比
[2171.04-2174.62] 佔公司整體430萬張的產能
[2175.14-2176.68] 超過35%以上
[2183.08-2186.66] 這邊想請問怎麼看同價的主持
[2189.52-2195.66] 原物料成本其實上上下下就是我們也不是專家所以可能
[2196.94-2199.00] 可能問我們比較不適當
[2201.04-2202.58] 那剛才有提到我們
[2202.84-2205.90] 對同價的態度就是說跟競爭對手
[2206.42-2210.00] 我們面臨一樣的問題其實這個不會影響我們的競爭力
[2210.52-2211.80] 只有短期
[2212.30-2213.58] 他同價
[2214.10-2215.12] 漲跌對
[2215.38-2216.14] 我毛利率
[2216.66-2217.42] 負震的影響
[2217.68-2218.96] 所以這個不影響我們競爭力
[2218.96-2219.98] 我們不會
[2220.24-2221.26] 特別去擔心
[2222.54-2223.32] 同價
[2224.08-2225.62] 上漲或下跌對我們
[2226.38-2227.16] 獲利的
[2227.40-2228.44] 一個影響
[2228.94-2230.74] 那當然如果說同價
[2231.00-2232.28] 漲太多我們
[2232.52-2235.34] 也是會找機會把這個成本
[2235.86-2236.88] 轉嫁給客戶
[2238.92-2241.24] 所以就短期來看也許會有影響
[2241.74-2244.30] 那就長期來看我們基本上都可以
[2245.08-2246.60] 完全轉嫁給我們的
[2247.64-2248.14] 客戶
[2248.96-2251.00] 所以這個長期來講沒有什麼影響
[2253.82-2259.96] 想請問如果公司目前產能滿載情況下在新產能沒開出前我們的
[2260.22-2266.36] 客戶需求又是急迫會否尋求第二供應商那另外
[2266.62-2269.96] 新產能開出來主要是否高階AI用嗎
[2271.48-2276.10] 所以這個也是為什麼我們急迫的希望我們產能能夠提早開出的原因嗎
[2276.36-2276.86] 所以
[2277.64-2278.92] 剛才第一個問題的
[2279.22-2279.98] 我們擔心其實
[2280.50-2281.26] 太多慮了
[2281.52-2283.56] 我們產能是可以比我們
[2283.82-2286.38] 預計的計劃再提早一個月開出
[2287.16-2287.92] 所以不會有
[2288.44-2289.96] 有這樣的情況發生
[2297.90-2304.04] 請問目前非中國的產區能夠做到全製程的比率高嗎還是
[2304.30-2307.88] 其實不少製程還是在中國完成在Gina China
[2308.14-2308.92] 廠區完成
[2309.22-2309.72] 後續
[2311.52-2313.56] 各個廠區都有自己
[2313.82-2315.10] 全製程的能力
[2315.62-2320.22] 那新的廠區其實它的自動化的程度會比舊的廠區再高一些
[2320.74-2323.56] 所以我們這個還算蠻自動化蠻先進的
[2327.64-2333.02] 請問我們Aseq幾個大客戶在下半年的需求展望
[2335.58-2338.92] 我們剛有提到我們針對單一客戶其實不能去做
[2339.22-2339.72] 評論
[2340.50-2343.06] 但是你從整體的客人的
[2344.34-2346.90] 需求來看其實他們剛好在前
[2347.40-2349.46] 昨天跟前天
[2349.72-2351.50] 都有召開他們的法說會
[2351.76-2354.58] 大家看他們的資本支出其實都還在增加
[2355.08-2359.18] 如果說他們資本支出增加其實對我們的需求其實就會增加
[2366.10-2368.40] 請問相比日韓競爭對手
[2368.66-2369.42] 台光電在
[2369.68-2370.96] 廠區分布以及
[2371.22-2377.36] 廠區製程完整度上有沒有明顯競爭優勢讓台光電在這一輪供應
[2377.62-2380.68] 練習台當中有更大的潛在收益空間
[2382.74-2385.04] 其實這個已經是現在進行式啦
[2385.30-2386.06] 就是說
[2387.34-2389.64] 尤其是日系的競爭對手他們
[2390.16-2392.46] 對於擴充產能都是比較
[2392.72-2393.48] 遲疑的嘛
[2394.26-2395.28] 所以大家可能
[2395.80-2397.58] 可以聽得到我們終端客人的需求
[2397.84-2398.36] 其實很強
[2398.66-2400.96] 那在他產能不足的情況底下
[2401.72-2405.32] 目前看起來市場有足夠產能可以吸收這些訂單的
[2405.82-2407.36] 大概也只有台光
[2407.62-2412.22] 競爭對手其實也在這段時間也沒有什麼新的產能開出來
[2412.74-2415.30] 所以這個其實已經是現在進行式了
[2415.80-2420.16] 那如果說照這種情況發展下去我們新的產能還會持續開出
[2420.68-2421.70] 那這個同時
[2422.20-2424.26] 競爭對手其實也都還沒有在
[2425.02-2426.04] 擴充什麼產能
[2426.56-2428.36] 所以如果說有一些
[2428.66-2429.94] 終端客人的需求
[2430.20-2430.70] 我想
[2430.96-2431.72] 能夠
[2432.24-2433.52] 提供技術
[2434.54-2435.32] 產能
[2435.82-2436.34] 以及
[2436.84-2438.12] 具競爭優勢的
[2438.38-2440.94] 成本大概也只有台光能夠做到
[2446.06-2453.48] 請問剛剛講M6以上產品出貨量超過35%是指第一季嗎還是全年預估
[2454.76-2457.32] 剛才講的數字是第一季
[2457.84-2460.40] 那我們沒有提供預測的數字
[2460.90-2461.92] 所以我們都
[2462.18-2464.48] 要等到財報節出來之後
[2464.74-2466.02] 才會去算說
[2466.54-2471.40] 產品的分類以及各個材料的這個出貨占比的狀況
[2475.76-2481.90] 想請問今年擴產後到年底M6以上材料占產能的比例
[2482.16-2487.28] 剛才有跟大家包
[2487.58-2489.88] 我們是要等
[2491.42-2493.98] 營運結果出來之後才會去計算
[2494.24-2496.80] 占比我們不會去做預測
[2498.08-2499.86] 各個產品占比的狀況
[2500.38-2502.94] 理論上這個還是要看客人的需求
[2506.78-2507.54] 那我再
[2508.06-2509.34] 多講一句就是說
[2510.36-2511.90] 當然有提到客人的
[2512.16-2514.46] 下一世代的產品設計都是往
[2515.22-2516.24] 多層數
[2517.58-2518.86] 高算力去走
[2519.62-2521.68] 所以高階的材料占比
[2522.44-2525.52] 會持續增加但是只能講方向
[2525.76-2526.80] 我們沒有提供
[2527.30-2529.36] 這個百分比占比的數字
[2535.76-2540.88] 請問能否更新25第一季AI營收占比
[2543.44-2546.50] 第一季AI在我們營收占比
[2546.76-2547.28] 約
[2547.32-2549.36] 當在35%
[2549.88-2552.18] 左右占公司整體的營收
[2553.20-2554.48] 35%以上
[2559.86-2566.00] 想請問Google TPUV6公司與日本同業的市佔率誰比較高
[2566.26-2571.64] 以及TR2有看到提早減產的情況嗎謝謝
[2573.94-2577.28] 我們沒有辦法針對單一客戶去做說明
[2577.58-2579.12] 抱歉
[2583.72-2589.86] 請問年底產能達到580萬張
[2590.12-2596.26] 屆時大於等於M6出貨量比重會相當於35%或者更高嗎謝謝
[2598.82-2602.66] 這個等我們年底結完帳之後再來跟大家做報告
[2607.58-2612.44] 想請問
[2612.70-2615.76] 第一季跟第二季外包的營收
[2621.92-2624.98] 外包占我們的占比不大所以
[2628.06-2630.88] 這個營收占比我們也不方便透露
[2631.38-2633.44] 不過基本上它占比不大
[2637.58-2641.92] 這邊想請問今年下半年產品別分類
[2642.18-2647.56] 可否說明一下規格提升速度排序或者其他的說明
[2650.12-2653.44] 這個牽涉到客人下一世代產品的設計
[2653.70-2655.24] 所以我剛才一開始有講
[2655.50-2657.54] 這個我們有簽NDA
[2658.06-2658.82] 不方便
[2659.08-2660.10] 跟各位
[2660.62-2661.12] 透露
[2665.22-2667.28] 這邊想請問石英部產品
[2667.58-2670.14] 材料的世代產品何時會量產
[2670.40-2672.18] 還是人在研發階段
[2675.26-2676.02] 目前
[2676.28-2678.32] 是處於送樣的階段
[2678.84-2680.88] 就是說下一世代的產品
[2682.68-2685.50] M9的產品現在是在送樣的階段
[2686.26-2689.60] 那至於說什麼時候量產其實這個要看客人的決定
[2690.10-2693.44] 那我們會配合客戶量產的時間點
[2693.68-2694.96] 去做好產能
[2695.22-2697.28] 以及相關原物料的準備
[2697.58-2698.86] 滿足客人的需求
[2706.80-2712.94] 想請問EQ25手持式裝置營收表現優於過往淡季水準主要原因為何
[2719.08-2721.38] 其實主要的原因目前看起來
[2725.22-2727.02] 除了大陸的
[2727.84-2730.64] 手機市場有一點復甦以外
[2730.90-2731.68] 看起來
[2732.44-2734.48] 筆電的需求也有回升
[2734.74-2736.28] 這個是最主要的原因
[2749.60-2756.50] 請問
[2757.32-2770.64] 請問線上的訪問還有問題要更新嗎
[2778.06-2784.20] 這邊想請問EQ25 gross margin除了產品組合改善以外是否有其他的因素
[2784.46-2785.74] 接下來幾季的Gross margin
[2786.00-2787.28] 是否有其他的因素
[2787.58-2790.90] 是否可以參考今年DZ的標準
[2795.76-2798.84] 影響毛利的因素剛才有跟大家報告過了
[2799.10-2800.38] 第一個就是產品組合
[2800.64-2801.92] 第二個是
[2802.16-2803.20] 原物料成本
[2803.44-2804.72] 第三個是
[2805.24-2805.76] 稼動率
[2806.00-2806.78] 第四個
[2808.56-2809.08] 是匯率
[2809.60-2812.40] 所以影響毛利率大概就是這幾個因素在跑
[2812.66-2815.22] 那我們也沒有水晶球沒有辦法預估
[2816.50-2817.28] 產品的變化
[2817.58-2818.60] 只是跟大家
[2819.88-2821.42] 一直在講的就是說
[2821.92-2826.28] 如果客人的算力要求持續在做提升材料升級的方向
[2826.80-2827.30] 沒有變
[2827.56-2829.10] 我們高階的材料佔比
[2829.36-2830.38] 會持續提升
[2830.88-2832.42] 那剛才有跟大家提到
[2833.20-2835.76] 這個基礎設施毛利率算是我們
[2836.00-2840.88] 相對比較高的產品線的毛利率所以大家可以從這個角度去做
[2841.12-2841.64] 思考
[2846.24-2847.28] 請問EQ25
[2847.58-2851.42] Aseq佔AI又達80%嗎
[2853.98-2854.74] 我們沒有
[2855.00-2855.76] 針對
[2857.56-2859.10] 這個問題去做
[2859.36-2859.86] 回答
[2861.14-2867.28] 好的那最後一個問題想要請問AI佔比35%是只有AI Server嗎
[2867.54-2869.60] 還是有包括Switch
[2872.40-2874.96] 我們AI Server定義大概就是
[2875.22-2877.28] OM UBB Switchboard加Mail
[2877.52-2878.86] 所以都有
[2880.90-2889.10] 好的那由於時間關係今天非常謝謝Robert不控給我們那我們今天做談會就先到此告一段落也謝謝各位投資先進
[2889.36-2890.38] 參與謝謝大家
[2890.64-2891.66] 謝謝
