[0.00-14.54] 各位投资先进午安
[1431.96-1433.96] 對本季毛利率的影響有幾個百分點
[1433.96-1435.96] 今年降價的幅度在預期中
[1435.96-1437.96] 預計對於第一季的毛利率
[1437.96-1439.96] 不會有顯著的影響
[1439.96-1441.96] 不會有顯著的影響
[1441.96-1443.96] 不會有顯著的影響
[1443.96-1445.96] 再來是泰國廠未來的展望
[1445.96-1447.96] 再來是泰國廠未來的展望
[1447.96-1449.96] 泰國廠的土地可以蓋三個工廠
[1449.96-1451.96] 每個工廠的產能
[1451.96-1453.96] 大約是120萬尺
[1453.96-1455.96] 專注於高階多層板
[1455.96-1457.96] 與高階HDI的技術
[1457.96-1459.96] 產品應用涵蓋了
[1459.96-1461.96] GPU, ASIC,
[1461.96-1463.96] Server, Switch,
[1463.96-1465.96] Satellite和Automotive等關鍵領域
[1465.96-1467.96] Satellite和Automotive等關鍵領域
[1467.96-1469.96] 我們的目標是贏得國際頂級客戶的信賴與訂單
[1469.96-1471.96] 我們的目標是贏得國際頂級客戶的信賴與訂單
[1471.96-1473.96] 將泰國廠打造為泰國高階PCB
[1473.96-1475.96] 將泰國廠打造為泰國高階PCB
[1475.96-1477.96] 規模最大技術最先進
[1477.96-1479.96] ESG發展最成熟的PCB生產基地
[1479.96-1481.96] ESG發展最成熟的PCB生產基地
[1481.96-1483.96] 來持續強化我們的永續經營能力
[1491.96-1493.96] marsupial Kita
[1493.96-1505.80] passive
[1521.96-1540.54] 有先进问到800G Switch的认证状况
[1540.54-1542.58] 以及预计何时可以进入量产
[1542.58-1546.04] 那我们现在预估在今年下半年
[1546.04-1548.24] 会有一些相关产品进入量产
[1548.24-1553.10] 那有先进问到
[1553.10-1557.10] 菜股场的第三季能开始损益两品吗
[1557.10-1562.06] 那我们目前预计至少需要一年以上的时间
[1562.06-1569.78] 再来是第四季HDI为何比例下降
[1569.78-1575.82] 那主要是汽车还有网路及伺服器
[1575.82-1577.68] 这两个类型的产品
[1577.68-1579.22] 客户调整需求
[1607.68-1610.02] 产品通常都会完成
[1610.02-1611.38] 能在 firefighters 的期间
[1611.38-1613.56] Alberto、laufey 和
[1613.56-1616.50] 概念林昱熱 R Tenemos el tiempo
[1616.50-1617.76] B estrogeno Y tenemos el tiempo
[1617.76-1618.70] B Kraftfall
[1618.70-1619.36] 一个是甫 N Sandro
[1619.36-1620.54] 一个是极 angles
[1620.54-1621.90] Fertility
[1621.90-1623.70] organisations
[1623.70-1625.24] 标 contents
[1627.24-1628.42] vite exterminate
[1628.42-1628.72] bottles
[1628.72-1629.42] 一rép turbo
[1629.42-1630.30] ain layering
[1630.30-1631.60] 헤 attempt
[1631.60-1632.40] 生 lambda
[1632.40-1632.68] 适量
[1632.68-1633.68] 一 grav
[1633.68-1634.48] 一 paul
[1634.48-1635.68] 潘
[1635.68-1636.56] 放
[1636.56-1637.04] 真
[1637.04-1637.52] 责会
[1637.52-1637.62] 凶
[1637.68-1658.46] 有先进问到今年预期的HDI占比
[1658.46-1661.40] 那我们HDI的会持续增加
[1661.40-1666.96] 再来有问到说
[1666.96-1669.86] 伺服器的产品应用是主板还是OAM
[1669.86-1671.30] 那我们目前都有
[1671.30-1675.98] 包括有ASIC Server Switch
[1675.98-1682.84] 有先进问到HDI是下半年在泰国厂放量
[1682.84-1687.14] 那我们泰国厂目前的产能是50万Sqft
[1687.14-1689.14] 其中有15万是HDI
[1689.14-1691.36] 那其他黄石厂混山厂
[1691.36-1694.06] 也都还有HDI的产品继续生产中
[1721.36-1730.48] 好 刚刚有先进想让泰国厂的产品认证和生产进度再说一次
[1730.48-1737.18] 我们目前客户还持续在做整厂契合和样品验证
[1737.18-1740.78] 那产品有包括AI Server ASIC
[1740.78-1743.68] 还有Server Switch 还有汽车版
[1743.68-1747.80] 目前我们是有高阶汽车版在量产中
[1747.80-1751.24] 另外Server版小量产生产中
[1751.36-1755.26] 那AI的Server和Switch目前是在打样中
[1781.36-1790.06] 有先进问到HDI是下半年在泰国厂放量产
[1790.06-1795.64] 那我们的目标是放在中高阶的产品
[1795.64-1811.34] 随着AI的发展高阶产品的需求还在扩大
[1811.34-1817.24] 当中目前在泰国的高阶产能还看不到供过于求的状况
[1841.34-1850.04] 所以我们有兴趣问到Digit微星产品
[1850.04-1854.14] 那目前我们是与相关客户接触中
[1854.14-1858.24] Digit微星是我们泰国厂的目标产品之一
[1858.24-1866.18] 那我们的目标是在下半年在泰国厂放量产品
[1871.34-1878.48] 他们的配套数据彻底扩大了
[1878.48-1882.56] 而且上边和下边在面上的机会准确与 Cabrio合复
[1882.56-1887.04] 而且自己 Manget 的 kingdoms Bruno Mester有低配套
[1887.04-1889.84] 大量的品牌装备今天在车上rage
[1889.84-1894.66] 能够让我们在每次来到 아이得里泰战问alla
[1894.66-1897.40] 准球5号保留光临常隔的球
[1897.40-1899.42] 成了主対atifT,**事,海外人体オチ的种族
[1901.34-1905.44] 有先進彎道我們2025年的資本支出
[1905.44-1911.58] 是30億元主要會用在泰國廠
[1911.58-1914.90] 那折舊費用的部分
[1914.90-1919.00] 我們2024年的折舊是12.5億
[1919.00-1923.62] 那預估2025年的折舊在16到18億
[1923.62-1930.34] 那先進彎道2025年的營業費用
[1930.34-1933.08] 折舊是14%左右
[1953.62-1980.84] 有先進彎道超以目前的上市進度
[1980.84-1983.60] 那我們目前還是依照進度在進
[1983.60-1984.44] 進行中
[1984.44-1986.32] 我們會在重要的節點
[1986.32-1988.52] 依照政府的規定做公告
[2013.60-2017.04] 我們會在2025年到2025年
[2017.04-2020.84] 有先進彎道上半年毛利
[2020.84-2022.44] 人壽泰國廠的影響
[2022.44-2026.48] 那他請問全年毛利成長目標
[2026.48-2029.82] 是來自價重率提升還是產品組合的幫助
[2029.82-2031.46] 那這兩者都有
[2031.46-2036.00] 另外還有學習期限的提升
[2043.60-2046.60] 女老婆已經有盤 below
[2046.60-2051.16] 那麼一堂大廳 return
[2051.16-2053.68] 所以文八屿法國
[2053.68-2056.26] 中其門左右的同盟
[2056.26-2057.88] 不換所以芬娜
[2057.88-2059.14] 將來我都講一次
[2059.14-2060.94] 這兩德國公民
[2060.94-2063.14] 在公众他們的時代
[2063.14-2064.88] 你再拿那個跟前的
[2064.88-2066.16] 不和wu intimidating
[2066.16-2068.32] 你們現在事情都還是 Grandma
[2068.32-2070.34] ários
[2070.34-2071.92] 給我們的
[2071.92-2073.44] 全世界美國英國國有 Euro
[2073.44-2103.42] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[2103.44-2133.42] 明镜与点点栏目
[2133.44-2163.42] 明镜与点点栏目
[2163.44-2169.24] 明镜与点点栏目
[2193.44-2223.42] 明镜与点点栏目
[2223.44-2253.42] 明镜与点点栏目
[2253.44-2283.42] 明镜与点点栏目
[2283.44-2296.70] 明镜与点点栏目
[2313.44-2343.42] 明镜与点点栏目
[2343.44-2373.42] 明镜与点点栏目
[2373.44-2403.42] 明镜与点点栏目
[2403.44-2407.12] 明镜与点点栏目
[2407.12-2417.68] 明镜与点点栏目
[2417.68-2418.14] 明镜与点点栏目
[2418.14-2418.72] 有先进问到
[2418.72-2423.12] 2025年第一季相较于2024年第一季
[2423.12-2424.56] 择救费用会增加多少
[2424.56-2426.28] 那我们刚估略算一下
[2426.28-2427.94] 大约是多40%
[2427.94-2431.98] 明镜与点点栏目
[2431.98-2433.26] 明镜与点点栏目
[2433.26-2433.34] 明镜与点点栏目
[2433.34-2433.40] 明镜与点点栏目
[2433.40-2433.42] 明镜与点点栏目
[2433.42-2437.20] 有先进也问到泰国厂要花一年以上才能损平
[2437.20-2440.86] 主要是两率问题还是客户认证时间较长所致
[2440.86-2445.60] 那主要是初期成本较高
[2445.60-2448.20] 然后有一段学习曲线
[2448.20-2451.76] 再加上泰国厂做高阶的产品
[2451.76-2454.82] 那高阶产品的确认证的时间比较长
[2463.42-2493.40] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[2493.42-2523.40] 明镜与点点栏目
[2523.42-2553.40] 明镜与点点栏目
[2553.42-2567.20] 有先进问到
[2567.20-2575.00] 我们泰国厂产品认证过后会调整中国厂产能吗
[2575.00-2579.60] 那我们会做整个集团的产能调配
[2579.60-2583.40] 每一个生产的据点
[2583.42-2585.56] 都能够做到对价的状况
[2585.56-2591.08] 有先进问到
[2591.08-2595.08] 2025年单季的营业费用约估多少
[2595.08-2599.42] 那我们目前的营业费用估计是14%左右
[2599.42-2608.28] 有先进问到
[2608.28-2610.08] 今年预计发放的股利
[2610.08-2612.78] 那这个部分我们已经公告的是1.5元
[2612.78-2613.28] 那这个部分我们已经公告的是1.5元
[2613.42-2613.92] 那这个部分我们已经公告的是1.5元
[2643.42-2643.92] 那这个部分我们已经公告的是1.5元
[2673.42-2703.40] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[2703.42-2733.40] 明镜与点点栏目
[2733.42-2763.40] 明镜与点点栏目
[2763.42-2769.70] 有先进问到黄石二厂还会扩增产能吗
[2769.70-2773.06] 那这个要看客户的需求情况而定
[2773.06-2781.42] 有问到终端项目在2025年的营收成长性
[2781.42-2789.28] 主要的互通性和伺服剂成长会最为强劲
[2789.28-2791.60] 再来是储存装置
[2791.60-2793.40] 会保持稳健的成长性
[2793.42-2797.66] 但是技术业务会不断的提升
[2823.42-2841.40] 有先进问到说今年营收成长双位数的主要是来自哪些应用类别
[2841.40-2845.02] 那就是来自我们刚刚有提到的三个应用类别
[2845.02-2848.18] 网络通讯和伺服器 储存装置以及汽车
[2853.42-2859.82] 那有关超营的上市进度
[2859.82-2862.50] 那有先进请我们再说明一次
[2862.50-2866.40] 那主要就是我们现在依照这个进度在进行
[2866.40-2868.96] 那如果有重要的节点的话
[2868.96-2872.20] 我们都会依照政府的要求来公告
[2883.42-2893.52] Medicine
[2893.52-2896.02] 如果你说是第三个原因
[2896.02-2898.86] 我不能说我勿alı
[2898.86-2900.34] 我实在不会动态
[2900.34-2901.68] 的确
[2901.68-2905.18] 因为 21年台湾今天都有免费出事
[2905.18-2907.00] 我给你们指 immigration
[2907.00-2908.98] 这都是事情要 frig salvage
[2908.98-2910.72] 第四个原因是比如说
[2910.72-2912.76] 其实只有 core 洗漏
[2913.42-2920.22] 有先进问到
[2920.22-2922.54] 上半年毛利率在价动率提升
[2922.54-2924.78] 及产品组合优化下
[2924.78-2928.22] 可叫第四季止跌改善
[2928.22-2930.64] 还是要等到下半年
[2930.64-2934.96] 我们在上半年的确价动率会逐渐提升
[2934.96-2936.38] 产品组合也会优化
[2936.38-2938.72] 但是还是会受到泰国厂
[2938.72-2940.68] 出其成本较高的影响
[2940.68-2943.12] 所以要到下半年
[2943.12-2945.02] 才会有比较好的提升
[2973.12-2992.48] 有先进问到
[2992.48-2994.64] 今年的税率
[2994.64-2998.56] 我们的泰国厂有免税的优惠
[2998.56-3000.62] 就是八免五减半
[3000.62-3003.08] 对泰国获利的话
[3003.08-3003.10] 有免税的优惠
[3003.12-3005.54] 集团平均税率会下降
[3005.54-3008.96] 但是若泰国亏损阶段的话
[3008.96-3011.86] 会让集团的税前净利减少
[3011.86-3013.72] 税率反而会上升
[3033.12-3045.10] 所以有些人会担心
[3045.10-3047.00] 如果有免税的优惠
[3047.00-3049.10] 就会有一个大增的增长
[3049.10-3051.10] 所以有些人会担心
[3051.10-3053.10] 如果有免税的优惠
[3053.10-3055.10] 就会有一个大增的增长
[3055.10-3057.10] 所以有些人会担心
[3057.10-3059.10] 有些人会担心
[3059.10-3061.10] 有些人刚刚问到
[3061.10-3063.10] 产品成长性
[3063.12-3065.12] 那减报上
[3065.12-3067.12] 目前大家可以看到减报
[3067.12-3069.12] 网络通讯伺服器
[3069.12-3071.12] 储存装置和汽车业务
[3071.12-3073.12] 是主要的成长动能
[3073.12-3077.12] 大家可以看得到荧幕吗
[3077.12-3079.12] 没有
[3079.12-3081.12] 那其中呢
[3081.12-3083.12] 就以网络通讯
[3083.12-3087.12] 以伺服器的领域成长最为强劲
[3087.12-3089.12] 然后再来是储存装置
[3089.12-3093.08] 再来则是汽车业务的温和成长
[3093.12-3095.12] 就在这一边
[3095.12-3097.12] 我们可以看到
[3097.12-3099.12] 在这边
[3099.12-3101.12] 有一个很强劲的
[3101.12-3103.12] 就是在线上的
[3103.12-3105.12] 我们可以看到
[3105.12-3107.12] 这个是线上的
[3107.12-3109.12] 这个是线上的
[3109.12-3111.12] 这是线上的
[3111.12-3113.12] 这是线上的
[3113.12-3115.12] 这是线上的
[3115.12-3117.12] 这是线上的
[3117.12-3119.12] 这是线上的
[3119.12-3121.12] 这是线上的
[3121.12-3151.10] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[3151.12-3181.10] 明镜与点点栏目
[3181.12-3211.10] 明镜与点点栏目
[3211.12-3241.10] 明镜与点点栏目
[3241.12-3271.10] 明镜与点点栏目
[3271.12-3301.10] 明镜与点点栏目
[3301.12-3315.26] 明镜与点点栏目
[3331.12-3361.10] 明镜与点点栏目
[3361.12-3379.42] 明镜与点点栏目
[3391.12-3421.10] 明镜与点点栏目
[3421.12-3447.48] 明镜与点点栏目
[3451.12-3481.10] 明镜与点点栏目
[3481.12-3511.10] 明镜与点点栏目
[3511.12-3541.10] 明镜与点点栏目
[3541.12-3551.30] 明镜与点点栏目
[3551.30-3557.08] 明镜与点点栏目
[3557.08-3564.78] 明镜与点点栏目
[3564.78-3565.18] 明镜与点点栏目
[3565.18-3566.02] 明镜与点点栏目
[3566.02-3566.68] 明镜与点点栏目
[3568.16-3568.26] 明镜与点点栏目
[3568.26-3568.36] 明镜与点点栏目
[3568.36-3568.58] 明镜与点点栏目
[3568.58-3569.96] 明镜与点点栏目
[3569.96-3570.68] 明镜与点点栏目
[3570.68-3570.98] 明镜与点点栏目
[3570.98-3573.40] 總經理今天的簡報及說明
[3573.40-3576.26] 今天的線上法人說明會就先到此結束
[3576.26-3577.28] 再次謝謝大家
[3577.28-3578.48] 祝大家投資順利
[3578.48-3580.42] 謝謝拜拜
[3580.42-3581.62] 謝謝 拜拜
