[0.00-7.78] 各位投资先进大家午安
[1606.98-1608.00] 百分之七八十
[1608.26-1610.82] 但是因为如果你下包的话那就是毛利率会减低
[1612.10-1612.86] 所以这个
[1612.86-1613.64] 不是很
[1613.94-1615.48] 很固定的但是
[1615.98-1617.52] 一般都是这两个会影响
[1618.04-1618.54] 这样
[1618.80-1621.62] 好谢谢那再请问一下就是
[1622.14-1623.92] 看到公司那个地区营收比
[1624.18-1627.00] 就是台湾大概占88%-87%
[1627.26-1630.06] 那亚洲这边的话请问主要是来自哪几个国家呢
[1630.32-1633.14] 一个是中国
[1633.90-1635.44] 因为我们那个像我们的
[1635.96-1639.80] 不管我们的MES啦我们的HR
[1640.06-1641.08] 的系统呢
[1642.10-1642.62] 对不起
[1643.94-1651.10] 对不起
[1651.36-1655.46] 因为比如说MES啦或是HR或是ERP的系统呢
[1655.72-1658.78] 事实上因为我们国内的厂商有一些
[1659.04-1661.10] 其实在中国那边都有一些
[1662.12-1662.88] 都有那个
[1663.66-1667.50] 有那个工厂在嘛有分工处在所以我们会
[1667.74-1669.28] 会到那边去做service
[1669.54-1670.30] 那另外呢
[1670.82-1672.86] 我们目前最多的是越南
[1673.94-1675.98] 那可能跟
[1676.50-1679.32] 有一些从东国抽推到越南去会有关嘛
[1679.82-1682.64] 那也有啊比如说有菲律宾啊泰国也有
[1682.90-1686.22] 基本上都是国内的厂商过去这样比较多
[1687.00-1687.76] 这种情况
[1689.04-1691.34] OK好我知道了谢谢
[1693.66-1695.96] 请问其他先进还有问题吗
[1701.58-1703.12] 如果其他先进没有
[1703.38-1703.90] 额外的问题
[1704.20-1705.48] 的话我们今天的法人说
[1705.74-1707.02] 蔡先生请
[1707.26-1707.78] 请说
[1709.32-1710.60] 不好意思就是
[1710.86-1713.16] Follow up这个先进的提问
[1713.42-1716.48] 那就是今年的这个毛利率
[1716.74-1718.28] 还有
[1718.78-1720.58] 费用率跟税率怎么看
[1722.88-1724.16] 费用率
[1726.72-1729.80] 您是说我们公司的
[1731.08-1731.58] 会用吗
[1731.84-1733.64] 营业费用就是大概
[1733.94-1736.24] 今年可以怎么估算那毛利率
[1736.50-1740.86] 就是大概是跟会预期是跟去年差不多水准
[1741.62-1742.64] 毛利率是
[1743.66-1744.44] 毛利率
[1744.94-1747.76] 我这个地方我刚刚说明过其实
[1748.02-1750.84] 会跟我们代理销售
[1751.34-1752.38] 会有影响
[1752.62-1754.94] 那这个部分说真的不是很
[1755.18-1755.70] 准确
[1755.96-1756.72] 因为
[1756.98-1762.86] 有时候我们一般来讲我们是希望客户自行去购买包括有一些硬体设备
[1763.12-1763.90] 我们一般来说
[1764.20-1765.48] 我们是不太
[1765.74-1767.26] 希望说再去帮客户
[1767.78-1769.32] 做这个service
[1769.58-1771.36] 因为这边其实就像
[1771.62-1773.92] 我刚刚讲的其实毛利是不高的
[1774.18-1776.48] 但是因为有些客户要求我们
[1777.00-1778.02] 还是要整个
[1778.28-1779.04] 专案去
[1779.30-1780.06] 把他把这个
[1780.32-1781.60] 这些东西都帮他买好
[1781.86-1783.14] 那这样的话我们这个
[1783.40-1786.98] 看起来是合约金融比较大其实是毛利率就会下降
[1787.50-1790.56] 那这个其实每一年的情况不太一样
[1791.08-1792.62] 这边比较不能讲
[1793.12-1793.90] 但是如果说
[1794.20-1795.48] 是纯粹是我们的
[1795.74-1796.24] 自己
[1796.50-1799.06] 服务的案子那当然毛利率就会很高
[1800.34-1804.44] 因为我们一般来讲我们就是卖我们自己软体然后就是我们自己的
[1805.20-1808.28] 人脸去service的话那这个毛利率就八九十
[1808.54-1810.84] 以上
[1812.12-1815.44] 那费用的话我们固定的费用应该
[1815.70-1818.78] 都差不了多少因为那个是很准确
[1819.80-1821.84] 每一年固定就是
[1822.36-1822.86] 啊
[1824.20-1825.48] 这个费用
[1825.74-1827.26] 暂时锁上没有资料
[1827.52-1829.32] 不过这部分应该是都
[1831.10-1831.62] 你讲的
[1831.88-1833.92] 他是不是跟营业会用
[1834.18-1835.20] 营业比较
[1836.74-1837.76] 跟那个
[1838.02-1839.56] 收益比较吗还是跟什么
[1839.82-1841.86] 这个可能我要问一下财务状况
[1842.38-1843.66] 下一次再来谈
[1843.90-1845.18] 看看有没有比较准确的
[1846.98-1851.08] 那就是毛利率了解
[1851.34-1852.36] 意思但是
[1852.62-1853.38] 那可以
[1853.38-1855.18] 我想另外换个方式
[1855.42-1856.70] 请教就是说
[1856.96-1862.08] 那今年这个这个成长主要是自有产品比较多还是
[1862.34-1863.36] 外购代理的
[1863.62-1864.14] 比较多
[1865.92-1870.28] 今年预期会入账成长比较多主要是来自哪部分的产品
[1870.54-1871.04] 线
[1871.56-1875.40] 自有产品会增加像MES我认为是会增加
[1876.16-1877.18] 那HR
[1877.44-1878.72] 应该是跟去年
[1878.98-1879.74] 多一点点
[1880.00-1881.80] 另外就是
[1882.30-1882.82] 在
[1883.38-1884.14] 在那个
[1884.40-1886.46] Oracle ERP的执行方面呢
[1886.70-1888.24] 我们的顾问就是我们Service
[1888.50-1890.04] 自由人力这边也会成长
[1891.58-1893.88] 这个这个这个地方都会成长
[1894.14-1894.90] 另外在
[1896.70-1899.00] 在我们希望说在我们
[1899.26-1900.54] 刚刚提到过的
[1900.78-1902.84] 在合规的部分我们今年
[1903.10-1906.94] 也希望说合规的部分我们这边的软体的销售也能够
[1907.18-1907.96] 比去年好一点
[1908.22-1908.72] 这样
[1911.80-1913.34] 所以理论上其实
[1913.64-1915.68] 有机会是会比去年好
[1916.20-1916.70] 会
[1916.96-1917.46] 会
[1917.72-1921.30] OK目前看起来是合约看起来是不错
[1922.34-1923.10] 好谢谢
[1925.40-1926.42] 请问
[1926.68-1928.98] 华南贴近请说
[1929.76-1932.32] 不好意思那我想再追问一下就是
[1932.82-1934.62] 有关毛利部分因为像
[1934.88-1939.48] 公司非自有产品这边主要就是代理一些国外的一些软体吗对不对
[1939.74-1945.62] 那非自有能力就是指外包一些给外包系统或外包软体给外代理这样子
[1945.88-1947.16] 那其他的软体公司
[1947.42-1949.72] 那这两个毛利区间谁是比较好一点
[1951.00-1954.06] 你说我们啊其实我们自己的软体
[1954.32-1954.84] 我们
[1955.10-1956.62] 都是自己在行销啦
[1957.40-1958.94] 我们很少有
[1959.44-1962.00] 我们没有真正的经销商
[1962.26-1963.02] 因为我们
[1963.28-1965.08] 软体都是我们自己在服务
[1965.34-1966.62] 所以这一部分反而是
[1966.86-1968.66] 我们是有配合的一些
[1968.92-1970.96] 厂商说万一他的客户需要
[1971.22-1972.76] 比如说我们LPP
[1973.02-1974.54] 这种比较单独
[1974.80-1975.32] 比如说
[1975.62-1977.16] 比较单独比较小型的软体
[1977.42-1978.94] 我们是有配合的
[1979.98-1982.54] 经销伙伴们在帮我们关于说有看到
[1982.78-1984.58] 他的客户需要那我们就
[1984.84-1987.14] 经由他来卖但是这个并不在
[1987.40-1988.94] 不占很大的金额
[1989.44-1992.00] 最主要我们自己的软体都是自己的行销
[1992.52-1993.80] 那如果说是
[1994.06-1995.84] 自有人力service的部分
[1996.10-1999.18] 那这个部分就有牵涉到说比如说我们在
[1999.42-2000.20] 除了我们
[2000.70-2002.50] MES我们的
[2004.80-2005.06] HR
[2005.62-2009.98] 这个都是我们自有的人力另外我们的oracle
[2010.22-2011.50] 我们license用的是
[2012.02-2016.88] ERP的部分我们用的是oracle的license但是呢
[2017.14-2019.70] 服务是用我们自有的人力
[2019.96-2021.74] 这一部分就有一些差别
[2022.26-2026.62] 那在金融方面其实产品都是我们自己行销我们都没有代理商
[2027.12-2029.18] 都是自己行销自己导入这样
[2030.70-2031.48] 大部分都这样
[2031.74-2033.78] 那不好意思问一下就是
[2034.54-2035.58] 非自有产品
[2035.88-2038.18] 跟非自有人力这两块的话
[2038.44-2044.58] 应该是非自有产品这边的话单纯代理的话就是会毛利比较低吗对非自有人力这边
[2044.84-2045.34] 还是会比较高一点
[2047.90-2051.24] 非自有产品最大的部分应该就是
[2051.74-2053.54] Oracle ERP
[2053.80-2055.08] 这个金额会比较大
[2055.58-2057.12] 这个license是
[2057.64-2058.66] Oracle的license
[2058.92-2059.68] 但是呢
[2060.20-2063.02] 导入的service是我们自己的顾问在导入
[2064.04-2065.06] OK
[2065.62-2068.18] 那我们就用我们自有人力去配合非自有产品这样
[2069.46-2072.28] 那这一部分如果说我的顾问能力
[2072.54-2073.82] 就是不够的时候
[2074.06-2075.10] 我们才会
[2075.34-2076.12] 从外面找
[2076.38-2077.66] 配合的
[2077.90-2079.70] 的厂商进来帮
[2081.50-2082.78] OK好谢谢
[2086.10-2087.38] 蔡先进请说
[2089.94-2091.22] 就是很想
[2091.48-2094.80] 就是有很多问题就想对公司更加的了解
[2095.62-2100.48] 另外想请教就是说我观察公司过去的营运表现
[2100.74-2102.02] 其实毛利率从
[2102.54-2104.32] 2017年开始有一个
[2104.58-2106.38] 比较显著的上升大概从
[2106.62-2107.90] 30%的
[2108.16-2114.30] 30到35的一个区间然后上升到接近40%的一个区间那主要的变化的原因是
[2114.56-2115.58] 什么原因
[2116.62-2117.64] 你说毛利率吗
[2117.90-2118.40] 是
[2118.92-2121.48] 整体就是以年度来看的话
[2121.74-2123.52] 其实大概2017
[2124.04-2125.58] 年之前的毛利率大概都
[2125.88-2127.66] 都是在35%以下
[2128.18-2128.94] 然后甚至
[2129.20-2134.06] 更早期到2000年之前甚至毛利率只有20%可是
[2134.58-2135.10] 在
[2135.34-2136.62] 17年之后
[2137.14-2139.96] 18年跳到37%
[2140.22-2145.58] 19年跳到42%接下来都几乎维持在40%的一个水准那主要的变化的原因
[2146.36-2146.86] 是什么
[2147.12-2149.42] 最主要应该是说
[2149.68-2151.74] 我们的产品越来越多
[2153.26-2153.78] 就是
[2154.04-2155.32] 产品我们自有产品
[2155.62-2157.16] 越多卖得越好的话
[2157.66-2159.20] 毛利率当然就会提高
[2162.02-2164.58] 因为软体公司产品他是
[2165.10-2166.88] 今年每月的开发
[2167.14-2167.66] 那会
[2167.90-2168.94] 越来越成熟
[2170.22-2171.50] 所以应该如果
[2172.26-2176.36] 我初步的这样在想的话应该是这样的情况才会造成
[2176.62-2177.64] 那当然是
[2177.90-2178.66] 毛利率
[2178.92-2181.74] 自有产品卖得越多当然是对我们公司是越好
[2185.62-2187.92] 那另外问一下各季度
[2188.18-2194.58] 我观察通常第一季的毛利率比较低然后第2季有机会可能比较差
[2194.84-2197.66] 然后通常就是三四季会
[2197.90-2199.44] 通常都是比较好像
[2199.96-2202.52] 2024年的话就是
[2202.78-2207.12] 234季度都是40几百以上的毛利率然后20
[2209.94-2212.76] 看一下就是比较有差异的是
[2213.26-2215.58] 像2021年的话第一季是毛利率
[2215.88-2218.70] 32第2季是毛利率25然后
[2218.94-2222.02] 而第3季跟第4季都跳到快50%
[2222.28-2225.34] 所以是不是公司的整个营运的一个节奏上
[2225.60-2228.42] 通常比较低毛利的产品是会在
[2228.68-2232.26] 上半年尤其是第一季认列然后通常在
[2232.52-2237.12] 下半年通常都是比较一些自有产品高毛利的部分会入账
[2237.38-2239.68] 是会有这样一个比较营运节奏
[2243.02-2245.06] 我觉得不会这样但是呢
[2245.62-2247.16] 以往的经验呢
[2247.66-2248.94] 第一季通常
[2249.20-2249.72] 不管
[2249.98-2254.06] 毛利率或是业绩一般来讲第一季都会比较差今年是比较特别
[2254.32-2256.38] 我觉得今年第一季的合约是
[2256.88-2259.18] 还签的不错蛮比较特别
[2259.70-2263.54] 那以往我们第一季因为有过年的关系然后又是
[2263.80-2264.56] 刚好
[2264.82-2266.36] 去年年底结账以后
[2266.62-2268.92] 所以一般来讲第一季都会比较弱
[2269.18-2272.76] 不管你从营业收入还是从合约
[2273.02-2275.06] 还是什么都会比较差一点然后
[2275.06-2276.34] 慢慢的在
[2276.60-2278.38] 到年底会一直往上
[2279.16-2280.18] 至于到
[2280.44-2281.46] 12月往上
[2281.72-2282.74] 这个12月
[2283.00-2285.56] 最后一季会比较高的原因
[2285.82-2286.58] 有几个
[2286.84-2289.66] 可能我们在观察就是有几个一个就是说
[2289.90-2291.18] 很多公司
[2291.44-2292.72] 包括政府单位
[2292.98-2293.50] 金融单位
[2293.74-2295.54] 他们常常那个预算是在
[2295.80-2296.30] 是在
[2296.56-2297.34] 年底要
[2297.84-2298.62] 要验收掉
[2298.86-2299.38] 就说
[2299.64-2300.40] 预算是到年底
[2300.66-2302.20] 所以他很多当时他们在
[2302.46-2304.24] 在当时签约的时候他抓了
[2304.24-2307.56] 那个验收的时分都抓在年底的部分比较多
[2308.08-2308.84] 所以通常
[2309.10-2310.38] 在年底那个
[2310.64-2312.18] 任内的就会比较多
[2312.44-2314.74] 这个是每年差不多这种情况
[2315.24-2318.58] 其实不是只有我们公司的我发现很多
[2318.84-2320.36] 软体公司差不多是这样
[2320.88-2323.44] 就是在第3季第4季就会慢慢往上
[2325.24-2325.74] 这个是
[2326.26-2328.04] 好像每一年都是这样的趋势
[2328.82-2330.10] 这倒不是说我们
[2330.36-2332.92] 什么只有产品卖的多卖的少应该不是
[2333.16-2333.34] 对
[2334.24-2340.38] 了解那另外在这个公司的营收表现也非常的好
[2340.64-2341.16] 就是
[2341.40-2342.44] 我观察过去
[2342.68-2344.74] 五年啊就是几乎这个
[2345.24-2349.60] 营收都是逐年成长没有衰退的一个表现那主要的
[2349.86-2356.00] 就是是什么样的原因有这么好的一个业绩表现那未来有机会也是维持这样的一个趋势
[2357.02-2359.32] 我们当然希望是这样的
[2359.58-2362.14] 最主要我刚刚还是提过一直在强调说
[2362.66-2363.42] 住有产品
[2363.42-2366.24] 我们如果把产品做的越好
[2366.50-2367.00] 然后
[2367.26-2368.80] 让客户也有信心的话
[2369.06-2369.56] 那
[2369.82-2370.34] 其实
[2370.58-2371.62] 不是只有说
[2371.86-2372.64] 来省时的
[2372.90-2373.40] 收入
[2373.66-2375.96] 我们的维护会也会继续成长
[2376.48-2379.30] 那维护会的成长也会加强我们的
[2379.54-2381.08] 产品的研发
[2381.34-2381.86] 那
[2382.10-2383.38] 又让产品更好
[2383.64-2384.92] 所以这个是一个
[2385.94-2387.48] 这等于说一个好的循环
[2388.26-2390.82] 我们当然是朝这个方向去走
[2391.06-2391.58] 去走
[2393.42-2395.46] 谢谢
[2397.52-2399.06] 花南先进请说
[2400.84-2406.98] 不好意思我想要询问一下公司跟客户交易的话有多少比例是使用台币那多少比例
[2407.24-2409.30] 美金的因为最近台币升值的比较明显
[2413.14-2415.70] 美金会有但是
[2416.98-2418.76] 基本上
[2419.02-2422.34] 比例我没有去统计了但是不多了
[2422.60-2423.12] 因为
[2423.42-2427.26] 我刚刚讲过其实我们都做的生意都还是我们本国的
[2427.52-2428.02] 厂商
[2430.34-2432.12] 一般来讲我们还是以
[2432.64-2433.14] 台币
[2433.40-2433.92] 在
[2434.18-2436.48] 比如说我举一个例子我们在
[2436.74-2438.26] 卡巴雪方面如果说我们
[2438.52-2439.30] 签的是
[2439.80-2442.62] 比如说我们在国内某个公司
[2442.88-2443.90] 他在越南的
[2444.16-2444.66] 一个厂
[2445.44-2446.46] 那通常这个
[2446.72-2448.26] 这个情况是我们
[2448.50-2451.84] 都会跟他们总公司台湾总公司在掐伤
[2452.10-2453.38] 基本上我们原则是
[2453.62-2454.96] 希望说用
[2456.74-2457.78] 台币签约
[2458.54-2459.30] 但是
[2459.56-2460.08] 换一
[2460.34-2460.84] 他
[2461.36-2464.68] 他们公司的那个策略或是他们公司的
[2464.94-2466.74] 内归他们希望说由
[2467.24-2468.02] 比如说他是
[2468.26-2469.80] 越南工厂在使用
[2470.06-2472.62] 那他们就希望说是不是由
[2472.88-2473.64] 越南厂
[2474.16-2475.18] 那个单独公司签
[2475.44-2476.46] 也会有这种情况
[2476.72-2481.84] 那这种情况我们是最后如果说他们还是觉得说应该由越南来签
[2482.10-2482.86] 我们才会
[2483.42-2484.96] 跟他越南签
[2485.72-2489.56] 那不然的话我们原则上我们还是希望说在国内先用台币签
[2490.34-2490.84] 所以
[2491.62-2493.14] 应该还是大部分是台币
[2493.66-2499.04] 那像我们做金融的部分我们也有做我们国内的银行在海外的分行
[2499.54-2501.34] 大部分的海外的分行
[2501.60-2503.38] 也是在国内签约
[2503.64-2509.02] 那除非说这个银行他蛮特别的他希望海外分行单独不能签
[2509.28-2511.32] 这个时候就有可能是美金
[2512.10-2513.12] 但是
[2513.42-2515.22] 就会有一个很大的
[2515.46-2516.50] 大部分的
[2516.74-2518.02] 银行的货币都不会很高
[2518.28-2518.80] 大致上
[2519.56-2520.08] 都是这样
[2520.34-2520.84] 谢谢
[2521.36-2525.70] 那我想再问一下就是公司的产品就是因为刚刚提到你们
[2526.22-2527.50] 有金融产品
[2527.76-2529.04] 我有工商系统整合
[2529.54-2531.34] 那还有专案的三大部分
[2531.60-2534.42] 那这三个三大产品类别的话今年
[2534.92-2537.48] 来看成长率的排序大概是会是怎样了
[2537.74-2538.26] 谢谢
[2539.02-2539.78] 成长率是吧
[2540.30-2542.34] 那我想工商这边跟那个金融这边
[2542.34-2543.38] 还是要继续成长
[2543.68-2546.74] 那这个部分在政府部分的专案通常我们是
[2548.28-2550.08] 是等于说因为专案的部分
[2550.58-2551.10] 比较
[2552.12-2554.18] 严格讲起来就是毛利率比较差
[2555.70-2557.76] 就说也不能说毛利率
[2558.26-2559.54] 纯利率比较差
[2559.80-2562.36] 毛利率有时候高但是因为你做专案
[2562.62-2563.64] 通常你
[2563.90-2566.46] 发挥的人力什么是比较多的
[2566.72-2568.00] 那真正
[2568.50-2569.78] 扣持
[2570.04-2573.38] 我们人力的部分后来的经历率是会比较差一点
[2573.68-2575.46] 所以基本上专案我们是
[2575.98-2580.84] 希望说我们在执行专案的时候我们都希望说把专案的这一个东西呢
[2581.10-2583.14] 是不是后续还有
[2583.40-2584.18] 类似的
[2584.94-2588.78] 专案来继续执行不然我们不会去做一个说只有
[2589.54-2593.14] 单独一次的专案这样的话我们是可能就要亏本
[2593.64-2598.00] 所以基本上我们的专案是在培养后面有没有什么产品可以
[2598.50-2599.54] 新的产品出来
[2599.78-2601.84] 这样的专案我们才会愿意去做
[2602.34-2603.38] 那在政府单位
[2603.68-2605.46] 他们各部门的
[2605.72-2608.54] 政府有一些专案我们是有固定的
[2608.80-2611.86] 比如说我们固定的一个人力在
[2612.12-2614.94] 在做这些政府专案的维护
[2615.20-2616.98] 这些
[2617.24-2620.58] 基本上专案通常我们
[2620.82-2622.62] 维持在一定的
[2622.88-2625.18] 一定的比例里面我们不会说
[2625.44-2626.72] 很刻意去争取
[2626.98-2627.74] 去争取
[2628.00-2630.56] 比较大的专案来做
[2630.82-2632.34] 因为这边会吃人力而且
[2632.60-2633.12] 事实上
[2633.42-2634.44] 专案的专案的专案的专案是不高的
[2636.50-2639.06] 那不好意思问一下那我可以理解成就是
[2639.56-2644.94] 专案这个类别就只是政府专案那没有所谓的类似企业专案之类的吗
[2646.98-2649.54] 严格讲起来我们在我们的定义的专案
[2649.80-2650.32] 是
[2650.58-2654.92] 第一次的专案我们在企业方面我们是如果第一次用专案做
[2655.18-2658.76] 但是我们会看好这个东西可能可以变成产品
[2659.28-2660.82] 那我们才会去做
[2661.84-2662.60] 也就是说
[2662.86-2663.38] 我希望有
[2663.68-2664.44] repeat order
[2665.46-2665.98] ok
[2666.24-2670.08] 这样的一个产品这样一个专案做下来我们可能会有一个产品的
[2670.34-2671.10] 基础在
[2671.36-2672.64] 我们希望把它变成产品
[2673.92-2674.68] ok
[2674.94-2675.96] 我们就会去做
[2676.48-2680.82] 所以金融产品跟工商系统整合这边都是product的意思
[2681.08-2682.10] 比较不是project
[2682.88-2685.18] 我们应该是product的概念
[2685.70-2686.46] 好谢谢
[2691.32-2692.86] 蔡先进请说
[2693.42-2695.46] 谢谢
[2695.72-2699.82] 我想再follow up一下先进的问题刚刚问到那个
[2700.08-2701.62] 台币的部分
[2701.86-2705.96] 那因为公司几乎就是收台币为主嘛要像
[2706.22-2710.58] 台湾地区营收大概都接近八层以上接近九成
[2711.08-2714.42] 那可是你们因为有代理产品那代理主要就是
[2714.92-2717.74] 比较像是比较明确大厂就像oracle
[2718.00-2719.78] 那oracle这边是付
[2720.30-2720.82] 付外
[2721.06-2723.12] 想问说这个是会是付什么币
[2723.42-2724.44] 那如果是
[2724.96-2727.26] 通常都是厂商都是付美元
[2727.52-2732.12] 那你们这样是不是会不会利润率有机会会比较好因为你们等于是
[2732.90-2738.78] 收是收台币可是台币升值的话你们等于是付是付美元等于付的钱是
[2739.54-2740.58] 换成外币是变少
[2740.82-2742.62] 会有机会有这样的表现跟情况
[2744.92-2745.44] 不会
[2745.70-2748.00] 因为根据oracle的
[2748.26-2749.54] 他的公司的
[2750.04-2750.56] 规定
[2750.82-2753.38] 事实上我们如果说帮客户买
[2753.68-2757.78] 买oracle的license其实是在下单给台湾的oracle
[2758.54-2759.82] 基本上还是台币
[2762.38-2765.96] 我了解所以基本上你们都是台币收台币付
[2766.48-2767.24] 是是是
[2768.26-2772.62] 不过就是等于汇率上其实你们就几乎也不太会受到影响
[2773.14-2775.94] 不会不会基本上我们也不太希望说
[2776.46-2777.74] 汇率有太大的
[2778.00-2781.32] 就说在汇率的部分我们不希望有太大的那个变化
[2781.84-2783.38] 那因为oracle的策略
[2783.68-2784.96] 主要是
[2785.46-2788.54] 我们在台湾下单的话就是要下单给台湾的oracle
[2789.82-2790.58] 这是他的规定
[2793.40-2794.18] 了解了谢谢
[2795.70-2800.58] 谢谢各位先进今天的法人说明会到此结束谢谢各位丽玲谢谢
[2801.86-2802.62] 谢谢各位
