[0.00-3.22] 各位投资先进午安
[1371.94-1373.94] 只要美国没有出大状况
[1373.94-1376.94] 其他国家应该在接下来的年度会是好的
[1376.94-1378.94] 所以我们比较是
[1378.94-1381.94] 重看法在看这个市场
[1381.94-1384.94] 那这个是这样
[1384.94-1387.94] 那至于长期来看AI server的话
[1387.94-1388.94] 目前来看到的话
[1388.94-1389.94] 除了LLM之外
[1389.94-1392.94] 目前我们慢慢看到一些AGE AI的application出来
[1392.94-1395.94] 那刚好东西也越来越成熟
[1395.94-1396.94] 越fit
[1396.94-1399.94] 而且这个市场包括一些Graphic Card
[1399.94-1404.94] 一些Workstation的这些Budgetary的AI的solution都出来了
[1404.94-1406.94] 我们是预期在下半年到明年
[1406.94-1408.94] 这些东西会有一些contribution
[1408.94-1413.94] 当然它的contribution不会像AI server这么大
[1413.94-1415.94] 因为它毕竟属于比较simplize
[1415.94-1417.94] 比较budgetary的AI
[1417.94-1420.94] 但是我们认为它是一个长期的东西
[1420.94-1423.94] 所以这一部分应该在下半年甚至明年
[1423.94-1425.94] 下半年的有限
[1425.94-1427.94] 但是我们现在看到已经有一些案子在谈
[1427.94-1429.94] 应该是在明年2026开始
[1429.94-1432.94] 这些东西会陆陆续续有一些contribution
[1432.94-1435.94] 那这contribution可能在永勤的server
[1435.94-1439.94] 也有可能在华勤或者东勤的他们一些产品上都会有
[1439.94-1443.94] 所以我们这边是觉得这个AI的应用
[1443.94-1447.94] 在未来的几年应该相对是一个比较长线的
[1447.94-1452.94] 对我们来讲比较长线的一个营收的目标
[1452.94-1454.94] 以上是我们
[1454.94-1460.94] 最近的生意以及跟大家做一些对生意的看法
[1460.94-1463.94] 那不晓得各位有没有什么问题
[1463.94-1467.94] 那提出来我们尽量跟各位报告讨论
[1467.94-1469.94] 好谢谢
[1469.94-1475.94] 我们家AI现在NV的比例是不是应该还不久
[1475.94-1479.94] 比如大家会谈一下NV跟MV的状况
[1479.94-1481.94] 你现在看MV就好了
[1481.94-1483.94] 所以你认为MV3我问你MV4
[1483.94-1485.94] 有啦但是真的不多真的不多
[1485.94-1488.94] 因为那个问题就是我之前跟大家解释过的
[1488.94-1492.94] 因为你会去用AMD人大部分是很大的公司
[1492.94-1494.94] 他可以同时run两套系统
[1494.94-1500.94] 他有这样的人力跟金钱跟能力去run两套系统
[1500.94-1502.94] 他能够去买AMD的solution
[1502.94-1505.94] 那如果你一个middle size的公司
[1505.94-1509.94] 他大部分都是会只投一种solution
[1509.94-1511.94] 那他就不会去跨两种
[1511.94-1512.94] 那这种情况之下
[1512.94-1516.94] 目前来讲我们知道的会去跨AMD的大部分是非常大的公司
[1516.94-1518.94] 他4或者是top10来讲
[1518.94-1521.94] 那那个基本上比较不在我们的雷达里面
[1521.94-1526.94] 所以不是说我们家的AMD占比不代表AMD在市场的占比
[1526.94-1528.94] 但确实我们家在AMD
[1528.94-1531.94] AMD在AI是不是在我们家占比是很小
[1531.94-1534.94] 但是让我刚跟大家报告主要是因为
[1534.94-1537.94] 能够去同时run两套系统一定是很大的公司
[1537.94-1540.94] 才有这样的人力跟时间跟金钱去干这个事情
[1540.94-1542.94] 那目前情况还是这样的
[1542.94-1544.94] 没有太大的变化
[1544.94-1546.94] 那我们NV目前还是出那个
[1546.94-1548.94] 行政政机嘛
[1548.94-1550.94] 然后背后比较少
[1550.94-1552.94] 那现在你应该还是去系列
[1552.94-1554.94] 那高B系列下半年
[1554.94-1555.94] 没有没有
[1555.94-1556.94] 我上次就已经讲过
[1556.94-1559.94] 我们Q2就开始转V200了
[1559.94-1561.94] H200就已经慢慢退
[1561.94-1562.94] 就转V200
[1562.94-1564.94] 然后Q3会V200为主
[1564.94-1566.94] 但是会有一些V300进来
[1566.94-1568.94] Q4可能大部分是V300
[1568.94-1570.94] 或者少数的V200
[1570.94-1571.94] 目前大概是这样子
[1571.94-1572.94] 对
[1572.94-1575.94] 所以去基本上很少了
[1575.94-1576.94] 很少了
[1576.94-1577.94] 对
[1582.94-1583.94] 没关系
[1587.94-1588.94] OK
[1588.94-1589.94] 再问一下
[1589.94-1592.94] 因为NV还有所谓RVX的nash server
[1592.94-1597.94] 那RVX6000这边也会是我们的一些特标部群吗
[1597.94-1599.94] 还是我们只要V300
[1599.94-1602.94] 这就是我刚讲的V300是属于
[1602.94-1604.94] LLM的skill的东西
[1604.94-1606.94] 那RTX600的话
[1606.94-1609.94] 比较算是Budgetary AI或者Inference
[1609.94-1611.94] 或者是Edge AI在用
[1611.94-1613.94] 那这两个完全是不同的客群
[1613.94-1615.94] 是完全不同客群
[1615.94-1616.94] 营收的当然
[1616.94-1617.94] 那个Raving也是
[1617.94-1619.94] 差了好几个等级这样子
[1619.94-1621.94] 但是我们目前看到就是说
[1621.94-1624.94] 像RTX600Pro600这种
[1624.94-1626.94] 6000不是600Pro6000这种东西
[1626.94-1628.94] 越来越多的人会去
[1628.94-1631.94] 会来要求这个想要这个产品
[1631.94-1633.94] 我们看到了蛮多的东西
[1633.94-1635.94] 会慢慢有这种产品出现
[1635.94-1636.94] 那当然它还有很多变形
[1636.94-1639.94] 包括你用Graphic Card去做的之类的
[1639.94-1640.94] 这个MD也想做嘛
[1640.94-1642.94] 所以MD有那种
[1642.94-1643.94] 属于Pro
[1643.94-1645.94] 属于Commercial系列的Graphic Card
[1645.94-1646.94] 那这个也是会有
[1646.94-1648.94] 所以这就是我刚刚讲的属于
[1648.94-1650.94] Inference Edge AI这些东西的
[1650.94-1651.94] solution越来越多
[1651.94-1652.94] application越来越多
[1652.94-1654.94] 所以这部分我们认为也会起来
[1654.94-1655.94] 尤其是到明年
[1655.94-1656.94] 还不是今年
[1656.94-1658.94] 因为我只是想说RTX有点
[1658.94-1660.94] 其实比较有点像Graphic Card
[1660.94-1662.94] 它就是GPU卡
[1662.94-1664.94] 可是你以后没有卖NVIDIA的GPU了
[1664.94-1666.94] 所以你可能是可以卖它的RTX
[1666.94-1668.94] 它就只能做Wall Station这样去卖
[1668.94-1670.94] 它这本来就是做Wall Station
[1670.94-1672.94] 它本来就是让你这样做的
[1672.94-1674.94] 我们家本来就可以买RTX的卡
[1674.94-1676.94] 一直都可以
[1676.94-1678.94] 请问一下那个财务长
[1678.94-1680.94] 你刚讲毛利率
[1680.94-1681.94] 你想聊到3%
[1681.94-1683.94] 其实是考虑汇率以外
[1683.94-1684.94] 还有整个Border MIS吗
[1684.94-1685.94] 因为有钱比重
[1685.94-1686.94] 越来越高
[1686.94-1688.94] 所以也是robbery这样子
[1688.94-1689.94] 刚才你讲的那个
[1689.94-1690.94] 主要分队
[1690.94-1691.94] 汇率变重
[1691.94-1693.94] 第二季汇率变重的状况
[1693.94-1694.94] 会对永勤
[1694.94-1696.94] 然后对延期
[1696.94-1698.94] 然后进行对房
[1698.94-1700.94] 不是指它整个
[1700.94-1702.94] 我们现在毛利率未来
[1702.94-1704.94] 会有两到三个月下来
[1704.94-1706.94] 刚才讲的那些权限
[1706.94-1708.94] 今年第二季
[1708.94-1710.94] 大概是3.2块
[1710.94-1711.94] 3块一度往下
[1711.94-1713.94] 然后现在这个状况来讲
[1713.94-1715.94] 这一个将近10%的汇率变重
[1715.94-1716.94] 那造成往前
[1716.94-1718.94] 因为工农心货迷的影响
[1718.94-1720.94] 然后在毛利跟业外货迷
[1720.94-1721.94] 这些人
[1721.94-1722.94] 他们想提高
[1722.94-1723.94] 那个这个大量的
[1723.94-1724.94] 会在整个欧洲
[1724.94-1726.94] 来看两到三个月
[1726.94-1727.94] 对不对
[1727.94-1728.94] 对
[1728.94-1729.94] 对
[1729.94-1730.94] 对
[1730.94-1731.94] 对
[1731.94-1732.94] 对
[1732.94-1733.94] 对
[1733.94-1734.94] 对
[1734.94-1735.94] 对
[1735.94-1736.94] 对
[1736.94-1737.94] 对
[1737.94-1738.94] 对
[1738.94-1739.94] 对
[1739.94-1740.94] 对
[1740.94-1741.94] 对
[1741.94-1742.94] 对
[1742.94-1743.94] 对
[1743.94-1744.94] 对
[1744.94-1745.94] 对
[1745.94-1746.94] 对
[1746.94-1747.94] 对
[1747.94-1748.94] 对
[1748.94-1749.94] 对
[1749.94-1757.94] ère
[1757.94-1767.94] 是
[1767.94-1769.94] 还是
[1769.94-1771.94] 有
[1771.94-1772.94] 其道
[1772.94-1773.94] 来
[1773.94-1774.94] 这
[1774.94-1777.94] 都是
[1777.94-1778.94] 有
[1778.94-1783.10] 代工的 我現在代工的話就是大陸跟台灣嘛
[1783.10-1786.58] 那目前來講到沒有客戶一定要我去北美啊
[1786.58-1789.62] 一定要我進美國 這個目前是沒有
[1789.62-1791.62] 因為美國我們有一些大的客戶
[1791.62-1794.86] 他自己有solution 他在那邊墨西哥或者在
[1794.86-1797.02] 或者在加拿大組裝他就搞定了
[1797.02-1799.02] 所以他沒有要我一定要進美國啊
[1799.02-1801.02] 目前是這樣
[1801.02-1804.02] 我覺得組裝在哪裡問題不大
[1804.02-1807.98] 問題不大 說實在我覺得問題不大 就我來講啊
[1807.98-1809.98] 你真的要進美國
[1809.98-1812.98] 我們partner已經ready了 隨時可以去 所以
[1812.98-1817.98] 我不覺得server那個組裝的問題其實不大
[1817.98-1820.98] 反而是接下來他在講
[1820.98-1824.98] 7月9號之後他的對等關稅他到底要怎麼搞的話
[1824.98-1828.98] 有可能會影響到大家的那個成本
[1828.98-1830.98] 但是這個成本等於是大家都一樣
[1830.98-1833.98] 所以反而是7月9號的對等關稅之後看他怎麼搞
[1833.98-1837.98] 他是東南亞要多少% 台灣要多少%
[1837.98-1839.98] 跟大陸的差距是多少%
[1839.98-1843.98] 這個會影響到大家決定要不要reallocate
[1843.98-1846.98] 那個production capacity的地方
[1846.98-1848.98] 但是我覺得現在幾乎大家都不會懂
[1848.98-1850.98] 因為不曉得他要怎麼搞
[1850.98-1853.98] 那搞了之後就算7月9號宣布了之後可以sustain多久
[1853.98-1857.98] 是一個禮拜還是一個月還是半年 nobody knows
[1857.98-1861.98] 所以等他宣布的那個value之後大家才會去覺得說
[1861.98-1864.98] 這個value是比較長久還是很爽的
[1864.98-1866.98] 我們是這樣覺得啦
[1867.98-1870.98] 如果他是哪個國家東南亞全部20%
[1870.98-1871.98] 撐不久啦
[1871.98-1873.98] 那也過了啦
[1873.98-1877.98] 但是如果單一國家那個就有可能他修理那個國家
[1877.98-1878.98] 這比較可能
[1878.98-1880.98] 如果全面性20%撐得下去嗎
[1880.98-1882.98] 撐不下去啦
[1882.98-1887.98] 所以這些東西so far我們反而對關稅這種問題的
[1887.98-1891.98] 說實在會力的影響遠比關稅問題來大
[1897.98-1901.98] 目前沒有這個問題啊
[1901.98-1903.98] 因為你只有進美國要嘛對不對
[1903.98-1905.98] 那美國我的partner我剛有解釋過
[1905.98-1910.98] 我們partner他們都可以在墨西哥或加拿大處理掉啊
[1910.98-1912.98] 所以沒有這個問題啊
[1912.98-1914.98] 真的要進美國我就在美國組就好了
[1914.98-1916.98] 現在問題是你現在在美國組
[1916.98-1918.98] 你要怎麼在美國組
[1918.98-1919.98] component進去要瞌睡啊
[1919.98-1920.98] 你去那邊組個屁啊
[1920.98-1922.98] 我講話講粗魯一點就是這樣啊
[1922.98-1923.98] 現在component進去要瞌睡
[1923.98-1925.98] 你在美國要怎麼組
[1925.98-1926.98] 要怎麼組
[1926.98-1927.98] 確實進去美國也要瞌睡啊
[1927.98-1929.98] pulse快進美國也要瞌睡啊
[1929.98-1930.98] 主機板進美國也要瞌睡
[1930.98-1931.98] 你在美國要怎麼組
[1931.98-1932.98] 你睡的問題不解決
[1932.98-1934.98] 你在美國沒辦法組啊
[1934.98-1935.98] 我乾脆去墨西哥組就好
[1935.98-1937.98] 現在為什麼大家在墨西哥組
[1937.98-1939.98] 墨西哥進去全部不用睡啊
[1939.98-1940.98] 你現在進美國組
[1940.98-1941.98] 你睡的問題要解決啊
[1941.98-1944.98] component進去要不要睡
[1944.98-1947.98] 現在component進去要睡啊
[1947.98-1950.98] 對啊所以在美國組這件事情還沒有那麼快搞定
[1950.98-1953.98] 因為你現在所有東西進美國都要關稅嘛
[1953.98-1955.98] 你這個問題你就解不掉啊
[1955.98-1956.98] 所以
[1956.98-1960.98] 所以我認為美國還沒有完全釐清他們要怎麼搞這件事了
[1960.98-1962.98] 所以大家其實
[1962.98-1964.98] 場歸場在prepare
[1964.98-1966.98] 但是應該有一個默契到時候
[1966.98-1967.98] 看哪些東西再過去就好
[1967.98-1969.98] 大型的公司才會過去
[1969.98-1972.98] 中小型公司去的機率不大
[1972.98-1974.98] 對那目前看起來
[1974.98-1977.98] 墨西哥加拿大都可以解決到這些問題
[1977.98-1979.98] 對
[1984.98-1986.98] 應該是我們單純的
[1986.98-1989.98] 市場上還蠻tight的
[1989.98-1991.98] 市場還蠻tight的
[1991.98-1995.98] 就是一些connector啊
[1995.98-1998.98] 就是比較是那個啦
[1998.98-2001.98] connector啦或者是一些cable類啦
[2001.98-2002.98] 高速的cable啊
[2002.98-2005.98] 或者一些高速的那個
[2005.98-2008.98] 網路的東西啊component這一些啦
[2008.98-2009.98] 大部分是這一些啊
[2009.98-2013.98] 因為他的問題說比如說你上cable這種東西
[2013.98-2015.98] 你每一台server每個人設計不一樣
[2015.98-2016.98] 那就是不同的cable
[2016.98-2019.98] 你要10公分你要12公分這是兩條
[2019.98-2022.98] 就是他不會是12公分來取代10公分
[2022.98-2023.98] 這就是server的特性
[2023.98-2026.98] 那你要一個15公分他媽又變成三條去了
[2026.98-2029.98] 所以他的東西是他太客製化了
[2029.98-2030.98] 所以變成現在產能很有限
[2030.98-2032.98] 那現在慢慢
[2032.98-2037.98] 因為以前這個高速的cable跟高速的connector只有幾家在做
[2037.98-2039.98] 然後最近這一兩年越來越多
[2039.98-2041.98] 那我們覺得這個問題的話
[2041.98-2043.98] 應該陸陸續續會解掉
[2043.98-2045.98] 那現在因為大家突然間
[2045.98-2046.98] 生意都還不錯
[2046.98-2048.98] 所以這個地方就變很tight
[2048.98-2049.98] 很tight是這樣
[2049.98-2052.98] 那另外有一些高速的那個
[2052.98-2055.98] 網通的那個
[2055.98-2057.98] vk啦或者這些網卡這個東西
[2057.98-2060.98] 那個我認為是supply端故意在控貨啦
[2060.98-2063.98] 所以他就永遠會tight這樣子啊
[2063.98-2067.98] 當然跟我們敢不敢下loose order也有很大的關係啦
[2067.98-2070.98] 當然你如果下loose order夠多的人
[2070.98-2072.98] 你可能就不會有這個問題
[2072.98-2073.98] 那我們比較保守一點
[2073.98-2075.98] 我們可能就需要一點時間啦
[2075.98-2076.98] 去解決
[2076.98-2077.98] 但是這個看起來
[2077.98-2079.98] 大概在7月底8月初就全部解掉了
[2079.98-2080.98] 對
[2097.98-2099.98] 這個現在看起來
[2099.98-2101.98] 因為我們現在APEC生意越來越好
[2101.98-2103.98] 包括華晴本身都是這樣
[2103.98-2107.98] 所以我覺得APEC跟美國到時候可能差不多耶
[2107.98-2108.98] APEC跟美國
[2108.98-2113.98] 對我覺得這兩個可能都差不多
[2113.98-2118.98] 你說哪三個地區
[2118.98-2121.98] 歐洲下來了
[2121.98-2123.98] 歐洲下來了
[2123.98-2125.98] 因為亞太區長蠻多
[2125.98-2126.98] 然後美國
[2126.98-2129.98] 如果你只看華晴的話
[2129.98-2132.98] 亞太區跟美國的比例會最高啦
[2133.98-2135.98] 然後歐洲然後再來才是大陸
[2135.98-2138.98] 那如果看全部的話
[2138.98-2140.98] 還是亞太區跟美國最高啊
[2140.98-2142.98] 因為歐洲的server占比很小啦
[2142.98-2145.98] 所以如果你看全部的話歐洲占比就更小
[2145.98-2148.98] 還是以美國跟亞洲為主啊
[2148.98-2149.98] 對
[2149.98-2155.98] 看起來像嗎
[2155.98-2161.98] 看起來是
[2161.98-2163.98] 但是在這樣的情況
[2163.98-2165.98] 國際上還是沒有
[2165.98-2169.98] 但是我們下半期會有期望
[2169.98-2171.98] 是做調整嗎
[2171.98-2173.98] 就是
[2173.98-2176.98] 組合我沒辦法調整
[2176.98-2177.98] 組合是看市場
[2177.98-2179.98] 組合是看市場
[2179.98-2180.98] 但是我們
[2180.98-2183.98] 因為第二季的AI server的毛利比較差
[2183.98-2188.98] 但是我們有計畫要把第三季AI server的毛利稍微往上調一下
[2188.98-2190.98] 我剛講的是這個意思
[2190.98-2192.98] 我沒辦法調整組合
[2192.98-2194.98] 組合是看市場還有看我們街道的生意
[2194.98-2195.98] 這我沒辦法調整
[2195.98-2198.98] 但是我們能調整在我們的客戶
[2198.98-2200.98] 還有我們的產品競爭力裡頭
[2200.98-2203.98] 想辦法讓我們的毛利往上拉
[2203.98-2206.98] 但是這個我想剛那個
[2206.98-2209.98] 我們調整也跟大家報告過
[2209.98-2213.98] 就是說沒有錯有可能因為AI的比重越來越大
[2213.98-2216.98] 拖累我們整體的那個毛利率
[2216.98-2218.98] 但歐洲來講的話還是positive
[2218.98-2219.98] 因為面積變大了嘛
[2219.98-2220.98] 對
[2220.98-2222.98] 因為我用同樣的能力面積變大
[2222.98-2224.98] 那些多出來的都是我的
[2224.98-2225.98] 都是我的profit
[2225.98-2234.98] 對
[2234.98-2236.98] 兩種啦一種漲價也有可能啦
[2236.98-2237.98] 一種就是
[2237.98-2239.98] 當我量越來越大的時候我的
[2239.98-2241.98] 有些成本我可以往下掉嘛
[2241.98-2242.98] 所以兩種都
[2242.98-2244.98] 一種是我的成本可以往下掉
[2244.98-2246.98] 一種是我有可能會漲價
[2246.98-2247.98] 因為對AI來講
[2247.98-2249.98] 我漲一點點就可以啦
[2249.98-2250.98] 不用漲太多
[2250.98-2251.98] 對啊
[2271.98-2274.98] B300應該有機會比B200好一點
[2274.98-2275.98] 對
[2275.98-2276.98] 跟去年H系列
[2276.98-2277.98] 去年H系列是比較好啦
[2277.98-2278.98] 那Q1開始就稍微往下掉了
[2278.98-2280.98] 那接下來應該有機會是
[2280.98-2282.98] B300應該有機會比B200好一些
[2282.98-2283.98] 但是現在
[2283.98-2286.98] 但是沒辦法到達剛開始去年Q3
[2286.98-2288.98] 剛開始再出H100的那個毛利
[2288.98-2289.98] 那個沒辦法
[2289.98-2290.98] 對
[2290.98-2291.98] 對
[2291.98-2293.98] 那這個就是我們在做的
[2293.98-2294.98] 我們在做的
[2294.98-2295.98] 我們在做的
[2295.98-2296.98] 我們在做的
[2296.98-2297.98] 我們在做的
[2297.98-2298.98] 我們在做的
[2298.98-2299.98] 我們在做的
[2304.98-2309.98] 我們 froze
[2309.98-2310.98] 我們還有 creditor
[2310.98-2333.98] 我們我用了
[2333.98-2335.26] 就到這邊告個段落
[2335.26-2336.22] 謝謝總經理
[2336.22-2337.58] 謝謝財務長的參加
[2337.58-2339.10] 謝謝各位投資先進
