[0.00-5.04] 各位投资先进大家午安
[1912.90-1919.90] 所以GP200現在還是有一個技術上的問題需要解決嗎
[1919.90-1920.90] 那另外第二個問題是
[1920.90-1924.90] GP300在我們今年的營收貢獻
[1924.90-1925.90] 可能是微幅
[1925.90-1928.90] 但可以是在第四季就給看到嗎
[1928.90-1929.90] 謝謝
[1929.90-1931.90] 我剛剛講
[1931.90-1932.90] Anyway
[1932.90-1934.90] 不管GP200 300
[1934.90-1936.90] 這是產業的一個趨勢
[1936.90-1938.90] 就是NV的趨勢
[1938.90-1941.90] 只是GP200或是300
[1941.90-1944.90] GP200目前還是在出
[1944.90-1947.90] 我認為還是順順的
[1947.90-1949.90] 沒有我們這邊看到的就是
[1949.90-1951.90] 不知道是怎樣不是順順的
[1951.90-1953.90] 那GP300說要老實說
[1953.90-1954.90] 我也不能確定
[1954.90-1957.90] 那真的是NV在決定
[1957.90-1959.90] 它的界面在決定
[1959.90-1963.90] 所以說我們認為就是穩穩的做
[1963.90-1965.90] 看趨勢怎麼樣
[1965.90-1968.90] 它是不會下來的
[1968.90-1971.90] 它就是會慢慢的擴大
[1971.90-1974.90] 那所以我可以解讀說
[1974.90-1976.90] 現在的設計架構產品都沒有問題
[1976.90-1978.90] 只是在等那個晶片嗎
[1978.90-1984.90] 這個很難跟你回答
[1984.90-1988.90] 但是我剛剛講的亂中有序
[1988.90-1990.90] 還是一樣在出國
[1990.90-1994.90] 謝謝
[1998.90-2005.90] 那下一個問題是想問一下
[2005.90-2008.90] 我們今年跟明年的資本支出是多少呢
[2008.90-2012.90] 那如果要任責舊對毛利率會有影響嗎
[2018.90-2020.90] 美國廠
[2020.90-2024.90] 2700萬美金
[2024.90-2028.90] 正常這些都架構好之後
[2028.90-2032.90] 我們的資本出出一年差不多會大約600萬美金
[2032.90-2034.90] 差不多600萬美金
[2034.90-2036.90] 對
[2036.90-2038.90] 折舊影響數
[2038.90-2042.90] 我認為
[2042.90-2044.90] 負價價值比
[2044.90-2046.90] 我們二期廠房
[2046.90-2050.90] 兩年前好了影響數1.5%
[2050.90-2052.90] 那你現在有看得到嗎
[2052.90-2054.90] 它已經開始在貢獻大家了
[2054.90-2057.90] 所以說還是要回來核心競爭力啊
[2057.90-2058.90] 對
[2058.90-2060.90] 因為它影響出
[2060.90-2062.90] 我認為很小很小
[2062.90-2064.90] 設備模具什麼都自己開發的
[2064.90-2066.90] 資本支出也不多
[2066.90-2068.90] 然後創造最大的效益
[2068.90-2070.90] 你看那個
[2070.90-2072.90] 費用率只有到7%多而已
[2072.90-2074.90] 已經到7%多了
[2081.90-2083.90] 那下一個問題是
[2083.90-2085.90] 剛剛提到關稅是下半年影響的因子
[2085.90-2087.90] 那想請問主要是因為
[2087.90-2092.90] 什麼變數是需求還是產地
[2092.90-2096.90] 關稅目前沒有人知道
[2096.90-2100.90] 沒有人有辦法對它做下降的定義
[2100.90-2102.90] 對啊
[2102.90-2106.90] 你目前來看好像在懲罰去美國設廠的
[2106.90-2108.90] 在墨西哥
[2108.90-2109.90] 在SERVO這個行業
[2109.90-2111.90] 在SERVO墨西哥出的油力
[2111.90-2114.90] 可是它變來變去也不知道
[2117.90-2122.90] 那川普可以做的就是到美國去設
[2122.90-2124.90] 當然成本人說什麼都貴
[2124.90-2128.90] 但是搞不好靠北也願意接受也不一定
[2128.90-2131.90] 有一些比較敏感的產品
[2131.90-2134.90] 那你就專門在做這些比較
[2134.90-2136.90] high sensitive的這些產品就好了
[2136.90-2140.90] 在美國也是可以幫股東賺很多貢獻
[2144.90-2147.90] 台灣這邊的整合能力算蠻強的
[2147.90-2150.90] 製造整合能力真的很強
[2154.90-2157.90] 那接續關稅的部分
[2157.90-2160.90] 那如果之後增加客戶的成本
[2160.90-2164.90] 那客戶這邊會請川普來分擔部分的成本嗎
[2165.90-2169.90] 目前到現在我們沒有說分證的客戶
[2169.90-2170.90] 討論到這個問題
[2170.90-2173.90] 還沒有連例價都沒有
[2177.90-2179.90] 好的那下一個提問是
[2179.90-2183.90] 請問滑軌應用於機器人何時會開始貢獻
[2183.90-2187.90] 那要達到顯出貢獻需要多做的時間
[2187.90-2190.90] 我對機器人滑軌沒有任何表示意見
[2190.90-2193.90] 這個不是要討論的話題
[2198.90-2201.90] 好的那接下來下一個問題是
[2201.90-2206.90] 請問營業費用率可以用低級的7.2%為基礎嗎
[2207.90-2212.90] 7.2%
[2212.90-2216.90] 我去年好像跟各位講8.5%吧
[2216.90-2219.90] 8.5%左右
[2219.90-2222.90] 你先用這個數據去做
[2222.90-2225.90] 少了多賺一個
[2237.90-2241.90] 那才請副總這邊分享公司三年後的願景
[2241.90-2245.90] 如營收規模才能或產品應用力等等
[2250.90-2257.90] 2025年5月8號的三年前是2022年疫情期間
[2257.90-2259.90] 那時候剛好疫情期間
[2259.90-2263.90] 也是我們最辛苦的開發所有GPU rail的時期
[2263.90-2266.90] 從那時候的滑縮我就跟各位講
[2266.90-2270.90] 2023、2024、2025會很好
[2270.90-2273.90] 那現在就是這樣子
[2273.90-2277.90] 而2025年5月8號
[2277.90-2282.90] 現在我跟各位講明年後年後後年會不錯
[2282.90-2284.90] 穩定成長
[2284.90-2285.90] 那就是這樣子
[2285.90-2289.90] 我剛講在對的趨勢上做對的產品
[2289.90-2295.90] 而且你有很強的專利研發製造能力
[2295.90-2296.90] 謝謝
[2296.90-2297.90] 謝謝
[2326.90-2356.90] 
[2356.90-2386.90] 
[2386.90-2416.90] 
[2416.90-2446.90] 
[2446.90-2476.90] 
[2476.90-2478.90] 謝謝
[2487.90-2489.90] 副總 現在有投資先進所問
[2489.90-2493.90] 儲具華規有關稅的影響嗎
[2493.90-2500.90] 那今年儲具華規的營收預期可以成長嗎
[2500.90-2503.90] 儲具目前
[2503.90-2505.90] 全世界每一家到每一個國家都有關稅
[2505.90-2510.90] 我目前好像是3%多吧
[2510.90-2513.90] 未來7月之後不知道會怎麼樣
[2513.90-2515.90] 整體就是7月之後
[2515.90-2517.90] 他們砍了之後看是怎麼樣
[2522.90-2524.90] 這個就是大家都要課關稅
[2524.90-2527.90] 誰課多 誰課少
[2531.90-2533.90] 我認為高階的還是高階的
[2533.90-2537.90] 高階的人應該還是不會因為版圖
[2537.90-2540.90] 關稅和版圖有所變動
[2540.90-2542.90] 就跟社會一樣
[2560.90-2561.90] 下一個提問是
[2561.90-2563.90] 預計美國長期
[2563.90-2567.90] 規劃產能會佔整體產能多什麼比重
[2571.90-2572.90] 25%左右吧
[2572.90-2574.90] 上下5%看看
[2593.90-2595.90] 港幣 responding 兩此
[2595.90-2596.90] nope
[2596.90-2621.90] N preparatory
[2623.90-2629.20] 我想问一下
[2629.20-2631.54] 厨具现在在美国市场
[2631.54-2633.76] 有没有受到经济状况影响
[2633.76-2634.46] 谢谢
[2634.46-2638.36] 你说厨具怎么样
[2638.36-2641.00] 厨具的订单
[2641.00-2644.44] 目前的状况
[2644.44-2647.22] 有没有受到全球总体经济的影响
[2647.22-2657.72] 我觉得没有提早拉货的迹象
[2657.72-2659.06] 不知道
[2659.06-2661.66] 大家都遇到
[2661.66-2663.02] 都麻痹了还是怎么样
[2663.02-2665.80] 不管是厨具
[2665.80-2667.88] 就是正常再往来
[2667.88-2669.32] 大家的步调
[2669.32-2670.72] 好像川普在那边喊
[2670.72-2673.12] 大家过他正常的生活一样
[2673.12-2675.72] 传统的这一块
[2675.72-2677.16] 厨具这一块也比较明显
[2677.16-2677.20] 厨具这一块
[2677.20-2677.22] 厨具这一块也比较明显
[2677.22-2678.86] 就是有在问
[2678.86-2681.78] 要加单
[2681.78-2684.10] 或是价格
[2684.10-2685.68] 他也会比较其他区域的
[2685.68-2691.36] 订单能见度有变比较短吗
[2691.36-2695.88] 没有
[2695.88-2697.84] 我认为还是没有
[2697.84-2698.86] 还是正常在下
[2698.86-2703.14] 传统的这一块很稳
[2703.14-2703.98] 传统就是稳
[2703.98-2706.36] 申请你 Amanda
[2706.36-2707.64] 谢谢
[2723.52-2724.80] 你们说一下
[2724.80-2727.54] 那公司在
[2727.54-2729.72] 帮助谢谢
[2733.98-2735.98] 家族应该
[2735.98-2739.98] 外资的部分没有
[2739.98-2743.98] 家族应该在53%左右
[2743.98-2747.98] 那个外资就是
[2747.98-2751.98] 也不知道了,反正又是长期股东
[2751.98-2756.98] 到时候,在几个月之后公告出来你就知道了
[2756.98-2758.98] 你去普隆多查就查有了
[2758.98-2766.98] 就查哪几咖大咖的主权基金或是什么基金进来
[2766.98-2768.98] 那个我们也不管
[2773.98-2775.98] 好的,那下一个提问是
[2775.98-2780.98] 排除汇率因素,毛利率未来还有多少隆上的空间
[2780.98-2786.98] 那CSP客户AISM是否对于进阶功能如免工具安装
[2786.98-2788.98] VSD安装
[2788.98-2791.98] 或是安全设计有看到更多的需求
[2794.98-2798.98] 这个一个产业要用这几个字来形容
[2798.98-2799.98] 很难去解释
[2799.98-2805.98] 反正就是要
[2805.98-2808.98] 你说毛利要怎么
[2808.98-2810.98] 我还是强调了我们会努力去做
[2810.98-2814.98] 你要去查强调到毛利几%几个季度
[2814.98-2816.98] 你如果用盘算成一年前
[2816.98-2817.98] 你看的时候已经增加几百趴
[2817.98-2818.98] 一两百趴
[2818.98-2823.98] 那你有care那些margin
[2823.98-2826.98] 气盛,大家都喜欢气盛
[2826.98-2828.98] 但是气场比较重要
[2828.98-2829.98] 我常常在讲
[2829.98-2831.98] 那你可以气场又可以气盛兼备
[2831.98-2836.98] 像现在当然是对股东是一个很好的一个境界跟交代
[2836.98-2839.98] 那营收上来了
[2839.98-2840.98] 你获利又上来了
[2840.98-2842.98] 毛利率又上来了
[2842.98-2844.98] 那可是是当然是好事啊
[2844.98-2845.98] 很好的事情
[2845.98-2847.98] 那你要可以
[2848.98-2850.98] 持久嘛
[2850.98-2853.98] 至少你已经做到这样子的
[2853.98-2855.98] 你在整个风浪当中
[2855.98-2857.98] 你不会被推出去
[2857.98-2861.98] 你永远在这个海上在行驶
[2861.98-2864.98] 行驶使向万年船
[2864.98-2869.98] 万年船就是把股东带到一个对的方向
[2869.98-2872.98] 没有差那几趟了
[2872.98-2873.98] 应该还是
[2873.98-2875.98] 我认为还是OK的
[2875.98-2876.98] 还是OK的
[2876.98-2877.98] 不用担心
[2877.98-2885.98] 你会担心川普啊
[2885.98-2888.98] 关税一定会影响到供应链
[2888.98-2891.98] 汇率影响的是营收和毛利
[2891.98-2893.98] 当然都很重要
[2907.98-2908.98] 干嘛
[2908.98-2909.98] 只有以后
[2909.98-2910.98] 检查了
[2910.98-2912.98] 那通rium
[2912.98-2913.98] 跟悲劳
[2913.98-2936.98] 什么你不担心
[2936.98-2941.58] 所以如果未來趨勢更多的SEEC與INFO-RAN
[2941.58-2945.98] 可以看到營收與獲利更好的成長嗎
[2951.98-2955.98] 我過去一直強調
[2955.98-2957.98] Care這些毛利
[2957.98-2960.98] 與其這些倒不如把你的分母
[2960.98-2962.98] 把你的營收趕快的做大
[2962.98-2964.98] 你看過去這20幾個月
[2964.98-2968.98] 一直在努力這個方向
[2968.98-2970.98] 同時經濟規模也上來了
[2970.98-2972.98] 整體的附加價值都上來了
[2972.98-2974.98] 這個就是佈局
[2974.98-2979.98] 這個就是大家股東的願望
[2981.98-2983.98] 那產品那麼多
[2983.98-2985.98] 幾千幾萬項
[2985.98-2989.98] 你要去針對哪一項去敘述
[2989.98-2990.98] 那個很難
[2990.98-2992.98] 而且技術又那麼
[2992.98-2993.98] 涵蓋的範圍那麼大
[2993.98-2994.98] 要去講
[2994.98-2996.98] 幾個技術
[2996.98-2999.98] 講幾天幾月
[2999.98-3001.98] 幾個月也講不完
[3009.98-3011.98] 下一個問題是
[3011.98-3015.98] 請問GPU出貨竟定對我們中國營收影響
[3020.98-3023.98] 中國是一個在
[3023.98-3025.98] GPU也好
[3025.98-3026.98] 或是GPU
[3026.98-3030.98] 是一個很敏感的一個話題
[3030.98-3031.98] 這個我們不予討論
[3031.98-3036.98] 那NVIDIA
[3036.98-3037.98] NVIDIA他們自己的想法
[3037.98-3040.98] 這個我們沒有權利去做任何評論
[3040.98-3042.98] 但是就傳統來講的話
[3042.98-3046.98] 我們認為我們隨時都ready在那邊了
[3046.98-3048.98] 而且都有準備功課
[3048.98-3050.98] 只要一發動我們就是有機會
[3050.98-3052.98] 看他們看得怎麼樣
[3052.98-3054.98] 看他們看得怎麼樣吧
[3065.98-3067.98] 下一個問題是
[3067.98-3071.98] 未來股息配法率會提升嗎
[3072.98-3074.98] 可是維持在50%
[3074.98-3075.98] 目前
[3078.98-3080.98] 我們可以配50%
[3080.98-3082.98] 然後又可以
[3082.98-3084.98] 壯大公司自己未來的
[3084.98-3088.98] 一個一個保留的一些養分
[3088.98-3091.98] 我們也可以一次把它配50塊
[3091.98-3092.98] 一年配50塊
[3092.98-3094.98] 把它配到自己的口袋來
[3094.98-3097.98] 畢竟大股東還是超過50%
[3099.98-3100.98] 我們不是這麼想的
[3100.98-3102.98] 你看一家公司上市
[3102.98-3105.98] 從那麼小的幾人公司上櫃轉上市
[3105.98-3107.98] 然後存了這麼多的現金
[3107.98-3109.98] 還在配發那麼好
[3109.98-3111.98] 那麼不錯的50%的股利
[3111.98-3114.98] 可以support每個股東的基本需求
[3114.98-3116.98] 又可以把公司來做的文件
[3116.98-3119.98] 這個是用一個經營的角度來講的話
[3119.98-3120.98] 這個是很完美的
[3120.98-3122.98] 就短期的股東他要配多
[3122.98-3123.98] 那個沒有用
[3123.98-3127.98] 短期股東跑來跑去就是這樣
[3127.98-3129.98] 還是要考慮一下自己
[3129.98-3131.98] 然後錢也一年走了
[3131.98-3132.98] 挖現金
[3132.98-3134.98] 你看我們該經常都用自己的錢
[3134.98-3135.98] 有沒有政治有什麼
[3135.98-3137.98] 你不好的時候看誰要拿錢出來
[3137.98-3138.98] 留一些現金
[3138.98-3140.98] 留一些現金
[3140.98-3141.98] 現金為王
[3141.98-3142.98] 檢視不好的時候
[3152.98-3153.98] 下一個問題是
[3153.98-3157.98] 請問一下與同業之間的專利輸送案
[3157.98-3159.98] 最新進度如何
[3159.98-3162.98] 還有可能對其他同業再提起輸送嗎
[3165.98-3167.98] 與目前的進度還沒有
[3167.98-3168.98] 真的
[3168.98-3173.98] 我記得我們的第一間官司也是三年到五年
[3173.98-3180.98] 那這個新的這個也是才一年多不知道
[3180.98-3183.98] 那個還是大陸都是比較冗長
[3183.98-3185.98] 未來未來不排除吧
[3185.98-3188.98] 未來如果現在他們在超息的
[3188.98-3189.98] 就是這個這個
[3189.98-3192.98] 他們有時候他們還不知道已經在超息
[3192.98-3194.98] 我們有發現了
[3194.98-3195.98] 我們會正視這個問題
[3195.98-3196.98] 好
[3196.98-3197.98] 好
[3197.98-3206.98] 那希望你們能夠
[3206.98-3211.98] 就可以在這個關於2020年
[3211.98-3218.98] skill的台 foe
[3218.98-3220.98] 值得找到こちら最新的
[3220.98-3223.98] 趢舊興建 Pronunciation
[3223.98-3226.08] 試試看
[3226.08-3227.82] 請
[3227.98-3232.14] 沒有人敢去承擔這個專利的責任
[3232.14-3232.92] 這個智慧
[3232.92-3234.58] 川瑋四百
[3234.58-3235.88] 將近五百個工程師
[3235.88-3238.98] 每一天自己系列這邊幫股東
[3238.98-3241.94] 幫人類開發的這些新型專利
[3241.94-3243.12] 研發專利
[3243.12-3244.98] 這個是不能謀殺的
[3244.98-3249.22] 賺該有的智慧財產權的錢
[3249.22-3260.42] 好 那下一個提問是
[3260.42-3264.22] 請問目前GPU跟ASIC的訂單的比重
[3264.22-3269.06] 那個很難去分的
[3269.06-3271.58] 像HP像Dale這些
[3271.58-3274.36] 傳統的Enterprise的產品做很多
[3274.36-3279.14] 做很多GP的產品
[3279.14-3279.20] 很多GP的產品
[3279.20-3280.96] 你也不知道它跑去哪裡了
[3280.96-3283.36] 很難去分的
[3283.36-3286.54] 所以
[3286.54-3288.76] 包括ASIC這些
[3288.76-3291.16] 包括每一家
[3291.16-3293.24] GP200的系列都是不一樣
[3293.24-3296.76] 所以說
[3296.76-3299.04] 客戶要什麼就我們就滿足他們的生活
[3299.04-3300.80] 市場一直在變化
[3300.80-3301.96] 變化很快
[3301.96-3303.26] 速度很快
[3309.20-3314.20] 那下一個問題是
[3314.20-3318.76] 公司在CSP與Enterprise比重
[3318.76-3325.40] 我一年多前兩年前就想到
[3325.40-3327.36] Enterprise會AI化
[3327.36-3329.20] 今天就是已經AI化了
[3329.20-3333.36] 傳統的這些Enterprise的CPU的
[3333.36-3334.76] 它很多都是已經
[3334.76-3337.04] 也有CPU也有GP的
[3337.04-3338.36] 它已經也不知道他們在
[3338.36-3339.06] 在做什麼的了
[3339.06-3341.06] 產品已經都是W
[3341.06-3344.06] 所以包括產品也是AI化
[3344.06-3347.06] 整合AI化
[3347.06-3366.30] 在會議的最後
[3366.30-3368.22] 我們在開放最後兩個題目
[3368.22-3368.98] 請大家保持在內
[3368.98-3369.98] 謝謝
[3379.98-3380.98] 請問一下
[3380.98-3382.98] 公司目前的市佔率
[3382.98-3385.98] 在GP200的CPU的水域
[3385.98-3387.98] 是不是去催俱是多少
[3391.98-3392.98] 我沒有
[3392.98-3395.98] 我們不會去做
[3395.98-3398.48] 對市佔做任何的評論
[3398.98-3402.98] 但是我只能跟所有人講
[3402.98-3406.98] 我們是在對的位置上
[3406.98-3413.98] 然後目前看起來
[3413.98-3415.98] 沒有什麼很大的變動
[3415.98-3420.98] 我認為就是這樣子
[3428.98-3436.78] 我們已經變得遠道人了
[3436.78-3438.98] 我勇敢說
[3438.98-3441.14] 因為現在我們是HKB的
[3441.14-3442.98] 對市佔了我們已經有了
[3442.98-3446.56] seventy八千多萬的費用
[3446.56-3448.98] 這是非常 robust 的進步
[3448.98-3449.98] 但是除非
[3449.98-3450.98] 一個阿 sliding到新 avoided
[3450.98-3452.98] 我們的清防
[3452.98-3454.98] 我們同時感覺到
[3454.98-3457.02] jakby是看得聰明譜
[3457.02-3457.98] 甚至是透過 Dziękuję
[3457.98-3459.38] 未來會更經濟規模
[3468.88-3470.58] 有與會議事件的關係
[3470.58-3473.28] 請問一下網絡這邊有要最後跟各位投資
[3473.28-3475.38] 先進再做補充的部分嗎
[3476.74-3478.82] 沒有我們我們在努力
[3478.82-3480.52] 我們一直講很努力
[3480.52-3482.42] 你如果用兩年前一年前
[3482.78-3485.18] 在這邊講的話來驗證到今天
[3485.58-3487.68] 我認為還有在驗證
[3487.68-3489.68] 我剛剛已經講了2026 27
[3490.08-3491.12] 我認為都是
[3491.68-3493.72] 很有底子的公司
[3493.72-3495.48] 很有底子很有技術的公司
[3496.18-3497.34] 不會欺騙股東
[3500.92-3502.78] 好的那今天希望大家都賺錢
[3502.84-3504.48] 因為大家的這邊就是要賺錢
[3504.52-3505.98] 希望我們的股東都賺錢
[3506.02-3507.22] 哈哈對啊
[3511.88-3513.92] 好的那今天非常感謝王直播的時間
[3513.92-3515.38] 跟我們分享公司的狀況
[3515.38-3517.24] 那我們今天川湖華中會
[3517.24-3518.54] 就在這邊告一段落
[3518.54-3520.34] 感謝各位投資先進的參與
[3520.34-3521.24] 謝謝大家
[3521.24-3521.80] 謝謝各位
[3521.80-3522.80] 好拜拜
[3522.80-3524.00] 謝謝副總謝謝
[3524.00-3525.48] 拜拜
