[0.00-8.58] 各位投资先进午安
[1639.50-1640.78] 那今年呢
[1640.78-1642.56] 因为我们的客户群越来越多
[1642.56-1643.34] 越来越多人了
[1643.34-1644.88] 所以我们呢
[1644.88-1646.16] 扩大到
[1646.16-1647.94] 三大系统
[1647.94-1650.26] 七大类的产品
[1650.26-1652.30] 那这三大类的产品有
[1652.30-1654.34] 货到人的捡货系统
[1654.34-1655.62] 有Buy-in的系统
[1655.62-1657.94] 还有分捡的系统
[1657.94-1659.72] 那货到人的系统里面
[1659.72-1661.52] 有所谓的P系列的
[1661.52-1663.30] 货箱机器人
[1663.30-1665.10] PubPig的
[1665.10-1667.14] 智慧礼货工作站
[1667.14-1668.42] 另外就是
[1668.42-1670.22] RSP系列的
[1670.22-1672.02] 货箱机器人
[1672.02-1673.30] 那这三个是
[1673.34-1674.88] 类似是
[1674.88-1677.70] 它的功能是类似的
[1677.70-1678.98] 只不过是
[1678.98-1680.00] 音量
[1680.00-1681.54] 营运量的
[1681.54-1683.06] 大跟小
[1683.06-1686.40] 那像P系列的货箱机器人的营运量
[1686.40-1687.68] 是比较小的
[1687.68-1689.98] 那中音量是用PubRig
[1689.98-1691.00] Pig
[1691.00-1694.08] 那高音量是用RSP
[1694.08-1696.12] 像RSP的这个货架
[1696.12-1697.14] 它那个货架
[1697.14-1700.22] 可以到达9米高
[1700.22-1701.76] 那另外就是
[1701.76-1703.04] X系列的
[1703.04-1704.58] 四项穿梭车
[1704.58-1706.36] 这就是自动仓储啦
[1706.36-1708.68] 就是所谓的ASRS的
[1708.68-1709.70] 那
[1709.70-1710.98] 我们的
[1710.98-1713.80] X系列四项穿梭车是没有输送
[1713.80-1715.32] 没有侃位的输送带
[1715.32-1717.12] 所以它的效能比
[1717.12-1719.16] 传统的ASRS
[1719.16-1721.72] 的营运量更高
[1721.72-1723.26] 另外是搬运系统
[1723.26-1724.28] 有所谓的
[1724.28-1726.08] M系列的料箱搬运
[1726.08-1726.84] 还有
[1726.84-1729.40] 无人的智能推高机
[1729.40-1733.00] 在分解的系统有S系列的落地式的分解
[1733.00-1735.56] 那所谓的分解系统就是把
[1735.56-1738.12] 检货的这种
[1738.12-1739.40] 产品呢
[1739.40-1740.68] 分发到
[1740.68-1742.98] 每一台车上
[1742.98-1744.00] 那这就是
[1744.00-1747.34] 分解系统
[1747.34-1748.88] 那我们根据
[1748.88-1750.92] 所谓的产品设备跟
[1750.92-1753.48] 应用的行业
[1753.48-1755.52] 我们把它弄成这样一个Table表
[1755.52-1757.32] 所以各位可以看出来
[1757.32-1760.40] 在分解的系统里面大部分都在
[1760.40-1761.92] 电商
[1761.92-1762.96] 在
[1763.00-1765.04] 零售在配销上面
[1765.04-1768.12] 那在搬运的部分大部分都在制造业
[1768.12-1772.48] 另外在货到人的解货系统就分布比较平均
[1772.48-1775.80] 从电商从配销从半导体
[1775.80-1779.90] 电子汽车都有
[1779.90-1781.68] 那最后一页就是
[1781.68-1783.22] 目前在台湾
[1783.22-1784.76] 使用GIGA的设备
[1784.76-1786.04] 的客户群
[1786.04-1787.32] 像MOMO
[1787.32-1788.60] 像PC Home
[1788.60-1790.14] 像家里大楼
[1790.14-1791.92] 像深恒仓
[1791.92-1792.96] 像加勒湖
[1793.00-1794.54] 像经纪电脑
[1794.54-1796.08] 长城实业
[1796.08-1800.16] GIGABYTE这些都是TOYOTA这些都是
[1800.16-1801.96] GIGA PLUS的客户
[1801.96-1803.76] 另外也有一些客户群
[1803.76-1806.06] 我们没办法列出来是因为没有
[1806.06-1808.10] 获得他的授权
[1808.10-1811.68] 那我想这些客户都是在台湾都是
[1811.68-1813.74] 非常知名的厂商
[1813.74-1816.04] 这是我的报告
[1816.04-1817.32] 分享给各位
[1817.32-1818.08] 谢谢
[1823.00-1828.12] рад hare
[1828.12-1829.92] ER stepping
[1829.92-1832.72] 一个播放
[1832.72-1834.00] 现在
[1834.00-1836.26] 我们 première面
[1836.26-1838.50] 要去谈你要使用 view
[1838.50-1839.38] XS
[1839.38-1840.60] 为什么不用
[1840.60-1842.20] 进行
[1842.20-1843.20] 这个
[1843.20-1843.66] 这个
[1843.66-1845.02] 刚才
[1845.02-1846.30] 还有编释
[1846.30-1847.16] 有吗
[1847.16-1848.08] 你部传
[1848.08-1849.14] โ�
[1850.14-1851.04] 我够久了
[1851.04-1852.18] 但是 dzięki
[1852.18-1852.96] 好
[1853.00-1853.88] 成长动能
[1853.88-1857.76] 就不过我们请林长来回答
[1857.76-1863.24] 我们今年会比去年成长
[1863.24-1865.30] 这第一个先简单说明
[1865.30-1867.38] 第二个是下半年的业绩
[1867.38-1870.04] 幅度会比上半年还高
[1870.04-1872.94] 这是我们这产业的特色
[1872.94-1877.20] 那我们今年的成长来讲
[1877.20-1879.56] 大部分都如果以企业来讲
[1879.56-1881.14] 大部分幅度在日本
[1881.14-1883.66] 日本成长是最高的
[1883.66-1885.90] 那再来是中南美洲
[1885.90-1887.90] 另外是东南亚
[1887.90-1889.60] 还有是台湾地区
[1889.60-1891.28] 这四个地区成长
[1891.28-1892.48] 欧洲也有成长
[1892.48-1893.92] 欧洲也成长
[1893.92-1895.50] 也是成长了7年
[1895.50-1898.94] OK我就简单的说明到这边
[1898.94-1904.04] 那再来是有贵宾提问
[1904.04-1906.58] 就是我们关税跟会议对公司的影响
[1906.58-1909.24] 那这部分我们分两个部分来说明
[1909.24-1910.56] 那关税的部分
[1910.56-1911.06] 我们请
[1911.06-1912.82] 我们请你讲这边来说明
[1912.82-1919.74] 我想关税的部分应该这样讲
[1919.74-1923.66] 就是说我们公司其实上采购的零件
[1923.66-1927.34] 其实大部分都是用美金报价
[1927.34-1928.08] 所以对我们来讲
[1928.08-1931.34] 其实上没有差别
[1931.34-1932.26] 这是第一个
[1932.26-1937.10] 第二个是我们公司的销售
[1937.10-1938.56] 分布有日本
[1938.56-1939.28] 有欧洲
[1939.28-1941.06] 有美国
[1941.06-1943.30] 那其实上来讲
[1943.30-1945.10] 分布还蛮平均的
[1945.10-1948.14] 所以而且我们也有进口
[1948.14-1950.56] 我们台湾也有代理一些产品的进口
[1950.56-1951.74] 所以我可以这样讲
[1951.74-1955.94] 就是说美人的这种关税
[1955.94-1958.16] 这些应该是影响不大
[1958.16-1960.34] 另外就是关税的部分
[1960.34-1964.86] 关税部分是因为现在目前美国那边
[1964.86-1967.94] 在占我们营业大概将近有17个百分比
[1967.94-1972.94] 这是另外一个部分就是我们现在目前把中南美洲
[1972.94-1975.44] 中南美洲像墨西哥巴西这边
[1975.44-1981.32] 我们现在已经规划直接出货到巴西这些地方
[1981.32-1987.20] 所以我们希望把这个出口到美国这关税降到最低
[1989.50-1992.02] 那再来是货力对我们的影响
[1992.02-1994.46] 这边我来说明
[1994.46-1997.78] 那我们针对于我们近期美元贬值跟台币增值的情况
[1997.78-2000.08] 我们是有持续的在关注
[2000.08-2003.98] 那整体而言我们的汇率波动对公司的营运的表
[2003.98-2007.98] 的营运跟财务表现我们确实有一定的影响
[2007.98-2010.02] 那但是我目前评估下来
[2010.02-2013.38] 我们的风险仍然属于是可控的范围
[2013.38-2017.52] 那主要是因为我们的营运的结构跟我们的避险安排
[2017.52-2018.88] 我们有因应
[2018.88-2020.64] 那我们先说明在营运面
[2020.64-2023.82] 目前我们有超过一半的营收是来自于海外
[2023.82-2026.94] 那主要是以美元欧元跟日元来计价
[2026.94-2027.74] 那当美元
[2027.74-2032.24] 走入的时候这些收入在换算成台币的时候会有会损没有错
[2032.24-2036.50] 那自然会对我们的营收表现跟毛利结构会产生压力
[2036.50-2041.64] 那不过我们有相当比例的美元的采购的采购支出
[2041.64-2043.34] 所以我们在收入跟成本之间
[2043.34-2046.54] 我们会有具备一定程度的自然对冲的效果
[2046.54-2050.30] 那这个部分我们可以缓和汇率波动带来的冲击
[2050.30-2051.54] 那在于财务面的部分
[2051.54-2054.04] 我们也有建立完整的避险制度
[2054.04-2056.50] 那针对已经确认的美元订单
[2056.50-2057.30] 或者是营收
[2057.30-2060.10] 应付的反向我们会看汇率的波动
[2060.10-2062.86] 然后我们采用免息外汇合约
[2062.86-2066.60] 然后我们协助来稳定成本维持毛利
[2066.60-2069.16] 那另外我们也
[2069.16-2072.34] 另外我们有一些美元定期存款的部分
[2072.34-2073.84] 那当台币升值的时候
[2073.84-2075.54] 这些美元资产会在降上
[2075.54-2078.26] 我们会出现一些兑换损失
[2078.26-2080.34] 但是这是会计上的评价损益
[2080.34-2084.00] 并不会影响实际上现金流跟盈利的状况
[2084.00-2087.14] 那不过因为去年底的汇率大概是32.7%
[2087.30-2090.56] 那5月底已经落在29.9%
[2090.56-2092.30] 所以我们有初步的估算
[2092.30-2095.06] 这部分的账面的评价损失
[2095.06-2097.40] 不会高于全年营收的1%
[2097.40-2100.56] 那虽然对汇率表现会有一些压力
[2100.56-2103.10] 但是目前仍在可接受的范围内
[2103.10-2105.64] 接下来
[2105.64-2117.14] 接下来我们来看一下
[2117.14-2117.28] 我们的预测是
[2117.30-2120.30] 我们的年报中营业比重的项目
[2120.30-2122.30] 那包括哪些迅向跟占比
[2122.30-2136.30] 好
[2136.30-2139.74] 那这个部分呢
[2139.74-2143.60] 我们如果以区域别来看的时候
[2143.60-2144.94] 那我们全球的
[2147.30-2155.30] 那这个部分我们全球布局还是以亚太为基
[2155.30-2156.40] 亚洲为基础
[2156.40-2160.50] 然后我们会布局其他的关键市场
[2160.50-2166.00] 那2025年我们的主要的区域的营收占比的话
[2166.00-2169.64] 我们在美洲的Q1我们是占了17%
[2169.64-2171.10] 那在欧洲的话
[2171.10-2174.30] 我们是从2024的16%
[2174.30-2176.30] 我们提升到2025的20%
[2176.30-2177.30] 我们提升到2025的20%
[2177.30-2178.30] 我们成长了4%
[2178.30-2180.30] 那在日本的市场的部分呢
[2180.30-2184.30] 我们是从8%提升到12%
[2184.30-2186.30] 那台湾区的部分
[2186.30-2189.30] 台湾跟亚开市场我们就占比是51%
[2189.30-2190.30] 51%
[2190.30-2192.30] 那这个部分
[2192.30-2196.30] 我们整体是维持稳健
[2196.30-2204.30] 那第二是哪一种订单要经过增值的分销商
[2204.30-2206.30] 那销售路径之间的差异为何
[2206.30-2207.30] 那第二是哪一种订单要经过增值的分销商
[2207.30-2208.30] 那第二是哪一种订单要经过增值的分销商
[2208.30-2209.30] 那个
[2209.30-2210.30] 那个
[2210.30-2211.30] 第二个
[2211.30-2212.30] 它说哪一种订单是经过增值的分销商
[2212.30-2213.30] 它说哪一种订单是经过增值的分销商
[2213.30-2214.30] 它说哪一种订单是经过增值的分销商
[2214.30-2215.30] OK 好
[2215.30-2216.30] 是这样子
[2216.30-2219.30] 我们在国外已经是透过经销商
[2219.30-2221.30] 我们在国外已经是透过经销商
[2221.30-2226.30] 但台湾的部分我们因为是我们的home market
[2226.30-2228.30] 所以我们是大部分是直销
[2228.30-2232.30] 到国外我们已经一定是找dissuputor
[2232.30-2234.30] 然后才有dissuputor分销到经销商
[2234.30-2236.30] 我这样说明
[2236.30-2244.62] RM300可以搭配
[2244.62-2246.32] OK好
[2246.32-2248.76] RM300 Plus可以搭配
[2248.76-2250.78] 今年或其他厂商的
[2250.78-2251.68] 哪种产品
[2251.68-2252.46] OK
[2252.46-2254.30] 应该这样讲说
[2254.30-2255.52] RM300 Plus
[2255.52-2258.58] 因为它会通过
[2258.58-2261.24] Apple的MFI的认证
[2261.24-2263.28] 它如果通过以后
[2263.28-2266.28] 它是会直接可以连接到
[2266.30-2267.36] Apple的手机
[2267.36-2270.02] 就是一台有iOS的
[2270.02-2271.32] 的这个Bugle Read
[2271.32-2272.14] 刚刚我提到
[2272.14-2274.24] 另外它还可以搭配
[2274.24-2276.70] 一般的Android的手机
[2276.70-2279.68] 或是我们公司的PDA
[2279.68-2281.08] 或是这个
[2281.08-2282.92] 其他竞争对手的PDA都可以
[2282.92-2285.36] 因为它是透过
[2285.36-2287.86] 这个Type-C的
[2287.86-2288.88] 可能的连接的
[2288.88-2291.66] 所以它的稳定度会比较高
[2291.66-2294.72] 不是透过Bluetooth的连接
[2294.72-2296.28] 透过Bluetooth的连接
[2296.28-2298.58] 可能会有信号的干扰
[2298.58-2300.38] 我这边说明一下
[2300.38-2304.98] 这边ARM预计会有
[2304.98-2309.34] ARM预计会有多少的订单金额
[2309.34-2310.88] 对
[2310.88-2313.44] 我想这个ARM
[2313.44-2314.96] 这个部分
[2314.96-2317.52] 我们因为这种系统的架构
[2317.52-2319.20] 这种系统在规划
[2319.20-2322.14] 最少要经过半年以上
[2322.14-2325.84] 那我们意固今年希望能够做到
[2326.28-2328.58] 将近差不多一亿以上
[2328.58-2329.86] 跟各位说明一下
[2329.86-2330.88] 整个系统
[2330.88-2337.04] 那个GIC不同系列之间的选择
[2337.04-2339.34] 会考虑什么要素
[2339.34-2341.12] 刚刚有讲过
[2341.12-2342.66] GIC里面
[2342.66-2343.44] 它刚刚讲的
[2343.44-2345.48] 它的应用里面有所谓低音量
[2345.48-2347.28] 中音量跟高音量
[2347.28-2349.06] 所以在选择部分
[2349.06-2350.86] 会配合客户使用的
[2350.86-2351.88] 的应数量
[2351.88-2353.68] 作业的应数
[2353.68-2356.24] 另外一个就是还要配合它的整个仓库的应用量
[2356.28-2358.58] 和仓库的高度
[2358.58-2360.38] 如果仓库高度不够的话
[2360.38-2361.92] 也只能使用这个
[2361.92-2363.20] 它的这个
[2363.20-2365.50] GIC的叫中低阶的
[2365.50-2370.36] 这个设备
[2370.36-2371.38] 然后
[2371.38-2373.94] 大家请教就是
[2373.94-2375.48] 您的意思
[2375.48-2376.24] OK好
[2376.24-2379.58] 我想我们公司现在目前的产品
[2379.58-2381.88] 都是Android
[2381.88-2383.42] PDA都是Android
[2383.42-2384.70] 那自己scanner
[2384.70-2386.24] scanner部分就没有所谓Android
[2386.24-2389.06] 也没有什么Linux
[2389.06-2390.60] 因为它是一个
[2390.60-2391.88] 就Keyboard的
[2391.88-2393.92] 或是Bluetooth的方式
[2393.92-2395.20] 输出的
[2395.20-2398.02] 那刚刚有提到就是RT12
[2398.02-2400.84] 是我们第一个有Window on ARM
[2400.84-2401.86] 的这个设备
[2401.86-2402.62] 它是
[2402.62-2403.90] 就是Window
[2403.90-2406.46] 那这个产品我们寄予厚望
[2406.46-2409.28] 至于说未来
[2409.28-2410.56] 希望
[2410.56-2412.36] 是占我们的比例多少
[2412.36-2415.68] 那因为现在还产品是在第3届出来
[2415.68-2417.22] 我们是很看好
[2417.22-2418.24] 那
[2418.24-2420.04] 我还没有这个
[2420.04-2421.32] 一估的数字出来
[2434.36-2437.44] 各位先进还有没有什么需要了解的
[2442.82-2445.38] 那如果各位先进没有其他问题
[2445.38-2447.68] 那谢谢各位播控来参加
[2447.68-2451.02] 那我们今天的法轮说明会就到这边告一个段落
[2451.02-2452.04] 那谢谢大家
