[0.00-8.96] 各位投资先进午安
[1966.54-1971.34] 因為中國還是電動車甚至自動駕駛車子的
[1971.34-1972.86] 最主要的市場之一
[1972.86-1974.46] 他們絕對不會放棄的
[1974.46-1976.70] 他們會努力去爭取這樣的生意
[1976.70-1978.18] 我想對我們來講
[1978.18-1980.78] 應該在這個
[1980.78-1984.10] 車用影像感測器持續成長的動能
[1984.10-1985.82] 應該是不會改變的
[2010.78-2016.62] 謝謝
[2016.62-2017.42] 謝謝
[2017.42-2021.50] 謝謝
[2022.10-2024.62] 想請問剛剛說Overall毛利向上
[2024.62-2026.90] 是指2025年全年
[2026.90-2030.06] 還是2025年第一季來看
[2033.50-2035.10] 我剛剛的表達是說Overall
[2035.10-2038.22] 整個是2025年的全年來看
[2038.22-2040.74] 整體來講毛利會比2024年
[2040.78-2041.14] 谢谢
[2041.14-2048.54] 请问资本支出的减少
[2048.54-2052.10] 对于公司股息的配发率
[2052.10-2057.48] 是否考虑可以比过去两年提高
[2057.48-2058.04] 谢谢
[2058.04-2066.74] 其实我们刚刚之前有开董事会
[2066.74-2068.82] 我们其实刚刚董事会
[2068.82-2071.88] 也有决定今年的股息的配发
[2071.88-2073.84] 那每股是配发三元
[2073.84-2076.70] 那如果以可分配于的角度来看
[2076.70-2079.92] 就相当于配发大概39
[2079.92-2082.18] 将近快要40%左右
[2082.18-2085.86] 谢谢
[2098.82-2127.98] 谢谢经营团队的说明
[2127.98-2128.26] 那
[2128.82-2130.44] 投资先进的问题
[2130.44-2132.48] 大致上公司都已经回复
[2132.48-2141.82] 那看起来应该是没有其他问题了
[2141.82-2144.78] 那如果没有今天就是没有其他问题的话
[2144.78-2146.66] 我们今天法术会就到此结束
[2146.66-2147.78] 谢谢各位
[2147.78-2150.06] 谢谢
[2150.06-2151.14] 谢谢各位法人
[2151.14-2152.14] 谢谢
