[0.00-8.74] 各位投资先进午安
[1970.10-1972.10] oh
[1972.10-1975.10] そして
[1975.10-1977.10] 我們也要 tobacco
[1977.10-1979.10] 這個
[1979.10-1979.98] 我們就
[1979.98-1984.16] 想讓
[1984.16-1986.10] 他
[1986.10-1989.10] 他
[1989.10-1990.28] 事实的调整
[1990.28-1991.90] 所以原则来讲
[1991.90-1995.62] 我们不是计算个别长期
[1995.62-1997.70] 而是以性格层级来计算
[1997.70-2001.24] 那目前的地区
[2001.24-2004.98] 这些资本资金所产生的产能呢
[2004.98-2008.08] 因为这个设备交期
[2008.08-2010.50] 有些都要四个月五个月
[2010.50-2014.26] 所以大概落实在
[2014.26-2016.34] 大概Q3 Q4
[2016.34-2018.96] 然后到明年上半期之间
[2019.10-2030.32] 请主席长回答
[2030.32-2032.60] 请问营收占比比别
[2032.60-2036.88] 费用金占比高吗
[2036.88-2038.64] 刚才有提过
[2038.64-2041.08] 就是我们实际上的
[2041.08-2045.32] 比别基本上美元跟台币都有
[2045.32-2047.70] 那当然主要是以美元为主
[2047.70-2048.96] 那美元占比
[2048.96-2049.08] 当然是以美元为主
[2049.08-2051.44] 当然在我们公司算是有一定程度
[2051.44-2052.76] 等一下
[2052.76-2058.32] 有先进在问
[2058.32-2062.02] 2025年白名单营收贡献
[2062.02-2063.58] 预计多少
[2063.58-2064.02] 谢谢
[2064.02-2066.44] 这个白名单的客户
[2066.44-2070.14] 就是说
[2070.14-2072.18] 他要转单呢
[2072.18-2076.38] 通常也都要配合我们产能的扩充
[2076.38-2079.06] 以及他跨厂期的
[2079.08-2082.08] 这个调整
[2082.08-2083.50] 所以呢
[2083.50-2086.20] 他的贡献度是陆续产生的
[2086.20-2088.48] 那我刚刚有提到
[2088.48-2090.62] 在预计在下半年
[2090.62-2094.36] 然后第三季第四季会有比较大的
[2094.36-2095.60] 营收贡献
[2095.60-2099.22] 那因为现在都在陆续装机中
[2099.22-2102.00] 那客户也陆续在导入中
[2102.00-2103.84] 所以严格来讲
[2103.84-2105.68] 对今年的营收贡献有多少
[2105.68-2107.88] 我现在暂时还没办法完整的想到
[2107.88-2109.08] 我现在暂时还没办法完整的想到
[2109.08-2114.64] 详细的给给给你一个说明
[2114.64-2118.02] 如果看在下半年产能利用率
[2118.02-2120.78] 大概为止到75到80吗
[2120.78-2125.28] 我想70 80之间还是还是对的
[2125.28-2128.48] 是的是的
[2128.48-2130.64] 高阶SOC测试设备
[2130.64-2134.44] 阶段产能利用率
[2134.44-2137.58] 第二季
[2137.58-2139.06] 下半年会有比较大的营收贡献
[2139.08-2140.36] 下半年会有比较大的营收贡献
[2140.36-2142.90] 加新的MAP设备吗
[2142.90-2143.90] 好的
[2143.90-2146.22] 我们这个MAP的设备
[2146.22-2148.62] 用在细光纸的测试
[2148.62-2151.74] 目前客户的反应不错
[2151.74-2153.44] 所以下半年还会增加
[2153.44-2156.74] 他的设备的使用力跟接单的状况
[2156.74-2158.94] 他的设备的使用力跟接单的状况
[2169.08-2171.48] 会有大arla的增加
[2171.48-2173.24] 对于欧洲华为码
[2173.24-2174.98] 致较劲壮业的
[2174.98-2179.02] 企业进行费用
[2179.02-2180.76] concern
[2180.76-2183.06] 还是在促取
[2183.06-2185.08] 我们在周年紀念的
[2185.08-2185.98] 目标中
[2185.98-2187.82] 我们也会引进
[2187.82-2189.72] 更多的生产
[2189.72-2193.86] red Р
[2193.86-2196.40] 在增加
[2196.40-2197.76] står住
[2199.08-2208.24] 谢谢各位投资先进
[2208.24-2210.58] 参加细格线上法人说明会
[2210.58-2212.94] 最后敬祝各位万事如意
[2212.94-2216.62] 谢谢大家
